#chrom	chrom_start	chrom_stop	length	left_gene	left_strand	right_gene	right_strand
Chr_1	67479	67937	459	CC1G_13552.2	-1	CC1G_12805.2	+1
Chr_1	70162	77913	7752	CC1G_12805.2	+1	CC1G_13553.2	-1
Chr_1	78541	88527	9987	CC1G_13553.2	-1	CC1G_13554.2	+1
Chr_1	89307	90119	813	CC1G_13554.2	+1	CC1G_13555.2	-1
Chr_1	90384	91186	803	CC1G_13555.2	-1	CC1G_02740.2	-1
Chr_1	93855	94894	1040	CC1G_02740.2	-1	CC1G_02741.2	+1
Chr_1	95403	103204	7802	CC1G_02741.2	+1	CC1G_02744.2	+1
Chr_1	104888	105227	340	CC1G_02744.2	+1	CC1G_13556.2	+1
Chr_1	105459	107489	2031	CC1G_13556.2	+1	CC1G_02745.2	+1
Chr_1	108067	109089	1023	CC1G_02745.2	+1	CC1G_02746.2	+1
Chr_1	110188	110664	477	CC1G_02746.2	+1	CC1G_02747.2	-1
Chr_1	111151	111849	699	CC1G_02747.2	-1	CC1G_02748.2	-1
Chr_1	112953	113643	691	CC1G_02748.2	-1	CC1G_02749.2	-1
Chr_1	115252	115670	419	CC1G_02749.2	-1	CC1G_02750.2	+1
Chr_1	117740	117867	128	CC1G_02750.2	+1	CC1G_02751.2	-1
Chr_1	118845	119696	852	CC1G_02751.2	-1	CC1G_02752.2	-1
Chr_1	123004	123877	874	CC1G_02752.2	-1	CC1G_02753.2	-1
Chr_1	125244	125507	264	CC1G_02753.2	-1	CC1G_02754.2	-1
Chr_1	127790	128014	225	CC1G_02754.2	-1	CC1G_02755.2	+1
Chr_1	132042	133777	1736	CC1G_02755.2	+1	CC1G_02757.2	-1
Chr_1	134531	136511	1981	CC1G_02757.2	-1	CC1G_02758.2	-1
Chr_1	138262	139080	819	CC1G_02758.2	-1	CC1G_02759.2	-1
Chr_1	140317	141704	1388	CC1G_02759.2	-1	CC1G_02760.2	-1
Chr_1	144202	144797	596	CC1G_02760.2	-1	CC1G_02761.2	-1
Chr_1	145493	147211	1719	CC1G_02761.2	-1	CC1G_02762.2	+1
Chr_1	147824	148263	440	CC1G_02762.2	+1	CC1G_02763.2	-1
Chr_1	149392	150896	1505	CC1G_02763.2	-1	CC1G_02765.2	-1
Chr_1	151847	154442	2596	CC1G_02765.2	-1	CC1G_02766.2	-1
Chr_1	156149	157438	1290	CC1G_02766.2	-1	CC1G_02767.2	+1
Chr_1	158099	159308	1210	CC1G_02767.2	+1	CC1G_02768.2	-1
Chr_1	163252	165450	2199	CC1G_02768.2	-1	CC1G_02769.2	-1
Chr_1	170820	171779	960	CC1G_02769.2	-1	CC1G_02770.2	+1
Chr_1	173851	174314	464	CC1G_02770.2	+1	CC1G_02771.2	+1
Chr_1	175702	175888	187	CC1G_02771.2	+1	CC1G_02772.2	-1
Chr_1	179477	179677	201	CC1G_02772.2	-1	CC1G_02773.2	+1
Chr_1	181992	182460	469	CC1G_02773.2	+1	CC1G_02774.2	-1
Chr_1	183838	184780	943	CC1G_02774.2	-1	CC1G_02775.2	-1
Chr_1	185295	186427	1133	CC1G_02775.2	-1	CC1G_02776.2	-1
Chr_1	187243	189467	2225	CC1G_02776.2	-1	CC1G_02777.2	-1
Chr_1	190341	191052	712	CC1G_02777.2	-1	CC1G_02778.2	+1
Chr_1	192267	194440	2174	CC1G_02778.2	+1	CC1G_02779.2	+1
Chr_1	194963	195404	442	CC1G_02779.2	+1	CC1G_13557.2	-1
Chr_1	197150	198056	907	CC1G_13557.2	-1	CC1G_13558.2	-1
Chr_1	198462	199659	1198	CC1G_13558.2	-1	CC1G_02781.2	-1
Chr_1	200014	200676	663	CC1G_02781.2	-1	CC1G_02782.2	-1
Chr_1	202069	202968	900	CC1G_02782.2	-1	CC1G_02784.2	-1
Chr_1	212805	215083	2279	CC1G_02784.2	-1	CC1G_02785.2	-1
Chr_1	215666	217280	1615	CC1G_02785.2	-1	CC1G_02786.2	-1
Chr_1	217731	218741	1011	CC1G_02786.2	-1	CC1G_02787.2	-1
Chr_1	221867	223182	1316	CC1G_02787.2	-1	CC1G_02788.2	+1
Chr_1	224579	224870	292	CC1G_02788.2	+1	CC1G_13559.2	-1
Chr_1	225387	226632	1246	CC1G_13559.2	-1	CC1G_13560.2	-1
Chr_1	227786	228108	323	CC1G_13560.2	-1	CC1G_13561.2	-1
Chr_1	229181	229354	174	CC1G_13561.2	-1	CC1G_02791.2	+1
Chr_1	233155	233238	84	CC1G_02791.2	+1	CC1G_02792.2	-1
Chr_1	235343	236014	672	CC1G_02792.2	-1	CC1G_02793.2	+1
Chr_1	237208	237323	116	CC1G_02793.2	+1	CC1G_02794.2	-1
Chr_1	238683	239934	1252	CC1G_02794.2	-1	CC1G_02795.2	-1
Chr_1	241089	243446	2358	CC1G_02795.2	-1	CC1G_13562.2	-1
Chr_1	244450	245069	620	CC1G_13562.2	-1	CC1G_13563.2	-1
Chr_1	245603	246561	959	CC1G_13563.2	-1	CC1G_13564.2	-1
Chr_1	248503	249325	823	CC1G_13564.2	-1	CC1G_13565.2	-1
Chr_1	251429	251903	475	CC1G_13565.2	-1	CC1G_02798.2	-1
Chr_1	252365	252940	576	CC1G_02798.2	-1	CC1G_02799.2	+1
Chr_1	253661	253879	219	CC1G_02799.2	+1	CC1G_02800.2	+1
Chr_1	255011	255146	136	CC1G_02800.2	+1	CC1G_02801.2	-1
Chr_1	257454	259161	1708	CC1G_02801.2	-1	CC1G_02802.2	-1
Chr_1	260620	261677	1058	CC1G_02802.2	-1	CC1G_02803.2	+1
Chr_1	263499	263729	231	CC1G_02803.2	+1	CC1G_02804.2	-1
Chr_1	268062	269151	1090	CC1G_02804.2	-1	CC1G_02805.2	+1
Chr_1	271691	271966	276	CC1G_02805.2	+1	CC1G_02806.2	+1
Chr_1	273732	274170	439	CC1G_02806.2	+1	CC1G_02807.2	-1
Chr_1	280172	280936	765	CC1G_02807.2	-1	CC1G_02808.2	-1
Chr_1	282096	282364	269	CC1G_02808.2	-1	CC1G_02809.2	+1
Chr_1	284204	284314	111	CC1G_02809.2	+1	CC1G_02810.2	-1
Chr_1	285241	285484	244	CC1G_02810.2	-1	CC1G_02811.2	-1
Chr_1	286632	287163	532	CC1G_02811.2	-1	CC1G_02812.2	-1
Chr_1	289315	290376	1062	CC1G_02812.2	-1	CC1G_02813.2	+1
Chr_1	292783	293263	481	CC1G_02813.2	+1	CC1G_13566.2	+1
Chr_1	294630	294970	341	CC1G_13566.2	+1	CC1G_13567.2	+1
Chr_1	296322	296677	356	CC1G_13567.2	+1	CC1G_02815.2	+1
Chr_1	297747	298015	269	CC1G_02815.2	+1	CC1G_02816.2	-1
Chr_1	299776	301505	1730	CC1G_02816.2	-1	CC1G_02817.2	-1
Chr_1	302582	302881	300	CC1G_02817.2	-1	CC1G_13568.2	-1
Chr_1	303707	304282	576	CC1G_13568.2	-1	CC1G_02818.2	-1
Chr_1	308872	309517	646	CC1G_02818.2	-1	CC1G_02819.2	-1
Chr_1	310631	311092	462	CC1G_02819.2	-1	CC1G_13569.2	-1
Chr_1	312374	312879	506	CC1G_13569.2	-1	CC1G_13570.2	-1
Chr_1	317656	318937	1282	CC1G_13570.2	-1	CC1G_02821.2	-1
Chr_1	319772	320976	1205	CC1G_02821.2	-1	CC1G_02823.2	+1
Chr_1	321586	321971	386	CC1G_02823.2	+1	CC1G_13571.2	+1
Chr_1	322610	323634	1025	CC1G_13571.2	+1	CC1G_02824.2	+1
Chr_1	324863	325709	847	CC1G_02824.2	+1	CC1G_02825.2	+1
Chr_1	326850	326928	79	CC1G_02825.2	+1	CC1G_02826.2	-1
Chr_1	328023	328181	159	CC1G_02826.2	-1	CC1G_02827.2	+1
Chr_1	329046	329583	538	CC1G_02827.2	+1	CC1G_02828.2	-1
Chr_1	330404	331171	768	CC1G_02828.2	-1	CC1G_02829.2	-1
Chr_1	331816	332407	592	CC1G_02829.2	-1	CC1G_02830.2	-1
Chr_1	333070	333402	333	CC1G_02830.2	-1	CC1G_02831.2	-1
Chr_1	334060	335294	1235	CC1G_02831.2	-1	CC1G_02832.2	+1
Chr_1	337799	338299	501	CC1G_02832.2	+1	CC1G_02833.2	+1
Chr_1	339507	339738	232	CC1G_02833.2	+1	CC1G_02834.2	-1
Chr_1	340774	341682	909	CC1G_02834.2	-1	CC1G_02835.2	-1
Chr_1	344578	345234	657	CC1G_02835.2	-1	CC1G_02836.2	-1
Chr_1	346648	348858	2211	CC1G_02836.2	-1	CC1G_02837.2	+1
Chr_1	349566	349655	90	CC1G_02837.2	+1	CC1G_02838.2	-1
Chr_1	352110	353538	1429	CC1G_02838.2	-1	CC1G_02839.2	+1
Chr_1	354283	354578	296	CC1G_02839.2	+1	CC1G_02840.2	-1
Chr_1	357554	357765	212	CC1G_02840.2	-1	CC1G_02841.2	+1
Chr_1	359371	359708	338	CC1G_02841.2	+1	CC1G_02842.2	+1
Chr_1	360504	360638	135	CC1G_02842.2	+1	CC1G_02843.2	-1
Chr_1	362700	364160	1461	CC1G_02843.2	-1	CC1G_02844.2	+1
Chr_1	365340	366318	979	CC1G_02844.2	+1	CC1G_02845.2	+1
Chr_1	369001	369366	366	CC1G_02845.2	+1	CC1G_02846.2	-1
Chr_1	371705	372672	968	CC1G_02846.2	-1	CC1G_02847.2	+1
Chr_1	373909	374791	883	CC1G_02847.2	+1	CC1G_13572.2	+1
Chr_1	375151	375802	652	CC1G_13572.2	+1	CC1G_02848.2	-1
Chr_1	376611	376809	199	CC1G_02848.2	-1	CC1G_02849.2	+1
Chr_1	380788	382857	2070	CC1G_02849.2	+1	CC1G_02850.2	+1
Chr_1	383979	385549	1571	CC1G_02850.2	+1	CC1G_02851.2	+1
Chr_1	388302	388915	614	CC1G_02851.2	+1	CC1G_02852.2	+1
Chr_1	390454	390791	338	CC1G_02852.2	+1	CC1G_02853.2	+1
Chr_1	392006	392141	136	CC1G_02853.2	+1	CC1G_02854.2	-1
Chr_1	393887	395846	1960	CC1G_02854.2	-1	CC1G_02855.2	-1
Chr_1	397593	398692	1100	CC1G_02855.2	-1	CC1G_02856.2	+1
Chr_1	402091	402743	653	CC1G_02856.2	+1	CC1G_02857.2	+1
Chr_1	403457	403663	207	CC1G_02857.2	+1	CC1G_02858.2	-1
Chr_1	406116	407206	1091	CC1G_02858.2	-1	CC1G_13573.2	-1
Chr_1	408449	408835	387	CC1G_13573.2	-1	CC1G_13574.2	-1
Chr_1	410153	410817	665	CC1G_13574.2	-1	CC1G_02860.2	-1
Chr_1	412867	414368	1502	CC1G_02860.2	-1	CC1G_02861.2	+1
Chr_1	416854	416997	144	CC1G_02861.2	+1	CC1G_02862.2	-1
Chr_1	417548	418377	830	CC1G_02862.2	-1	CC1G_02863.2	-1
Chr_1	419634	420442	809	CC1G_02863.2	-1	CC1G_02864.2	+1
Chr_1	421464	421850	387	CC1G_02864.2	+1	CC1G_02865.2	-1
Chr_1	424005	428005	4001	CC1G_02865.2	-1	CC1G_02867.2	+1
Chr_1	428871	429193	323	CC1G_02867.2	+1	CC1G_02868.2	+1
Chr_1	429781	430167	387	CC1G_02868.2	+1	CC1G_02869.2	-1
Chr_1	431374	432469	1096	CC1G_02869.2	-1	CC1G_02870.2	+1
Chr_1	434503	434939	437	CC1G_02870.2	+1	CC1G_02871.2	-1
Chr_1	436739	437409	671	CC1G_02871.2	-1	CC1G_02872.2	-1
Chr_1	442217	443907	1691	CC1G_02872.2	-1	CC1G_02873.2	+1
Chr_1	447397	447846	450	CC1G_02873.2	+1	CC1G_02874.2	-1
Chr_1	448159	453616	5458	CC1G_02874.2	-1	CC1G_13575.2	-1
Chr_1	454034	454727	694	CC1G_13575.2	-1	CC1G_02876.2	-1
Chr_1	456572	458234	1663	CC1G_02876.2	-1	CC1G_02877.2	+1
Chr_1	461635	463335	1701	CC1G_02877.2	+1	CC1G_02878.2	+1
Chr_1	465334	465575	242	CC1G_02878.2	+1	CC1G_02879.2	+1
Chr_1	472206	473065	860	CC1G_02879.2	+1	CC1G_02880.2	+1
Chr_1	475439	475703	265	CC1G_02880.2	+1	CC1G_02881.2	-1
Chr_1	477837	479778	1942	CC1G_02881.2	-1	CC1G_02882.2	-1
Chr_1	483228	484379	1152	CC1G_02882.2	-1	CC1G_02883.2	+1
Chr_1	488102	490247	2146	CC1G_02883.2	+1	CC1G_02884.2	-1
Chr_1	491810	492240	431	CC1G_02884.2	-1	CC1G_02885.2	+1
Chr_1	492712	493165	454	CC1G_02885.2	+1	CC1G_02886.2	+1
Chr_1	494447	494542	96	CC1G_02886.2	+1	CC1G_02887.2	-1
Chr_1	497401	498544	1144	CC1G_02887.2	-1	CC1G_02888.2	-1
Chr_1	501866	516613	14748	CC1G_02888.2	-1	CC1G_12155.2	-1
Chr_1	517001	517548	548	CC1G_12155.2	-1	CC1G_12156.2	-1
Chr_1	518823	519122	300	CC1G_12156.2	-1	CC1G_12157.2	-1
Chr_1	521651	522507	857	CC1G_12157.2	-1	CC1G_13576.2	+1
Chr_1	523527	523945	419	CC1G_13576.2	+1	CC1G_12158.2	-1
Chr_1	529738	530600	863	CC1G_12158.2	-1	CC1G_12159.2	-1
Chr_1	532661	533057	397	CC1G_12159.2	-1	CC1G_12160.2	-1
Chr_1	534524	537517	2994	CC1G_12160.2	-1	CC1G_12161.2	+1
Chr_1	539675	540002	328	CC1G_12161.2	+1	CC1G_12162.2	+1
Chr_1	541110	541806	697	CC1G_12162.2	+1	CC1G_12163.2	+1
Chr_1	543729	544625	897	CC1G_12163.2	+1	CC1G_12164.2	-1
Chr_1	545604	546154	551	CC1G_12164.2	-1	CC1G_13577.2	-1
Chr_1	546785	547487	703	CC1G_13577.2	-1	CC1G_13578.2	-1
Chr_1	551410	552455	1046	CC1G_13578.2	-1	CC1G_12166.2	-1
Chr_1	553011	554250	1240	CC1G_12166.2	-1	CC1G_12167.2	-1
Chr_1	555743	556108	366	CC1G_12167.2	-1	CC1G_12168.2	-1
Chr_1	558013	558906	894	CC1G_12168.2	-1	CC1G_12058.2	+1
Chr_1	560571	561187	617	CC1G_12058.2	+1	CC1G_12059.2	+1
Chr_1	561704	562766	1063	CC1G_12059.2	+1	CC1G_12060.2	+1
Chr_1	563211	564182	972	CC1G_12060.2	+1	CC1G_12061.2	+1
Chr_1	564726	567141	2416	CC1G_12061.2	+1	CC1G_12062.2	+1
Chr_1	569373	571058	1686	CC1G_12062.2	+1	CC1G_12064.2	-1
Chr_1	571786	572150	365	CC1G_12064.2	-1	CC1G_12065.2	+1
Chr_1	573195	573951	757	CC1G_12065.2	+1	CC1G_12066.2	+1
Chr_1	574530	575058	529	CC1G_12066.2	+1	CC1G_12067.2	+1
Chr_1	575609	576108	500	CC1G_12067.2	+1	CC1G_12068.2	+1
Chr_1	576856	577626	771	CC1G_12068.2	+1	CC1G_12069.2	+1
Chr_1	578773	580654	1882	CC1G_12069.2	+1	CC1G_12071.2	-1
Chr_1	584760	585035	276	CC1G_12071.2	-1	CC1G_12072.2	+1
Chr_1	586177	586276	100	CC1G_12072.2	+1	CC1G_12073.2	-1
Chr_1	587295	588157	863	CC1G_12073.2	-1	CC1G_12074.2	+1
Chr_1	589078	590585	1508	CC1G_12074.2	+1	CC1G_12075.2	-1
Chr_1	591860	592957	1098	CC1G_12075.2	-1	CC1G_12076.2	-1
Chr_1	593507	594597	1091	CC1G_12076.2	-1	CC1G_12077.2	+1
Chr_1	595685	596129	445	CC1G_12077.2	+1	CC1G_12078.2	+1
Chr_1	597826	598100	275	CC1G_12078.2	+1	CC1G_12079.2	+1
Chr_1	599305	599535	231	CC1G_12079.2	+1	CC1G_12080.2	-1
Chr_1	601245	602184	940	CC1G_12080.2	-1	CC1G_12081.2	+1
Chr_1	603261	604288	1028	CC1G_12081.2	+1	CC1G_12082.2	+1
Chr_1	605560	606069	510	CC1G_12082.2	+1	CC1G_12083.2	-1
Chr_1	606742	608759	2018	CC1G_12083.2	-1	CC1G_04325.2	-1
Chr_1	610481	614273	3793	CC1G_04325.2	-1	CC1G_13579.2	+1
Chr_1	614754	614837	84	CC1G_13579.2	+1	CC1G_04326.2	+1
Chr_1	616302	616746	445	CC1G_04326.2	+1	CC1G_13580.2	-1
Chr_1	617008	631245	14238	CC1G_13580.2	-1	CC1G_04329.2	+1
Chr_1	634584	636732	2149	CC1G_04329.2	+1	CC1G_13581.2	-1
Chr_1	638065	641359	3295	CC1G_13581.2	-1	CC1G_04330.2	+1
Chr_1	645686	646205	520	CC1G_04330.2	+1	CC1G_04331.2	-1
Chr_1	649329	651475	2147	CC1G_04331.2	-1	CC1G_04333.2	-1
Chr_1	652306	652541	236	CC1G_04333.2	-1	CC1G_04334.2	+1
Chr_1	653736	654752	1017	CC1G_04334.2	+1	CC1G_13582.2	-1
Chr_1	655438	658143	2706	CC1G_13582.2	-1	CC1G_04335.2	+1
Chr_1	661450	662779	1330	CC1G_04335.2	+1	CC1G_04336.2	-1
Chr_1	663690	665332	1643	CC1G_04336.2	-1	CC1G_04337.2	-1
Chr_1	666339	666857	519	CC1G_04337.2	-1	CC1G_13583.2	-1
Chr_1	668115	668767	653	CC1G_13583.2	-1	CC1G_13584.2	-1
Chr_1	669767	673474	3708	CC1G_13584.2	-1	CC1G_04339.2	+1
Chr_1	675025	677428	2404	CC1G_04339.2	+1	CC1G_04340.2	+1
Chr_1	680801	683123	2323	CC1G_04340.2	+1	CC1G_04341.2	-1
Chr_1	683573	683796	224	CC1G_04341.2	-1	CC1G_04342.2	+1
Chr_1	686151	689469	3319	CC1G_04342.2	+1	CC1G_04343.2	+1
Chr_1	690162	693119	2958	CC1G_04343.2	+1	CC1G_04344.2	+1
Chr_1	695146	696634	1489	CC1G_04344.2	+1	CC1G_04345.2	+1
Chr_1	697559	698728	1170	CC1G_04345.2	+1	CC1G_13585.2	-1
Chr_1	701956	703320	1365	CC1G_13585.2	-1	CC1G_13586.2	-1
Chr_1	704553	705069	517	CC1G_13586.2	-1	CC1G_13587.2	+1
Chr_1	706425	706968	544	CC1G_13587.2	+1	CC1G_13588.2	-1
Chr_1	707368	707527	160	CC1G_13588.2	-1	CC1G_13589.2	-1
Chr_1	710166	711028	863	CC1G_13589.2	-1	CC1G_04351.2	-1
Chr_1	713905	714606	702	CC1G_04351.2	-1	CC1G_04352.2	-1
Chr_1	715642	715849	208	CC1G_04352.2	-1	CC1G_04353.2	+1
Chr_1	716604	717102	499	CC1G_04353.2	+1	CC1G_04354.2	+1
Chr_1	720220	720556	337	CC1G_04354.2	+1	CC1G_04355.2	-1
Chr_1	721326	724832	3507	CC1G_04355.2	-1	CC1G_13590.2	+1
Chr_1	726726	727348	623	CC1G_13590.2	+1	CC1G_04356.2	+1
Chr_1	729535	730414	880	CC1G_04356.2	+1	CC1G_04357.2	+1
Chr_1	732378	732437	60	CC1G_04357.2	+1	CC1G_04358.2	-1
Chr_1	735673	735977	305	CC1G_04358.2	-1	CC1G_04359.2	-1
Chr_1	737024	737984	961	CC1G_04359.2	-1	CC1G_04360.2	-1
Chr_1	742185	746142	3958	CC1G_04360.2	-1	CC1G_04361.2	+1
Chr_1	748228	749484	1257	CC1G_04361.2	+1	CC1G_04362.2	-1
Chr_1	749998	751214	1217	CC1G_04362.2	-1	CC1G_04363.2	-1
Chr_1	752496	754344	1849	CC1G_04363.2	-1	CC1G_13591.2	-1
Chr_1	755088	755392	305	CC1G_13591.2	-1	CC1G_04367.2	+1
Chr_1	755929	756226	298	CC1G_04367.2	+1	CC1G_04368.2	+1
Chr_1	759100	760022	923	CC1G_04368.2	+1	CC1G_04369.2	+1
Chr_1	763179	763510	332	CC1G_04369.2	+1	CC1G_04370.2	-1
Chr_1	765873	766422	550	CC1G_04370.2	-1	CC1G_04371.2	-1
Chr_1	767945	768284	340	CC1G_04371.2	-1	CC1G_13592.2	-1
Chr_1	768881	769046	166	CC1G_13592.2	-1	CC1G_13593.2	-1
Chr_1	772414	772996	583	CC1G_13593.2	-1	CC1G_13594.2	-1
Chr_1	776358	777008	651	CC1G_13594.2	-1	CC1G_13595.2	-1
Chr_1	777728	778590	863	CC1G_13595.2	-1	CC1G_13596.2	-1
Chr_1	779808	780274	467	CC1G_13596.2	-1	CC1G_13597.2	-1
Chr_1	781887	782155	269	CC1G_13597.2	-1	CC1G_04375.2	-1
Chr_1	784422	784545	124	CC1G_04375.2	-1	CC1G_04376.2	-1
Chr_1	786751	787727	977	CC1G_04376.2	-1	CC1G_04377.2	+1
Chr_1	788744	789904	1161	CC1G_04377.2	+1	CC1G_04378.2	+1
Chr_1	790680	790945	266	CC1G_04378.2	+1	CC1G_04379.2	-1
Chr_1	792566	793683	1118	CC1G_04379.2	-1	CC1G_04380.2	+1
Chr_1	796131	796767	637	CC1G_04380.2	+1	CC1G_13598.2	-1
Chr_1	797291	799325	2035	CC1G_13598.2	-1	CC1G_04381.2	+1
Chr_1	801697	802581	885	CC1G_04381.2	+1	CC1G_04382.2	-1
Chr_1	804048	804379	332	CC1G_04382.2	-1	CC1G_04383.2	+1
Chr_1	807182	807708	527	CC1G_04383.2	+1	CC1G_04384.2	-1
Chr_1	809028	809639	612	CC1G_04384.2	-1	CC1G_04385.2	-1
Chr_1	811688	812031	344	CC1G_04385.2	-1	CC1G_04386.2	-1
Chr_1	812378	813681	1304	CC1G_04386.2	-1	CC1G_13599.2	+1
Chr_1	814202	814662	461	CC1G_13599.2	+1	CC1G_04387.2	-1
Chr_1	815638	817150	1513	CC1G_04387.2	-1	CC1G_04388.2	+1
Chr_1	817706	817990	285	CC1G_04388.2	+1	CC1G_04389.2	-1
Chr_1	819734	820444	711	CC1G_04389.2	-1	CC1G_13600.2	+1
Chr_1	821446	822975	1530	CC1G_13600.2	+1	CC1G_04390.2	+1
Chr_1	824063	825297	1235	CC1G_04390.2	+1	CC1G_04391.2	+1
Chr_1	827080	827219	140	CC1G_04391.2	+1	CC1G_04392.2	-1
Chr_1	828323	828697	375	CC1G_04392.2	-1	CC1G_04393.2	-1
Chr_1	832707	832916	210	CC1G_04393.2	-1	CC1G_04394.2	+1
Chr_1	833638	834088	451	CC1G_04394.2	+1	CC1G_04395.2	-1
Chr_1	835816	836451	636	CC1G_04395.2	-1	CC1G_04396.2	-1
Chr_1	837055	838123	1069	CC1G_04396.2	-1	CC1G_04397.2	+1
Chr_1	839369	839413	45	CC1G_04397.2	+1	CC1G_04398.2	-1
Chr_1	840460	840800	341	CC1G_04398.2	-1	CC1G_13601.2	+1
Chr_1	848795	856986	8192	CC1G_13601.2	+1	CC1G_04402.2	+1
Chr_1	859395	861297	1903	CC1G_04402.2	+1	CC1G_04403.2	-1
Chr_1	862907	865807	2901	CC1G_04403.2	-1	CC1G_04404.2	-1
Chr_1	869116	870195	1080	CC1G_04404.2	-1	CC1G_04405.2	-1
Chr_1	871998	872892	895	CC1G_04405.2	-1	CC1G_04406.2	+1
Chr_1	874832	875513	682	CC1G_04406.2	+1	CC1G_04407.2	+1
Chr_1	877958	879277	1320	CC1G_04407.2	+1	CC1G_04408.2	-1
Chr_1	881325	881519	195	CC1G_04408.2	-1	CC1G_04409.2	+1
Chr_1	882375	883127	753	CC1G_04409.2	+1	CC1G_04410.2	+1
Chr_1	884709	884982	274	CC1G_04410.2	+1	CC1G_04411.2	+1
Chr_1	887309	887797	489	CC1G_04411.2	+1	CC1G_13602.2	-1
Chr_1	888716	889196	481	CC1G_13602.2	-1	CC1G_04414.2	+1
Chr_1	890128	890303	176	CC1G_04414.2	+1	CC1G_13603.2	-1
Chr_1	898803	899380	578	CC1G_13603.2	-1	CC1G_13604.2	-1
Chr_1	900535	900706	172	CC1G_13604.2	-1	CC1G_04418.2	+1
Chr_1	902197	902337	141	CC1G_04418.2	+1	CC1G_04419.2	-1
Chr_1	903432	903591	160	CC1G_04419.2	-1	CC1G_04420.2	+1
Chr_1	904764	905263	500	CC1G_04420.2	+1	CC1G_04421.2	+1
Chr_1	909988	911586	1599	CC1G_04421.2	+1	CC1G_04422.2	+1
Chr_1	912541	912985	445	CC1G_04422.2	+1	CC1G_04423.2	+1
Chr_1	914430	914877	448	CC1G_04423.2	+1	CC1G_04424.2	+1
Chr_1	915999	916267	269	CC1G_04424.2	+1	CC1G_04425.2	-1
Chr_1	918004	918589	586	CC1G_04425.2	-1	CC1G_04426.2	+1
Chr_1	919504	920194	691	CC1G_04426.2	+1	CC1G_04427.2	+1
Chr_1	922631	923128	498	CC1G_04427.2	+1	CC1G_04428.2	+1
Chr_1	923953	925304	1352	CC1G_04428.2	+1	CC1G_04429.2	-1
Chr_1	926135	926806	672	CC1G_04429.2	-1	CC1G_04430.2	-1
Chr_1	927661	933063	5403	CC1G_04430.2	-1	CC1G_13605.2	+1
Chr_1	933551	934814	1264	CC1G_13605.2	+1	CC1G_04431.2	-1
Chr_1	935169	938016	2848	CC1G_04431.2	-1	CC1G_04432.2	-1
Chr_1	938957	939799	843	CC1G_04432.2	-1	CC1G_04433.2	+1
Chr_1	940079	942658	2580	CC1G_04433.2	+1	CC1G_04434.2	+1
Chr_1	944105	944989	885	CC1G_04434.2	+1	CC1G_04435.2	-1
Chr_1	945519	946179	661	CC1G_04435.2	-1	CC1G_13606.2	+1
Chr_1	947309	947875	567	CC1G_13606.2	+1	CC1G_04436.2	+1
Chr_1	949803	950955	1153	CC1G_04436.2	+1	CC1G_04437.2	+1
Chr_1	952249	952625	377	CC1G_04437.2	+1	CC1G_04438.2	-1
Chr_1	954120	954822	703	CC1G_04438.2	-1	CC1G_04439.2	+1
Chr_1	955206	955400	195	CC1G_04439.2	+1	CC1G_04440.2	-1
Chr_1	955879	956184	306	CC1G_04440.2	-1	CC1G_04441.2	+1
