#chrom	start	stop	class
Chr_1	77141	77200	Unknown:R484
Chr_1	77253	77329	Unknown:R498
Chr_1	77352	77425	Unknown:R466
Chr_1	77578	77647	Unknown:R487
Chr_1	78788	78899	Unknown:R445
Chr_1	79018	80001	Unknown:R256
Chr_1	79979	80057	Unknown:R163
Chr_1	80081	81540	Unknown:R163
Chr_1	81538	82163	Unknown:R5
Chr_1	81756	88071	Unknown:R68
Chr_1	84730	88497	Unknown:R0
Chr_1	88498	89067	Unknown:R280
Chr_1	89438	89496	Unknown:R274
Chr_1	90164	90187	Simple_repeat
Chr_1	92522	92605	Simple_repeat
Chr_1	93635	93684	Simple_repeat
Chr_1	96058	96252	Unknown:R131
Chr_1	98176	98249	Unknown:R310
Chr_1	98284	98384	Unknown:R192
Chr_1	101660	101854	Unknown:R131
Chr_1	102937	102970	Simple_repeat
Chr_1	103724	103763	Simple_repeat
Chr_1	125159	125291	Unknown:R127
Chr_1	127200	127228	Simple_repeat
Chr_1	146603	147000	Unknown:R1
Chr_1	149596	149819	Unknown:R499
Chr_1	163583	163678	Unknown:R69
Chr_1	163600	163784	Unknown:R80
Chr_1	163792	163915	Unknown:R80
Chr_1	169526	170111	Unknown:R61
Chr_1	187290	187322	Simple_repeat
Chr_1	188957	189082	Unknown:R41
Chr_1	189079	189416	Unknown:R138
Chr_1	189344	189469	Unknown:R41
Chr_1	192731	192813	Unknown:R124
Chr_1	194775	194885	Simple_repeat
Chr_1	195439	195526	Unknown:R175
Chr_1	195707	195759	Unknown:R87
Chr_1	196680	196801	Unknown:R157
Chr_1	210753	210846	Simple_repeat
Chr_1	212317	212348	Simple_repeat
Chr_1	215266	215312	Simple_repeat
Chr_1	216885	216945	Unknown:R241
Chr_1	217406	217452	Simple_repeat
Chr_1	238826	239114	Unknown:R181
Chr_1	239107	239287	Unknown:R189
Chr_1	239463	239584	Unknown:R395
Chr_1	239550	239650	Unknown:R322
Chr_1	241710	241758	Unknown:R449
Chr_1	242972	243252	Unknown:R249
Chr_1	263734	263915	Unknown:R118
Chr_1	263954	264565	Unknown:R104
Chr_1	264918	265397	Unknown:R153
Chr_1	265107	265545	Unknown:R306
Chr_1	297963	297987	Simple_repeat
Chr_1	304280	304468	Unknown:R118
Chr_1	304519	305118	Unknown:R104
Chr_1	305489	306013	Unknown:R153
Chr_1	312877	313065	Unknown:R118
Chr_1	313135	313781	Unknown:R104
Chr_1	314064	314663	Unknown:R153
Chr_1	314296	314716	Unknown:R306
Chr_1	317270	317448	Unknown:R326
Chr_1	324757	324855	Unknown:R166
Chr_1	326744	326842	Unknown:R166
Chr_1	327800	327884	Simple_repeat
Chr_1	331358	331394	Simple_repeat
Chr_1	388154	388217	Simple_repeat
Chr_1	398319	398354	Simple_repeat
Chr_1	421900	421955	Simple_repeat
Chr_1	422408	422433	Simple_repeat
Chr_1	422485	422514	Simple_repeat
Chr_1	422571	422591	Simple_repeat
Chr_1	424275	424343	Simple_repeat
Chr_1	452145	452484	Unknown:R74
Chr_1	453318	453374	Simple_repeat
Chr_1	457643	457770	Unknown:R275
Chr_1	465496	465581	Simple_repeat
Chr_1	488443	488463	Low_complexity
Chr_1	497671	497859	Unknown:R118
Chr_1	497904	498155	Unknown:R104
Chr_1	498157	498551	Unknown:R1
Chr_1	498645	498931	Unknown:R104
Chr_1	499264	499436	Unknown:R153
Chr_1	501854	503534	Unknown:R18
Chr_1	502045	504524	Unknown:R19
Chr_1	504524	505355	Unknown:R48
Chr_1	505357	505543	Unknown:R48
Chr_1	505382	508243	Unknown:R57
Chr_1	506081	511240	Unknown:R3
Chr_1	511251	512557	Unknown:R2
Chr_1	512555	514052	Unknown:R19
Chr_1	512938	515381	Unknown:R234
Chr_1	514570	516629	Unknown:R18
Chr_1	516824	516973	Unknown:R326
Chr_1	520034	520275	Unknown:R0
Chr_1	520277	520638	Unknown:R60
Chr_1	520517	520775	Unknown:R199
Chr_1	520764	521031	Unknown:R68
Chr_1	521782	521972	Unknown:R62
Chr_1	524044	524178	Unknown:R367
Chr_1	527334	528628	Unknown:R386
Chr_1	543948	543990	Simple_repeat
Chr_1	564055	564183	Simple_repeat
Chr_1	565642	565677	Simple_repeat
Chr_1	569829	569862	Simple_repeat
Chr_1	569878	570030	Simple_repeat
Chr_1	573420	573488	Unknown:R412
Chr_1	582688	582737	Simple_repeat
Chr_1	585642	585674	Simple_repeat
Chr_1	607218	607251	Simple_repeat
Chr_1	616232	616267	Simple_repeat
Chr_1	616539	616595	Simple_repeat
Chr_1	628573	628761	Unknown:R244
Chr_1	628664	629210	Unknown:R103
Chr_1	629474	630066	Unknown:R103
Chr_1	629620	630146	Unknown:R46
Chr_1	633642	633681	Simple_repeat
Chr_1	637752	637935	Unknown:R25
Chr_1	637771	638097	Unknown:R143
Chr_1	655937	656276	Unknown:R165
Chr_1	656275	656567	Unknown:R40
Chr_1	656897	656926	Simple_repeat
Chr_1	658332	658394	Simple_repeat
Chr_1	659847	659901	Simple_repeat
Chr_1	660563	660616	Simple_repeat
Chr_1	661992	662068	Simple_repeat
Chr_1	662431	662538	Unknown:R42
Chr_1	662447	662484	Unknown:R16
Chr_1	698771	699660	Unknown:R188
Chr_1	699751	700028	Unknown:R286
Chr_1	700030	701202	Unknown:R96
Chr_1	701146	701955	Unknown:R64
Chr_1	701931	702428	Unknown:R119
Chr_1	706693	706795	Unknown:R188
Chr_1	706959	707850	Unknown:R188
Chr_1	707940	708217	Unknown:R286
Chr_1	708219	709392	Unknown:R96
Chr_1	709297	710111	Unknown:R64
Chr_1	710087	710577	Unknown:R119
Chr_1	710734	710850	Unknown:R41
Chr_1	710804	711150	Unknown:R465
Chr_1	711030	711788	Unknown:R188
Chr_1	711882	712157	Unknown:R286
Chr_1	712422	713148	Unknown:R96
Chr_1	726884	726911	Low_complexity
Chr_1	736114	736217	Simple_repeat
Chr_1	743202	743386	Unknown:R76
Chr_1	749538	749577	Simple_repeat
Chr_1	756983	757961	Unknown:R96
Chr_1	757974	758249	Unknown:R286
Chr_1	758339	759098	Unknown:R188
Chr_1	758978	759324	Unknown:R465
Chr_1	759278	759399	Unknown:R41
Chr_1	759560	760047	Unknown:R119
Chr_1	760023	760792	Unknown:R64
Chr_1	760728	761868	Unknown:R96
Chr_1	761884	762151	Unknown:R286
Chr_1	762244	763136	Unknown:R188
Chr_1	766970	767005	Simple_repeat
Chr_1	792927	792996	Unknown:R469
Chr_1	804181	804253	Unknown:R220
Chr_1	814087	814131	Simple_repeat
Chr_1	826230	826279	Simple_repeat
Chr_1	827418	827507	Simple_repeat
Chr_1	829418	829463	Simple_repeat
Chr_1	830751	830822	Simple_repeat
Chr_1	836504	836621	Unknown:R408
Chr_1	853277	853308	Simple_repeat
Chr_1	853413	853454	Unknown:R55
Chr_1	865378	865412	Simple_repeat
Chr_1	899549	899582	Simple_repeat
Chr_1	950082	950113	Simple_repeat
Chr_1	961383	961507	Simple_repeat
Chr_1	961513	961547	Low_complexity
Chr_1	966432	966476	Simple_repeat
Chr_1	968858	968890	Simple_repeat
Chr_1	969043	969076	Simple_repeat
Chr_1	979672	979753	Simple_repeat
Chr_1	979672	979714	Simple_repeat
Chr_1	994450	994504	Unknown:R271
Chr_1	998733	998757	Simple_repeat
Chr_1	1007118	1007138	Low_complexity
Chr_1	1011287	1011328	Simple_repeat
Chr_1	1016436	1016462	Simple_repeat
Chr_1	1020377	1020399	Low_complexity
Chr_1	1034191	1034327	Unknown:R218
Chr_1	1035667	1035725	Unknown:R461
Chr_1	1037374	1037551	Unknown:R258
Chr_1	1055495	1055543	Simple_repeat
Chr_1	1055611	1055674	Simple_repeat
Chr_1	1057866	1057886	Simple_repeat
Chr_1	1065925	1066444	Unknown:R54
Chr_1	1069297	1069317	Low_complexity
Chr_1	1072633	1072878	Unknown:R54
Chr_1	1081287	1081391	Unknown:R106
Chr_1	1114426	1114466	Simple_repeat
Chr_1	1133151	1133248	Unknown:R66
Chr_1	1133289	1133418	Unknown:R294
Chr_1	1133470	1133709	Unknown:R123
Chr_1	1133710	1133882	Unknown:R66
Chr_1	1143623	1143664	Unknown:R73
Chr_1	1147104	1147227	Simple_repeat
Chr_1	1169998	1170270	Unknown:R6
Chr_1	1170270	1170663	Unknown:R1
Chr_1	1170664	1172168	Unknown:R6
Chr_1	1172169	1172243	Unknown:R136
Chr_1	1172207	1172310	Unknown:R346
Chr_1	1172297	1172538	Unknown:R259
Chr_1	1172637	1174349	Unknown:R35
Chr_1	1173678	1178376	Unknown:R6
Chr_1	1178377	1178451	Unknown:R136
Chr_1	1178415	1178518	Unknown:R346
Chr_1	1178505	1178744	Unknown:R259
Chr_1	1178843	1180559	Unknown:R35
Chr_1	1179888	1183208	Unknown:R6
Chr_1	1183407	1183572	Unknown:R251
Chr_1	1183732	1183783	Unknown:R1
Chr_1	1183771	1184072	Unknown:R1
Chr_1	1184750	1185016	Unknown:R14
Chr_1	1185026	1185238	Unknown:R152
Chr_1	1185230	1185726	Unknown:R7
Chr_1	1185727	1186087	Unknown:R152
Chr_1	1186084	1186279	Unknown:R209
Chr_1	1186291	1186630	Unknown:R48
Chr_1	1186630	1187132	Unknown:R44
Chr_1	1187132	1187169	Unknown:R111
Chr_1	1187169	1187764	Unknown:R73
Chr_1	1187324	1188602	Unknown:R45
Chr_1	1188335	1189193	Unknown:R23
Chr_1	1189433	1189454	Simple_repeat
Chr_1	1190391	1190655	Unknown:R42
Chr_1	1191010	1191108	Unknown:R83
Chr_1	1191108	1191684	Unknown:R44
Chr_1	1191673	1192081	Unknown:R111
Chr_1	1192076	1192188	Unknown:R73
Chr_1	1192189	1193192	Unknown:R45
Chr_1	1193154	1193211	Unknown:R23
Chr_1	1193212	1193537	Unknown:R23
Chr_1	1193540	1193670	Unknown:R23
Chr_1	1194654	1194781	Unknown:R45
Chr_1	1194781	1195061	Unknown:R73
Chr_1	1195059	1195196	Unknown:R73
Chr_1	1195174	1195548	Unknown:R23
Chr_1	1195571	1196004	Unknown:R111
Chr_1	1195802	1196257	Unknown:R44
Chr_1	1196284	1197424	Unknown:R18
Chr_1	1197425	1197631	Unknown:R14
Chr_1	1197622	1198343	Unknown:R152
Chr_1	1198366	1198544	Unknown:R81
Chr_1	1199314	1200058	Unknown:R29
Chr_1	1200057	1200359	Unknown:R22
Chr_1	1200359	1200746	Unknown:R1
Chr_1	1200740	1200796	Unknown:R22
Chr_1	1200841	1201338	Unknown:R22
Chr_1	1202055	1202362	Unknown:R11
Chr_1	1204945	1205063	Simple_repeat
Chr_1	1206370	1206398	Low_complexity
Chr_1	1206772	1206827	Simple_repeat
Chr_1	1212283	1212826	Unknown:R13
Chr_1	1212813	1217558	Unknown:R13
Chr_1	1217476	1217835	Unknown:R13
Chr_1	1218098	1218602	Unknown:R89
Chr_1	1218650	1218969	Unknown:R29
Chr_1	1218973	1219122	Unknown:R152
Chr_1	1219038	1219268	Unknown:R208
Chr_1	1219258	1219748	Unknown:R2
Chr_1	1219746	1219986	Unknown:R136
Chr_1	1219863	1220054	Unknown:R59
Chr_1	1220054	1220403	Unknown:R48
Chr_1	1220404	1220509	Unknown:R8
Chr_1	1220505	1220565	Unknown:R24
Chr_1	1234289	1234489	Unknown:R162
Chr_1	1256633	1256680	Simple_repeat
Chr_1	1306903	1306927	Simple_repeat
Chr_1	1307039	1307196	Simple_repeat
Chr_1	1324709	1324837	Simple_repeat
Chr_1	1332547	1332585	Simple_repeat
Chr_1	1332608	1332648	Simple_repeat
Chr_1	1351803	1351842	Simple_repeat
Chr_1	1417557	1417639	Simple_repeat
Chr_1	1459822	1459886	Simple_repeat
Chr_1	1516477	1516582	Unknown:R106
Chr_1	1516959	1517152	Unknown:R154
Chr_1	1517368	1517429	Unknown:R290
Chr_1	1517547	1517754	Unknown:R245
Chr_1	1521709	1521776	Simple_repeat
Chr_1	1555488	1555554	Simple_repeat
Chr_1	1558987	1559226	Unknown:R275
Chr_1	1559234	1559373	Unknown:R268
Chr_1	1559380	1559508	Unknown:R471
Chr_1	1560765	1560790	Simple_repeat
Chr_1	1562705	1562733	Simple_repeat
Chr_1	1588636	1588656	Simple_repeat
Chr_1	1609587	1609607	Simple_repeat
Chr_1	1615704	1616045	Unknown:R74
Chr_1	1681036	1681056	Simple_repeat
Chr_1	1725698	1725720	Simple_repeat
Chr_1	1752447	1752524	Simple_repeat
Chr_1	1753422	1753514	Simple_repeat
Chr_1	1756009	1756410	Unknown:R440
Chr_1	1841492	1841569	Unknown:R3
Chr_1	1873242	1873422	Simple_repeat
Chr_1	1873315	1873493	Simple_repeat
Chr_1	1874098	1874130	Simple_repeat
Chr_1	1887773	1887805	Simple_repeat
Chr_1	1894052	1894116	Simple_repeat
Chr_1	1894166	1894238	Simple_repeat
Chr_1	1931586	1931610	Simple_repeat
Chr_1	1948194	1948235	Unknown:R412
Chr_1	1974795	1974835	Simple_repeat
Chr_1	1999893	1999930	Unknown:R412
Chr_1	2016252	2016278	Simple_repeat
Chr_1	2079699	2079719	Low_complexity
Chr_1	2080304	2080381	Simple_repeat
Chr_1	2103667	2103738	Simple_repeat
Chr_1	2104824	2105002	Simple_repeat
Chr_1	2114305	2114360	Simple_repeat
Chr_1	2115643	2115671	Simple_repeat
Chr_1	2174582	2174814	Unknown:R163
Chr_1	2174907	2175149	Unknown:R280
Chr_1	2177325	2177393	Simple_repeat
Chr_1	2207539	2207623	Simple_repeat
Chr_1	2211423	2211499	Simple_repeat
Chr_1	2326337	2326419	Unknown:R433
Chr_1	2384117	2384235	Unknown:R187
Chr_1	2387875	2387944	Simple_repeat
Chr_1	2420723	2420802	Simple_repeat
Chr_1	2454360	2454439	Simple_repeat
Chr_1	2544193	2544335	Simple_repeat
Chr_1	2544229	2544335	Simple_repeat
Chr_1	2544263	2544391	Simple_repeat
Chr_1	2544436	2544594	Simple_repeat
Chr_1	2544558	2544648	Simple_repeat
Chr_1	2545014	2545066	Simple_repeat
Chr_1	2558673	2558743	Simple_repeat
Chr_1	2569063	2569123	Simple_repeat
Chr_1	2575278	2575305	Simple_repeat
Chr_1	2585160	2585269	Simple_repeat
Chr_1	2586960	2587047	Simple_repeat
Chr_1	2605297	2605355	Simple_repeat
Chr_1	2746693	2746781	Unknown:R68
Chr_1	2764186	2764239	Simple_repeat
Chr_1	2764862	2764916	Simple_repeat
Chr_1	2787345	2787402	Simple_repeat
Chr_1	2821522	2821555	Simple_repeat
Chr_1	2845097	2845130	Simple_repeat
Chr_1	2876914	2876995	Simple_repeat
Chr_1	2913677	2914479	Unknown:R71
Chr_1	2928468	2928522	Simple_repeat
Chr_1	2948339	2948392	Simple_repeat
Chr_1	2996110	2996171	Simple_repeat
Chr_1	2996743	2996800	Simple_repeat
Chr_1	3026121	3026168	Simple_repeat
Chr_1	3057506	3057548	Simple_repeat
Chr_1	3064152	3064201	Simple_repeat
Chr_1	3072742	3072765	Simple_repeat
Chr_1	3081016	3081036	Low_complexity
Chr_1	3117064	3117179	Simple_repeat
Chr_1	3121831	3121851	Simple_repeat
Chr_1	3134853	3134879	Simple_repeat
Chr_1	3178925	3178965	Simple_repeat
Chr_1	3180563	3180609	Simple_repeat
Chr_1	3189742	3189787	Simple_repeat
Chr_1	3275260	3275302	Simple_repeat
Chr_1	3295052	3295118	Simple_repeat
Chr_1	3300312	3300495	Unknown:R25
Chr_1	3300331	3300657	Unknown:R143
Chr_1	3323220	3323395	Simple_repeat
Chr_1	3333670	3333732	Simple_repeat
Chr_1	3337659	3337685	Simple_repeat
Chr_1	3345268	3345292	Simple_repeat
Chr_1	3347936	3348429	Unknown:R0
Chr_1	3350605	3350817	Unknown:R13
Chr_1	3350620	3350783	Unknown:R73
Chr_1	3371838	3371864	Simple_repeat
Chr_1	3376627	3376687	Simple_repeat
Chr_1	3378582	3378636	Simple_repeat
Chr_1	3389607	3389644	Simple_repeat
Chr_1	3389704	3389737	Simple_repeat
Chr_1	3408874	3408953	Simple_repeat
Chr_1	3461487	3461550	Simple_repeat
Chr_1	3471501	3471523	Simple_repeat
Chr_1	3484566	3484587	Low_complexity
Chr_1	3486557	3486612	Simple_repeat
Chr_1	3489801	3489823	Simple_repeat
Chr_1	3490893	3490927	Simple_repeat
Chr_1	3492475	3492551	Simple_repeat
Chr_1	3520779	3520809	Unknown:R289
Chr_1	3527572	3527660	Unknown:R56
Chr_1	3535432	3535480	Simple_repeat
Chr_1	3536213	3536388	Unknown:R71
Chr_1	3536807	3536989	Unknown:R71
Chr_1	3583181	3583216	Simple_repeat
Chr_1	3583829	3583901	Unknown:R56
Chr_1	3595030	3595049	Simple_repeat
Chr_1	3619139	3619202	Simple_repeat
Chr_1	3619474	3619542	Simple_repeat
Chr_1	3651174	3651489	Unknown:R92
Chr_1	3657706	3657851	Simple_repeat
Chr_1	3658675	3658727	Unknown:R0
Chr_1	3658915	3658971	Simple_repeat
Chr_1	3669258	3669398	Unknown:R217
Chr_1	3669591	3669879	Unknown:R147
Chr_1	3670141	3670343	Unknown:R174
Chr_1	3681533	3682302	Unknown:R54
Chr_1	3687603	3688113	Unknown:R5
Chr_1	3697855	3697991	Simple_repeat
Chr_1	3703277	3703479	Unknown:R174
Chr_1	3703741	3704029	Unknown:R147
Chr_1	3704222	3704360	Unknown:R217
Chr_1	3711397	3711460	Simple_repeat
Chr_1	3717930	3718015	Unknown:R32
Chr_1	3718288	3718382	Unknown:R433
Chr_1	3722261	3722346	Unknown:R32
Chr_1	3745865	3745912	Unknown:R145
Chr_1	3758541	3759282	Unknown:R30
Chr_1	3783074	3783101	Simple_repeat
Chr_1	3794051	3794076	Simple_repeat
Chr_1	3816803	3816854	Simple_repeat
Chr_1	3824881	3824956	Simple_repeat
Chr_1	3825128	3825222	Simple_repeat
Chr_1	3825254	3825284	Simple_repeat
Chr_1	3826596	3826619	Simple_repeat
Chr_1	3827620	3827641	Simple_repeat
Chr_1	3832533	3832584	Simple_repeat
Chr_1	3833446	3833477	Simple_repeat
Chr_1	3838459	3838594	Unknown:R116
Chr_1	3841270	3841664	Unknown:R1
Chr_1	3844287	3844359	Simple_repeat
Chr_1	3848896	3848971	Simple_repeat
Chr_1	3851479	3851708	Unknown:R116
Chr_1	3858598	3858767	Unknown:R116
Chr_1	3863977	3864074	Unknown:R409
Chr_1	3864631	3865046	Unknown:R31
Chr_1	3874701	3874802	Simple_repeat
Chr_1	3874729	3874804	Simple_repeat
Chr_1	3875447	3875947	Unknown:R34
Chr_1	3888444	3888532	Simple_repeat
Chr_1	3892580	3893172	Unknown:R18
Chr_1	3900328	3900622	Unknown:R116
Chr_1	3902459	3902729	Unknown:R116
Chr_1	3910449	3910470	Low_complexity
Chr_1	3910451	3910472	Low_complexity
Chr_1	3910746	3910775	Simple_repeat
Chr_1	3914877	3914901	Simple_repeat
Chr_1	3929394	3929494	Unknown:R322
Chr_1	3929460	3929562	Unknown:R395
Chr_1	3929747	3929927	Unknown:R189
Chr_1	3929920	3930208	Unknown:R181
Chr_1	3935065	3935159	Simple_repeat
Chr_1	3937136	3937194	Simple_repeat
Chr_1	3941691	3942106	Unknown:R31
Chr_1	3945420	3945737	Unknown:R116
Chr_1	3954716	3954771	Simple_repeat
Chr_1	3955421	3955705	Unknown:R116
Chr_1	3957665	3957954	Unknown:R116
Chr_1	3965488	3965508	Simple_repeat
Chr_1	3967223	3967251	Simple_repeat
Chr_1	3967440	3967604	Simple_repeat
Chr_1	3967607	3967660	Simple_repeat
Chr_1	3973113	3973407	Unknown:R116
Chr_1	3974996	3975303	Unknown:R116
Chr_1	3977278	3977546	Unknown:R116
Chr_1	3980237	3980268	Simple_repeat
Chr_1	3984122	3984431	Unknown:R116
Chr_1	3987387	3987421	Simple_repeat
Chr_1	3992404	3992424	Simple_repeat
Chr_1	3995300	3995412	Unknown:R116
Chr_1	4000971	4001084	Unknown:R408
Chr_1	4001387	4001415	Simple_repeat
Chr_1	4006384	4006496	Unknown:R116
Chr_1	4014940	4014965	Simple_repeat
Chr_1	4031925	4032034	Unknown:R399
Chr_1	4032189	4032613	Unknown:R273
Chr_1	4032444	4033096	Unknown:R116
Chr_1	4032754	4032909	Unknown:R319
Chr_1	4033861	4033950	Unknown:R480
Chr_1	4033992	4034118	Unknown:R323
Chr_1	4034129	4034633	Unknown:R292
Chr_1	4035021	4035130	Unknown:R399
Chr_1	4035284	4035711	Unknown:R273
Chr_1	4035712	4036019	Unknown:R24
Chr_1	4036046	4036489	Unknown:R116
Chr_1	4036168	4036323	Unknown:R319
Chr_1	4037347	4037456	Unknown:R399
Chr_1	4037607	4037906	Unknown:R273
Chr_1	4039504	4039557	Simple_repeat
Chr_1	4040382	4040491	Unknown:R399
Chr_1	4040645	4041069	Unknown:R273
Chr_1	4040902	4041566	Unknown:R116
Chr_1	4041210	4041365	Unknown:R319
Chr_1	4050973	4051041	Simple_repeat
Chr_1	4051056	4051166	Simple_repeat
Chr_1	4051175	4051223	Simple_repeat
Chr_1	4058365	4058394	Simple_repeat
Chr_1	4062364	4062391	Simple_repeat
Chr_1	4065752	4065796	Simple_repeat
Chr_1	4066706	4066874	Simple_repeat
Chr_1	4066907	4067035	Simple_repeat
Chr_1	4072596	4073668	Unknown:R13
Chr_1	4074329	4074353	Simple_repeat
Chr_1	4075897	4076563	Unknown:R116
Chr_1	4076099	4076254	Unknown:R319
Chr_1	4076395	4076817	Unknown:R273
Chr_1	4076974	4077083	Unknown:R399
Chr_1	4080516	4080726	Unknown:R284
Chr_1	4081138	4081220	Simple_repeat
Chr_1	4084523	4084636	Simple_repeat
Chr_1	4089227	4089389	Simple_repeat
Chr_1	4107465	4107521	Simple_repeat
Chr_1	4118020	4118073	Unknown:R79
Chr_1	4129536	4129601	Simple_repeat
Chr_1	4130551	4131051	Unknown:R34
Chr_1	4131624	4135574	Unknown:R7
Chr_1	4133794	4138510	Unknown:R20
Chr_1	4137054	4139150	Unknown:R89
Chr_1	4139296	4139358	Unknown:R339
Chr_1	4139335	4139387	Unknown:R339
Chr_1	4139387	4139433	Unknown:R26
Chr_1	4141915	4142039	Unknown:R132
Chr_1	4142052	4142194	Unknown:R114
Chr_1	4142140	4142582	Unknown:R140
Chr_1	4142636	4142662	Simple_repeat
Chr_1	4142995	4143021	Low_complexity
Chr_1	4143680	4143858	Simple_repeat
Chr_1	4145774	4145793	Simple_repeat
Chr_10	35	73	Simple_repeat
Chr_10	9072	9246	Simple_repeat
Chr_10	9180	9324	Simple_repeat
Chr_10	13692	13803	Simple_repeat
Chr_10	14084	14261	Unknown:R422
Chr_10	15694	15758	Unknown:R374
Chr_10	15704	15765	Unknown:R374
Chr_10	15707	15813	Unknown:R374
Chr_10	15826	15917	Unknown:R374
Chr_10	15852	15925	Unknown:R374
Chr_10	15880	15972	Unknown:R374
Chr_10	15941	15991	Unknown:R150
Chr_10	15963	16033	Unknown:R340
Chr_10	16025	16085	Unknown:R150
Chr_10	16048	16129	Unknown:R340
Chr_10	16144	16289	Unknown:R9
Chr_10	16288	16320	Unknown:R374
Chr_10	16324	16404	Unknown:R340
Chr_10	16396	16456	Unknown:R150
Chr_10	16419	16500	Unknown:R340
Chr_10	16515	16660	Unknown:R9
Chr_10	16656	16786	Unknown:R97
Chr_10	16701	16898	Unknown:R97
Chr_10	16832	17003	Unknown:R97
Chr_10	16883	17023	Unknown:R97
Chr_10	16989	17111	Unknown:R97
Chr_10	17092	17366	Unknown:R97
Chr_10	17678	17794	Unknown:R335
Chr_10	24423	24497	Simple_repeat
Chr_10	24681	24826	Simple_repeat
Chr_10	24688	24791	Simple_repeat
Chr_10	25904	25983	Simple_repeat
Chr_10	26133	26167	Simple_repeat
Chr_10	26891	26994	Simple_repeat
Chr_10	32896	33350	Unknown:R79
Chr_10	43902	43975	Unknown:R409
Chr_10	46505	46598	Simple_repeat
Chr_10	50858	51300	Unknown:R287
Chr_10	51286	51477	Unknown:R62
Chr_10	52345	54013	Unknown:R4
Chr_10	53586	57373	Unknown:R50
Chr_10	55340	58982	Unknown:R122
Chr_10	58394	62910	Unknown:R184
Chr_10	61681	64447	Unknown:R195
Chr_10	64409	64669	Unknown:R277
Chr_10	64671	65240	Unknown:R354
Chr_10	65242	66131	Unknown:R205
Chr_10	66118	68604	Unknown:R151
Chr_10	67838	69962	Unknown:R353
Chr_10	68729	70394	Unknown:R4
Chr_10	73111	73208	Unknown:R66
Chr_10	73249	73397	Unknown:R294
Chr_10	73461	73701	Unknown:R123
Chr_10	73712	73885	Unknown:R66
Chr_10	74792	74837	Simple_repeat
Chr_10	83271	83412	Unknown:R433
Chr_10	89144	89236	Unknown:R302
Chr_10	89636	89702	Unknown:R418
Chr_10	90237	90386	Unknown:R307
Chr_10	98454	98475	Low_complexity
Chr_10	100208	100260	Simple_repeat
Chr_10	104104	104342	Unknown:R222
Chr_10	114421	114450	Simple_repeat
Chr_10	121883	121981	Unknown:R166
Chr_10	122300	122341	Simple_repeat
Chr_10	123644	123698	Simple_repeat
Chr_10	124836	124908	Unknown:R220
Chr_10	125441	125528	Unknown:R175
Chr_10	125706	125758	Unknown:R87
Chr_10	126634	126770	Unknown:R157
Chr_10	129370	129481	Unknown:R102
Chr_10	144647	144671	Simple_repeat
Chr_10	147098	147123	Simple_repeat
