#gene	chrom	chrom_start	chrom_stop
CC1G_00273	Chr_5	1474073	1475438
CC1G_00274	Chr_5	1476552	1477888
CC1G_00275	Chr_5	1479615	1480332
CC1G_00287	Chr_5	1512028	1515745
CC1G_00288	Chr_5	1515907	1518803
CC1G_00292	Chr_5	1535723	1538926
CC1G_00293	Chr_5	1540570	1542231
CC1G_00318	Chr_5	1604524	1605324
CC1G_00320	Chr_5	1606997	1607643
CC1G_00322	Chr_5	1609819	1611133
CC1G_00331	Chr_5	1627343	1638269
CC1G_00336	Chr_5	1649588	1650996
CC1G_00338	Chr_5	1653691	1655364
CC1G_00341	Chr_5	1665251	1666814
CC1G_00353	Chr_5	1697917	1698511
CC1G_00356	Chr_5	1704083	1705696
CC1G_00373	Chr_5	1739414	1743389
CC1G_00380	Chr_5	1754368	1754865
CC1G_00398	Chr_5	1799385	1800583
CC1G_00406	Chr_5	1814472	1816338
CC1G_00407	Chr_5	1820398	1821141
CC1G_00413	Chr_5	1836403	1837402
CC1G_00414	Chr_5	1838158	1838736
CC1G_00441	Chr_5	1908135	1909289
CC1G_00445	Chr_5	1919258	1920815
CC1G_00451	Chr_5	1942214	1942858
CC1G_00454	Chr_5	1948782	1949273
CC1G_00457	Chr_5	1954785	1955224
CC1G_00467	Chr_5	1976167	1976732
CC1G_00468	Chr_5	1976864	1978092
CC1G_00471	Chr_5	1983605	1986049
CC1G_00476	Chr_1	3011736	3012337
CC1G_00478	Chr_1	3013338	3013993
CC1G_00479	Chr_1	3014386	3018505
CC1G_00481	Chr_1	3021267	3027434
CC1G_00488	Chr_1	3050213	3051475
CC1G_00489	Chr_1	3052006	3055047
CC1G_00492	Chr_1	3066467	3068135
CC1G_00498	Chr_1	3079371	3080904
CC1G_00502	Chr_1	3089226	3090701
CC1G_00503	Chr_1	3091173	3092245
CC1G_00504	Chr_1	3093654	3096109
CC1G_00505	Chr_1	3096798	3098825
CC1G_00512	Chr_1	3116436	3117341
CC1G_00517	Chr_1	3126646	3128381
CC1G_00524	Chr_1	3141725	3142634
CC1G_00539	Chr_1	3184206	3184412
CC1G_00550	Chr_1	3211351	3213070
CC1G_00552	Chr_1	3215220	3217155
CC1G_00561	Chr_1	3243767	3244371
CC1G_00565	Chr_1	3257914	3264796
CC1G_00568	Chr_1	3269118	3270929
CC1G_00574	Chr_1	3279825	3280082
CC1G_00578	Chr_1	3286302	3286867
CC1G_00585	Chr_1	3305668	3307409
CC1G_00586	Chr_1	3307995	3310854
CC1G_00598	Chr_1	3342510	3343986
CC1G_00599	Chr_1	3344364	3345104
CC1G_00603	Chr_1	3357060	3357727
CC1G_00608	Chr_1	3365632	3366227
CC1G_00615	Chr_1	3386027	3386221
CC1G_00617	Chr_1	3389225	3391625
CC1G_00626	Chr_1	3414713	3415355
CC1G_00630	Chr_1	3426144	3428116
CC1G_00636	Chr_1	3445276	3447546
CC1G_00638	Chr_1	3449251	3449707
CC1G_00653	Chr_1	3482393	3483988
CC1G_00654	Chr_1	3485284	3489612
CC1G_00669	Chr_1	3532678	3535985
CC1G_00673	Chr_1	3546159	3547074
CC1G_00675	Chr_1	3553706	3553920
CC1G_00676	Chr_1	3554130	3554406
CC1G_00677	Chr_1	3554634	3556840
CC1G_00686	Chr_1	3584850	3586653
CC1G_00692	Chr_1	3595637	3596995
CC1G_00696	Chr_1	3601183	3602916
CC1G_00698	Chr_1	3616185	3619888
CC1G_00699	Chr_1	3628118	3630958
CC1G_00706	Chr_1	3650654	3652668
CC1G_00711	Chr_1	3672774	3674613
CC1G_00712	Chr_1	3675754	3679428
CC1G_00714	Chr_1	3685358	3687114
CC1G_00721	Chr_1	3705983	3706352
CC1G_00736	Chr_1	3761803	3762300
CC1G_00737	Chr_1	3765363	3766822
CC1G_00738	Chr_1	3768436	3769376
CC1G_00741	Chr_1	3775238	3776130
CC1G_00744	Chr_7	910443	911391
CC1G_00745	Chr_7	913618	915306
CC1G_00762	Chr_7	952636	953373
CC1G_00766	Chr_7	966989	969803
CC1G_00775	Chr_7	996592	1000566
CC1G_00780	Chr_7	1013054	1014638
CC1G_00790	Chr_7	1036096	1038522
CC1G_00791	Chr_7	1038882	1044584
CC1G_00799	Chr_7	1069961	1071454
CC1G_00807	Chr_7	1099071	1101236
CC1G_00810	Chr_7	1110520	1111306
CC1G_00819	Chr_7	1140185	1141140
CC1G_00820	Chr_7	1143172	1146142
CC1G_00821	Chr_7	1147099	1148199
CC1G_00842	Chr_7	1205685	1207909
CC1G_00843	Chr_7	1210234	1210597
CC1G_00847	Chr_7	1223094	1225037
CC1G_00854	Chr_7	1252050	1253658
CC1G_00858	Chr_7	1263315	1265810
CC1G_00860	Chr_7	1272366	1273292
CC1G_00883	Chr_7	1329893	1330185
CC1G_00894	Chr_7	1356948	1365434
CC1G_00896	Chr_7	1372842	1373385
CC1G_00899	Chr_7	1384161	1385995
CC1G_00907	Chr_7	1401829	1402352
CC1G_00912	Chr_7	1418560	1420605
CC1G_00930	Chr_7	1473150	1473506
CC1G_00931	Chr_7	1474097	1476740
CC1G_00932	Chr_7	1477984	1478298
CC1G_00939	Chr_7	1492608	1494367
CC1G_00940	Chr_7	1494556	1496543
CC1G_00945	Chr_7	1505861	1507613
CC1G_00955	Chr_7	1540437	1541523
CC1G_00973	Chr_7	1587338	1588732
CC1G_00980	Chr_7	1602245	1604047
CC1G_00981	Chr_7	1604559	1605617
CC1G_00982	Chr_7	1606310	1607697
CC1G_00990	Chr_7	1620560	1624020
CC1G_00991	Chr_7	1624306	1625089
CC1G_00996	Chr_7	1628782	1631663
CC1G_00998	Chr_7	1634474	1635341
CC1G_01003	Chr_7	1641689	1644827
CC1G_01004	Chr_7	1645918	1648088
CC1G_01008	Chr_2	709456	710195
CC1G_01009	Chr_2	714588	715438
CC1G_01010	Chr_2	719317	721153
CC1G_01024	Chr_2	753041	754350
CC1G_01034	Chr_2	779693	782085
CC1G_01035	Chr_2	782918	783136
CC1G_01041	Chr_2	790465	792705
CC1G_01043	Chr_2	796756	797301
CC1G_01057	Chr_2	849525	850350
CC1G_01058	Chr_2	850985	851686
CC1G_01059	Chr_2	852159	854145
CC1G_01061	Chr_2	857410	858566
CC1G_01062	Chr_2	859676	862585
CC1G_01066	Chr_2	867229	867713
CC1G_01067	Chr_2	868171	871818
CC1G_01068	Chr_2	873539	874705
CC1G_01072	Chr_2	884149	884619
CC1G_01075	Chr_2	889863	892049
CC1G_01076	Chr_2	892589	895864
CC1G_01078	Chr_2	899022	901707
CC1G_01083	Chr_2	908579	910193
CC1G_01084	Chr_2	910525	912275
CC1G_01085	Chr_2	913139	914708
CC1G_01086	Chr_2	914971	916254
CC1G_01091	Chr_2	925692	928068
CC1G_01093	Chr_2	932376	932804
CC1G_01101	Chr_2	953273	953972
CC1G_01104	Chr_2	958826	959650
CC1G_01110	Chr_2	969042	970845
CC1G_01119	Chr_2	1001502	1002242
CC1G_01123	Chr_2	1008196	1009649
CC1G_01125	Chr_2	1011980	1013201
CC1G_01128	Chr_2	1017385	1017744
CC1G_01131	Chr_2	1022153	1022519
CC1G_01135	Chr_2	1028471	1031229
CC1G_01155	Chr_2	1075448	1076410
CC1G_01157	Chr_2	1079657	1082188
CC1G_01158	Chr_2	1085026	1086331
CC1G_01167	Chr_2	1108899	1109864
CC1G_01184	Chr_2	1146789	1147993
CC1G_01186	Chr_2	1153033	1154218
CC1G_01194	Chr_2	1171358	1172740
CC1G_01197	Chr_2	1177463	1178205
CC1G_01201	Chr_2	1183937	1186068
CC1G_01211	Chr_2	1210221	1211088
CC1G_01219	Chr_2	1221894	1222735
CC1G_01224	Chr_2	1231751	1234252
CC1G_01230	Chr_2	1248375	1248893
CC1G_01247	Chr_2	1305058	1305532
CC1G_01256	Chr_5	2002948	2003812
CC1G_01258	Chr_5	2005403	2007195
CC1G_01260	Chr_5	2008426	2010725
CC1G_01261	Chr_5	2013160	2016141
CC1G_01263	Chr_5	2023430	2024849
CC1G_01271	Chr_5	2040979	2041694
CC1G_01272	Chr_5	2042030	2043562
CC1G_01288	Chr_5	2075837	2077655
CC1G_01289	Chr_5	2077864	2079550
CC1G_01292	Chr_5	2085366	2086792
CC1G_01296	Chr_5	2091295	2091922
CC1G_01297	Chr_5	2093670	2095668
CC1G_01300	Chr_5	2100541	2102162
CC1G_01301	Chr_5	2103737	2105906
CC1G_01311	Chr_5	2126544	2130988
CC1G_01314	Chr_5	2135553	2136997
CC1G_01326	Chr_5	2179355	2180263
CC1G_01328	Chr_5	2183819	2184394
CC1G_01331	Chr_5	2195129	2196611
CC1G_01337	Chr_5	2210434	2211414
CC1G_01341	Chr_5	2215947	2216633
CC1G_01345	Chr_5	2222313	2223977
CC1G_01366	Chr_5	2279248	2283196
CC1G_01374	Chr_5	2295618	2299071
CC1G_01392	Chr_5	2334481	2336958
CC1G_01393	Chr_5	2338368	2339363
CC1G_01394	Chr_5	2340418	2343384
CC1G_01396	Chr_5	2344760	2346513
CC1G_01397	Chr_5	2347367	2349009
CC1G_01398	Chr_5	2349063	2349489
CC1G_01411	Chr_5	2386211	2388742
CC1G_01425	Chr_5	2426646	2429686
CC1G_01446	Chr_5	2476299	2477272
CC1G_01454	Chr_5	2490057	2491055
CC1G_01463	Chr_5	2523667	2524564
CC1G_01468	Chr_5	2534877	2535931
CC1G_01470	Chr_5	2540071	2541212
CC1G_01474	Chr_5	2547668	2548695
CC1G_01476	Chr_5	2554757	2556594
CC1G_01478	Chr_10	71689	72086
CC1G_01485	Chr_10	89769	92811
CC1G_01486	Chr_10	93607	94389
CC1G_01487	Chr_10	94953	95561
CC1G_01490	Chr_10	98143	98914
CC1G_01492	Chr_10	99935	101137
CC1G_01493	Chr_10	101691	102497
CC1G_01495	Chr_10	105445	106419
CC1G_01496	Chr_10	107340	108251
CC1G_01497	Chr_10	108759	109936
CC1G_01501	Chr_10	116143	117929
CC1G_01508	Chr_10	133936	136178
CC1G_01509	Chr_10	136403	137770
CC1G_01515	Chr_10	148907	149104
CC1G_01516	Chr_10	150229	151863
CC1G_01518	Chr_10	154356	157430
CC1G_01522	Chr_10	169866	170608
CC1G_01536	Chr_10	210957	212647
CC1G_01537	Chr_10	212950	213575
CC1G_01553	Chr_10	267763	268955
CC1G_01554	Chr_10	271210	272316
CC1G_01557	Chr_10	280928	282407
CC1G_01561	Chr_10	293194	294469
CC1G_01572	Chr_10	346277	348155
CC1G_01581	Chr_10	369214	370660
CC1G_01598	Chr_10	435639	436892
CC1G_01607	Chr_10	460706	461745
CC1G_01625	Chr_10	521857	524856
CC1G_01626	Chr_10	525853	527151
CC1G_01628	Chr_10	529579	530918
CC1G_01629	Chr_10	531084	531617
CC1G_01634	Chr_10	538473	540944
CC1G_01640	Chr_10	561025	562919
CC1G_01642	Chr_10	566066	567441
CC1G_01644	Chr_10	570824	571819
CC1G_01649	Chr_10	578954	579559
CC1G_01652	Chr_10	585322	586351
CC1G_01655	Chr_10	593903	594318
CC1G_01656	Chr_10	595193	598724
CC1G_01659	Chr_10	605596	606562
CC1G_01668	Chr_1	2248104	2249381
CC1G_01673	Chr_1	2262252	2263124
CC1G_01678	Chr_1	2271336	2272876
CC1G_01679	Chr_1	2273237	2274327
CC1G_01680	Chr_1	2274530	2276052
CC1G_01704	Chr_1	2340333	2341060
CC1G_01709	Chr_1	2357137	2357457
CC1G_01712	Chr_1	2361978	2362562
CC1G_01716	Chr_1	2368109	2371278
CC1G_01720	Chr_1	2379618	2380600
CC1G_01726	Chr_1	2395710	2396247
CC1G_01754	Chr_1	2467039	2467982
CC1G_01764	Chr_1	2501107	2502970
CC1G_01765	Chr_1	2503881	2509117
CC1G_01769	Chr_1	2519895	2522018
CC1G_01773	Chr_1	2529155	2529963
CC1G_01787	Chr_1	2559460	2561006
CC1G_01798	Chr_1	2581293	2582123
CC1G_01805	Chr_1	2595167	2596733
CC1G_01815	Chr_1	2619106	2621082
CC1G_01818	Chr_1	2624919	2626437
CC1G_01822	Chr_1	2634949	2636780
CC1G_01826	Chr_1	2645293	2646122
CC1G_01832	Chr_1	2660048	2660864
CC1G_01845	Chr_1	2692024	2694125
CC1G_01855	Chr_1	2711795	2712643
CC1G_01857	Chr_1	2715556	2716661
CC1G_01862	Chr_1	2728503	2730295
CC1G_01865	Chr_1	2735735	2736011
CC1G_01870	Chr_1	2748097	2749043
CC1G_01871	Chr_1	2749170	2749920
CC1G_01872	Chr_1	2750156	2751673
CC1G_01876	Chr_1	2758172	2759385
CC1G_01901	Chr_3	1527159	1528388
CC1G_01922	Chr_3	1585951	1587587
CC1G_01935	Chr_3	1615142	1618028
CC1G_01937	Chr_3	1620948	1622048
CC1G_01942	Chr_3	1636604	1638326
CC1G_01943	Chr_3	1638911	1640980
CC1G_01951	Chr_3	1659849	1661698
CC1G_01972	Chr_3	1714048	1715796
CC1G_01977	Chr_3	1728710	1731118
CC1G_01979	Chr_3	1735300	1735999
CC1G_01980	Chr_3	1736185	1739233
CC1G_01981	Chr_3	1740872	1741589
CC1G_01985	Chr_3	1754432	1757389
CC1G_01986	Chr_3	1758227	1758700
CC1G_01989	Chr_3	1761911	1763245
CC1G_01992	Chr_3	1771011	1772080
CC1G_01998	Chr_3	1784896	1785710
CC1G_02001	Chr_3	1793890	1795864
CC1G_02003	Chr_3	1799219	1800185
CC1G_02004	Chr_3	1801257	1803575
CC1G_02013	Chr_3	1829390	1830910
CC1G_02014	Chr_3	1831616	1833253
CC1G_02028	Chr_3	1869478	1870798
CC1G_02038	Chr_3	1895138	1897080
CC1G_02043	Chr_3	1905130	1907062
CC1G_02046	Chr_3	1915150	1915730
CC1G_02050	Chr_3	1922524	1925026
CC1G_02052	Chr_3	1927676	1928144
CC1G_02053	Chr_3	1928418	1928890
CC1G_02058	Chr_3	1939616	1943506
CC1G_02062	Chr_3	1956162	1957147
CC1G_02076	Chr_10	1600850	1601907
CC1G_02086	Chr_10	1619118	1619909
CC1G_02088	Chr_10	1624984	1626338
CC1G_02091	Chr_10	1631977	1632799
CC1G_02106	Chr_10	1666864	1667723
CC1G_02122	Chr_10	1704243	1705314
CC1G_02130	Chr_10	1721624	1721776
CC1G_02132	Chr_10	1724851	1725033
CC1G_02133	Chr_10	1726406	1726564
CC1G_02134	Chr_10	1727356	1727547
CC1G_02135	Chr_10	1728860	1729042
CC1G_02138	Chr_10	1739981	1740558
CC1G_02143	Chr_10	1753727	1755484
CC1G_02144	Chr_10	1756371	1757710
CC1G_02151	Chr_10	1778931	1780379
CC1G_02156	Chr_10	1791442	1792393
CC1G_02159	Chr_10	1805217	1805597
CC1G_02160	Chr_10	1806944	1807519
CC1G_02163	Chr_10	1812970	1813989
CC1G_02164	Chr_10	1814490	1816832
CC1G_02166	Chr_10	1825770	1826985
CC1G_02172	Chr_10	1839043	1839505
CC1G_02175	Chr_10	1844779	1845731
CC1G_02177	Chr_10	1849080	1849876
CC1G_02179	Chr_10	1853989	1854703
CC1G_02180	Chr_10	1855799	1856791
CC1G_02187	Chr_10	1872094	1872736
CC1G_02188	Chr_10	1875019	1875658
CC1G_02190	Chr_10	1878980	1880983
CC1G_02191	Chr_10	1881758	1882056
CC1G_02196	Chr_10	1898875	1900716
CC1G_02209	Chr_10	1937514	1938153
CC1G_02218	Chr_10	1956393	1957808
CC1G_02221	Chr_10	1960227	1965047
CC1G_02224	Chr_10	1969310	1970349
CC1G_02226	Chr_10	1972612	1974120
CC1G_02227	Chr_10	1974367	1976392
CC1G_02231	Chr_10	1982678	1983385
CC1G_02232	Chr_10	1983717	1988279
CC1G_02235	Chr_10	1993674	1994663
CC1G_02236	Chr_10	1995685	1996769
CC1G_02241	Chr_10	2015683	2019242
CC1G_02248	Chr_10	2034205	2036358
CC1G_02251	Chr_3	2918987	2919673
CC1G_02254	Chr_3	2932301	2933097
CC1G_02257	Chr_3	2942223	2943531
CC1G_02258	Chr_3	2943944	2944809
CC1G_02259	Chr_3	2945089	2947727
CC1G_02260	Chr_3	2948496	2950091
CC1G_02268	Chr_3	2967888	2970405
CC1G_02272	Chr_3	2978350	2979118
CC1G_02273	Chr_3	2980101	2981202
CC1G_02285	Chr_3	3016343	3020087
CC1G_02287	Chr_3	3026431	3029717
CC1G_02292	Chr_3	3039600	3040232
CC1G_02296	Chr_3	3046585	3047053
CC1G_02300	Chr_3	3057395	3057955
CC1G_02304	Chr_3	3065801	3069999
CC1G_02308	Chr_3	3079594	3080550
CC1G_02313	Chr_3	3092200	3093481
CC1G_02317	Chr_3	3101988	3104193
CC1G_02318	Chr_3	3105369	3108510
CC1G_02329	Chr_3	3135304	3137316
CC1G_02354	Chr_3	3199587	3203101
CC1G_02364	Chr_3	3237390	3238598
CC1G_02370	Chr_3	3262368	3263231
CC1G_02378	Chr_3	3291892	3294802
CC1G_02379	Chr_3	3295243	3298660
CC1G_02393	Chr_3	3331651	3332675
CC1G_02398	Chr_3	3347690	3348019
CC1G_02407	Chr_9	705325	707676
CC1G_02424	Chr_9	766081	766674
CC1G_02426	Chr_9	772723	774858
CC1G_02427	Chr_9	775025	776674
CC1G_02431	Chr_9	788511	789605
CC1G_02433	Chr_9	793722	796870
CC1G_02436	Chr_9	807098	807988
CC1G_02440	Chr_9	818184	818762
CC1G_02443	Chr_9	823006	824550
CC1G_02463	Chr_9	878860	882368
CC1G_02472	Chr_9	911111	912142
CC1G_02478	Chr_9	919313	919642
CC1G_02480	Chr_9	924335	925437
CC1G_02485	Chr_9	936778	937419
CC1G_02491	Chr_9	952373	955142
CC1G_02492	Chr_9	956458	957096
CC1G_02493	Chr_9	957571	959942
CC1G_02495	Chr_9	963622	965656
CC1G_02499	Chr_9	971108	972612
CC1G_02502	Chr_9	980376	980768
CC1G_02503	Chr_9	982070	985518
CC1G_02509	Chr_9	1003114	1003513
CC1G_02510	Chr_9	1004454	1005221
CC1G_02516	Chr_9	1025268	1027227
CC1G_02517	Chr_9	1028370	1029203
CC1G_02518	Chr_9	1030118	1032555
CC1G_02519	Chr_9	1033584	1035414
CC1G_02522	Chr_9	1038765	1040039
CC1G_02523	Chr_9	1042176	1042587
CC1G_02528	Chr_9	1059952	1060711
CC1G_02538	Chr_9	1091372	1092592
CC1G_02544	Chr_9	1108744	1110276
CC1G_02551	Chr_9	1124868	1126289
CC1G_02559	Chr_9	1151352	1153151
CC1G_02576	Chr_4	134126	134485
CC1G_02577	Chr_4	134812	135963
CC1G_02578	Chr_4	137105	137869
CC1G_02579	Chr_4	139774	142394
CC1G_02581	Chr_4	148306	148937
CC1G_02582	Chr_4	150586	151438
CC1G_02590	Chr_4	167950	169663
CC1G_02592	Chr_4	173818	174777
CC1G_02594	Chr_4	176033	177244
CC1G_02596	Chr_4	178628	180275
CC1G_02597	Chr_4	181763	182764
CC1G_02602	Chr_4	197236	198147
CC1G_02607	Chr_4	207502	209235
CC1G_02610	Chr_4	217717	218322
CC1G_02613	Chr_4	225832	227064
CC1G_02619	Chr_4	246398	246814
CC1G_02622	Chr_4	253498	254264
CC1G_02624	Chr_4	258928	262414
CC1G_02628	Chr_4	271761	273065
CC1G_02629	Chr_4	274407	275378
CC1G_02638	Chr_4	293421	294893
CC1G_02644	Chr_4	307163	311372
CC1G_02653	Chr_4	328550	329329
CC1G_02660	Chr_4	343126	344224
CC1G_02664	Chr_4	352811	353332
CC1G_02670	Chr_4	368606	370175
CC1G_02674	Chr_4	377855	379007
CC1G_02679	Chr_4	389325	390109
CC1G_02689	Chr_4	409189	411544
CC1G_02691	Chr_4	416791	418041
CC1G_02694	Chr_4	423483	425289
CC1G_02702	Chr_4	447909	449160
CC1G_02707	Chr_4	458489	459600
CC1G_02711	Chr_4	476697	477844
CC1G_02723	Chr_4	516857	518076
CC1G_02731	Chr_4	546344	548675
CC1G_02741	Chr_1	94895	95402
CC1G_02745	Chr_1	107490	108066
CC1G_02759	Chr_1	139081	140316
CC1G_02761	Chr_1	144798	145492
CC1G_02762	Chr_1	147212	147823
CC1G_02766	Chr_1	154443	156148
CC1G_02767	Chr_1	157439	158098
CC1G_02775	Chr_1	184781	185294
CC1G_02776	Chr_1	186428	187242
CC1G_02777	Chr_1	189468	190340
CC1G_02782	Chr_1	200677	202068
CC1G_02798	Chr_1	251904	252364
CC1G_02801	Chr_1	255147	257453
CC1G_02802	Chr_1	259162	260619
CC1G_02810	Chr_1	284315	285240
CC1G_02815	Chr_1	296678	297746
CC1G_02816	Chr_1	298016	299775
CC1G_02821	Chr_1	318938	319771
CC1G_02823	Chr_1	320977	321585
CC1G_02826	Chr_1	326929	328022
CC1G_02827	Chr_1	328182	329045
CC1G_02830	Chr_1	332408	333069
CC1G_02831	Chr_1	333403	334059
CC1G_02832	Chr_1	335295	337798
CC1G_02834	Chr_1	339739	340773
CC1G_02836	Chr_1	345235	346647
CC1G_02837	Chr_1	348859	349565
CC1G_02839	Chr_1	353539	354282
CC1G_02841	Chr_1	357766	359370
CC1G_02843	Chr_1	360639	362699
CC1G_02846	Chr_1	369367	371704
CC1G_02847	Chr_1	372673	373908
CC1G_02852	Chr_1	388916	390453
CC1G_02864	Chr_1	420443	421463
CC1G_02868	Chr_1	429194	429780
CC1G_02870	Chr_1	432470	434502
CC1G_02874	Chr_1	447847	448158
CC1G_02880	Chr_1	473066	475438
CC1G_02883	Chr_1	484380	488101
CC1G_02885	Chr_1	492241	492711
CC1G_02886	Chr_1	493166	494446
CC1G_02895	Chr_8	1187752	1188636
CC1G_02898	Chr_8	1203959	1205230
CC1G_02905	Chr_8	1227183	1227539
CC1G_02920	Chr_8	1264706	1267046
CC1G_02936	Chr_8	1317698	1319357
CC1G_02950	Chr_8	1353184	1353875
CC1G_02954	Chr_8	1363595	1364514
CC1G_02959	Chr_8	1371819	1372397
CC1G_02967	Chr_8	1406381	1412118
CC1G_02976	Chr_8	1446303	1447436
CC1G_02978	Chr_8	1450605	1454540
CC1G_02980	Chr_8	1457314	1458814
CC1G_02983	Chr_8	1465383	1468046
CC1G_02984	Chr_8	1469585	1470306
CC1G_02993	Chr_8	1487131	1488876
CC1G_02994	Chr_8	1489472	1489798
CC1G_02996	Chr_8	1492796	1494508
CC1G_02998	Chr_8	1497059	1499738
CC1G_02999	Chr_8	1503180	1504653
CC1G_03004	Chr_8	1514147	1520620
CC1G_03005	Chr_8	1521140	1521663
CC1G_03010	Chr_8	1535460	1540547
CC1G_03012	Chr_8	1544817	1546885
CC1G_03015	Chr_8	1554279	1556699
CC1G_03016	Chr_8	1557936	1561663
CC1G_03018	Chr_8	1563686	1564408
CC1G_03019	Chr_8	1564504	1565776
CC1G_03028	Chr_8	1590791	1592462
CC1G_03030	Chr_8	1597266	1598922
CC1G_03037	Chr_8	2101094	2103142
CC1G_03045	Chr_8	2121323	2123124
CC1G_03047	Chr_8	2126184	2127205
CC1G_03048	Chr_8	2127270	2129757
CC1G_03052	Chr_8	2135582	2136453
CC1G_03057	Chr_8	2147743	2152400
CC1G_03060	Chr_8	2159259	2161146
CC1G_03069	Chr_8	2177620	2178088
CC1G_03073	Chr_8	2194706	2195135
CC1G_03077	Chr_8	2203008	2204984
CC1G_03079	Chr_8	2207504	2207998
CC1G_03083	Chr_8	2212792	2215235
CC1G_03086	Chr_8	2222106	2223099
CC1G_03089	Chr_8	2231126	2231465
CC1G_03092	Chr_8	2239076	2240559
CC1G_03097	Chr_8	2251162	2251881
CC1G_03106	Chr_8	2278732	2279653
CC1G_03108	Chr_8	2285584	2286941
CC1G_03111	Chr_8	2297729	2299474
CC1G_03112	Chr_8	2299867	2302742
CC1G_03114	Chr_8	2304756	2307401
CC1G_03121	Chr_8	2334174	2337691
CC1G_03124	Chr_8	2343711	2344655
CC1G_03125	Chr_8	2345105	2346581
CC1G_03126	Chr_8	2347540	2348290
CC1G_03129	Chr_8	2359970	2361651
CC1G_03141	Chr_8	2386120	2386455
CC1G_03142	Chr_8	2386709	2387460
CC1G_03143	Chr_8	2387622	2388398
CC1G_03144	Chr_8	2389134	2390360
CC1G_03149	Chr_8	2400340	2401074
CC1G_03159	Chr_8	2424686	2425990
CC1G_03163	Chr_8	2434973	2435770
CC1G_03164	Chr_8	2436444	2437670
CC1G_03167	Chr_8	2446322	2447797
CC1G_03169	Chr_8	2450489	2451395
CC1G_03196	Chr_3	2542601	2544259
CC1G_03202	Chr_3	2557011	2557436
CC1G_03205	Chr_3	2561243	2562416
CC1G_03207	Chr_3	2566317	2568578
CC1G_03215	Chr_3	2582363	2585244
CC1G_03222	Chr_3	2599941	2601509
CC1G_03224	Chr_3	2604443	2605433
CC1G_03226	Chr_3	2608739	2610659
CC1G_03238	Chr_3	2642324	2643568
CC1G_03240	Chr_3	2645937	2646405
CC1G_03243	Chr_3	2653695	2654785
CC1G_03244	Chr_3	2654934	2655202
CC1G_03246	Chr_3	2659450	2660541
CC1G_03247	Chr_3	2661057	2661580
CC1G_03252	Chr_3	2669406	2671188
CC1G_03253	Chr_3	2674939	2676849
CC1G_03261	Chr_3	2695375	2697131
CC1G_03264	Chr_3	2701548	2704479
CC1G_03274	Chr_3	2723320	2724905
CC1G_03279	Chr_3	2734679	2735586
CC1G_03280	Chr_3	2736103	2737066
CC1G_03284	Chr_3	2746993	2748183
CC1G_03292	Chr_3	2773962	2774529
CC1G_03294	Chr_3	2778614	2778924
CC1G_03301	Chr_3	2798894	2800757
CC1G_03309	Chr_3	2830508	2832227
CC1G_03310	Chr_3	2832540	2834375
CC1G_03322	Chr_3	2865608	2866888
CC1G_03324	Chr_3	2870606	2871292
CC1G_03325	Chr_3	2872567	2873631
CC1G_03326	Chr_3	2874570	2878647
CC1G_03342	Chr_8	557269	558535
CC1G_03345	Chr_8	561086	563150
CC1G_03350	Chr_8	573057	574961
CC1G_03357	Chr_8	599365	600583
CC1G_03359	Chr_8	605847	607061
CC1G_03367	Chr_8	633459	635228
