#chrom	start	stop	name
Chr_7	1912093	1912274	gy_229
Chr_7	1912093	1912302	gy_230
Chr_7	1916167	1916686	gy_231
Chr_7	1917041	1917100	gy_232
Chr_7	1917692	1917862	gy_233
Chr_7	1917693	1918225	gy_234
Chr_7	1918102	1918291	gy_235
Chr_7	1918491	1919965	gy_236
Chr_7	1918635	1919923	gy_237
Chr_7	1923724	1923776	gy_238
Chr_7	2128250	2128779	gy_239
Chr_7	2397160	2404105	gy_240
Chr_7	2773107	2779547	gy_241
Chr_7	2792694	2799641	gy_242
Chr_7	2844584	2848024	hAT_8
Chr_7	2851774	2853008	gy_243
Chr_7	2851885	2853146	gy_244
Chr_8	90288	91694	cp_53
Chr_8	692586	695741	Enh_5
Chr_8	961941	961987	cp_54
Chr_8	1986895	1987252	gy_245
Chr_8	1987582	1987768	gy_246
Chr_8	1988497	1989687	gy_247
Chr_8	2057460	2063911	gy_248
Chr_8	2063944	2063975	gy_249
Chr_8	2066842	2067027	cp_55
Chr_8	2074076	2074271	cp_56
Chr_8	2074377	2074450	gy_250
Chr_8	2074466	2075307	gy_251
Chr_8	2079874	2082854	Enh_6
Chr_8	2092261	2092319	gy_252
Chr_8	2371566	2372005	gy_253
Chr_8	2372395	2379348	gy_254
Chr_8	2379585	2379680	gy_255
Chr_8	2379796	2385257	gy_256
Chr_9	73410	78668	cp_57
Chr_9	77669	79211	cp_58
Chr_9	79452	79565	cp_59
Chr_9	81538	82006	gy_257
Chr_9	82495	84369	gy_258
Chr_9	84364	84579	gy_259
Chr_9	86777	86965	gy_260
Chr_9	87313	89488	gy_261
Chr_9	96231	98914	gy_262
Chr_9	98607	99074	gy_263
Chr_9	99266	99312	gy_264
Chr_9	313514	316710	Enh_7
Chr_9	808252	810696	cp_60
Chr_9	914846	916016	gy_265
Chr_9	914984	916222	gy_266
Chr_9	1062205	1062262	gy_267
Chr_9	1062205	1062275	gy_268
Chr_9	1062219	1062262	gy_269
Chr_9	1062788	1063278	gy_270
Chr_9	1064238	1064579	gy_271
Chr_9	1524853	1525374	gy_272
Chr_9	1531253	1532308	Mar_3
Chr_9	1650635	1650683	cp_61
Chr_9	2150450	2150696	gy_273
Chr_9	2150494	2150647	gy_274
Chr_9	2151428	2152617	gy_275
Chr_9	2204713	2211103	gy_276
Chr_9	2240721	2241266	gy_277
Chr_9	2243992	2245155	gy_278
Chr_9	2245959	2246116	gy_279
Chr_9	2246568	2246630	gy_280
Chr_9	2248220	2251423	gy_281
Chr_9	2253766	2254072	gy_282
Chr_9	2254415	2256688	gy_283
Chr_9	2254457	2255744	gy_284
Chr_9	2257279	2257337	gy_285
Chr_9	2258949	2262183	gy_286
Chr_9	2271327	2274294	Enh_8
Chr_9	2283072	2283590	cp_62
Chr_9	2284384	2284615	gy_287
Chr_9	2285003	2285100	cp_63
Chr_9	2285021	2285100	cp_64
Chr_9	2305156	2305235	cp_65
Chr_9	2305156	2305253	cp_66
Chr_9	2305643	2305874	gy_288
Chr_9	2307295	2313267	cp_67
Chr_9	2312913	2318708	cp_68
Chr_9	2332160	2337961	cp_69
Chr_9	2466715	2473734	gy_289
Chr_9	2480866	2481171	gy_290
Chr_9	2481071	2481169	gy_291
Chr_9	2481558	2482509	gy_292
Chr_9	2483073	2485424	gy_293
Chr_9	2485407	2486305	gy_294
Chr_10	489314	496349	gy_295
Chr_10	726129	726172	cp_70
Chr_10	752328	752601	gy_296
Chr_10	753731	754261	gy_297
Chr_10	1152595	1152901	gy_298
Chr_10	1152628	1156291	gy_299
Chr_10	1193569	1197280	gy_300
Chr_10	1306945	1306978	cp_71
Chr_10	1307361	1308303	cp_72
Chr_10	1308691	1308735	cp_73
Chr_10	1309372	1309680	Mar_4
Chr_10	1310854	1311593	cp_74
Chr_10	1314210	1314394	cp_75
Chr_10	1314860	1315181	cp_76
Chr_10	1329457	1330199	gy_301
Chr_10	1337833	1344817	gy_302
Chr_10	1351203	1351261	gy_303
Chr_10	1351717	1351862	gy_304
Chr_10	1354543	1354803	gy_305
Chr_10	1354815	1355328	gy_306
Chr_10	1355315	1355482	gy_307
Chr_10	1565554	1569450	gy_308
Chr_10	1572131	1572292	gy_309
Chr_10	1573251	1578655	gy_310
Chr_10	1575729	1580133	gy_311
Chr_10	1579609	1586644	gy_312
Chr_10	1598011	1600868	gy_313
Chr_10	2039577	2040639	gy_314
Chr_10	2040523	2040951	gy_315
Chr_10	2043959	2045170	gy_316
Chr_10	2047694	2053095	gy_317
Chr_10	2053096	2056121	gy_318
Chr_10	2085314	2087767	gy_319
Chr_10	2086042	2088073	gy_320
Chr_10	2088599	2089190	gy_321
Chr_10	2089221	2090133	gy_322
Chr_10	2090134	2097070	gy_323
Chr_10	2096435	2097070	gy_324
Chr_10	2097084	2097381	gy_325
Chr_10	2097084	2097429	gy_326
Chr_11	170252	171441	gy_327
Chr_11	172171	172419	gy_328
Chr_11	172220	172375	gy_329
Chr_11	176195	176239	gy_330
Chr_11	200747	207105	gy_331
Chr_11	273365	273733	gy_332
Chr_11	273769	274267	gy_333
Chr_11	273887	274271	gy_334
Chr_11	275074	275232	gy_335
Chr_11	307427	313225	cp_77
Chr_11	319217	321878	cp_78
Chr_11	569355	573363	gy_336
Chr_11	592221	592335	gy_337
Chr_11	643632	643820	gy_338
Chr_11	644200	645655	gy_339
Chr_11	1130133	1130305	cp_79
Chr_11	1130351	1130426	gy_340
Chr_11	1130749	1130898	gy_341
Chr_11	1131557	1131893	gy_342
Chr_11	1139724	1140075	gy_343
Chr_11	1141481	1142952	gy_344
Chr_11	1144031	1144715	gy_345
Chr_11	1144826	1145393	gy_346
Chr_11	1148903	1150180	gy_347
Chr_11	1149183	1151319	gy_348
Chr_11	1152727	1153455	gy_349
Chr_11	1154883	1157743	hAT_9
Chr_11	1159134	1159348	gy_350
Chr_11	1161240	1161975	gy_351
Chr_11	1162584	1163660	cp_80
Chr_11	1164107	1164367	cp_81
Chr_11	1166111	1167386	cp_82
Chr_11	1183683	1183989	gy_352
Chr_11	1184378	1184682	gy_353
Chr_11	1184681	1185197	gy_354
Chr_11	1185189	1186318	gy_355
Chr_11	1185195	1186167	gy_356
Chr_11	1185195	1187115	gy_357
Chr_11	1187706	1187764	gy_358
Chr_11	1190136	1190182	cp_83
Chr_11	1318503	1319000	cp_84
Chr_11	1319319	1319475	cp_85
Chr_11	1323450	1328449	cp_86
Chr_11	1838045	1841512	Enh_9
Chr_12	9530	10053	gy_359
Chr_12	14103	21191	gy_360
Chr_12	232463	235475	Enh_10
Chr_12	321601	321857	gy_361
Chr_12	414721	421448	gy_362
Chr_12	421446	427642	gy_363
Chr_12	427153	427642	gy_364
Chr_12	493066	493607	Enh_11
Chr_12	567909	574074	gy_365
Chr_12	574446	574494	cp_87
Chr_12	627591	627951	cp_88
Chr_12	633214	634408	gy_366
Chr_12	635143	635350	gy_367
Chr_12	635192	635350	gy_368
Chr_12	647323	647823	gy_369
Chr_12	656030	661144	gy_370
Chr_12	660145	662993	gy_371
Chr_12	663929	671412	gy_372
Chr_12	852047	853209	gy_373
Chr_12	854013	854170	gy_374
Chr_12	854478	854835	gy_375
Chr_12	854621	854683	gy_376
Chr_12	883529	884691	gy_377
Chr_12	885495	885658	gy_378
Chr_12	886103	886317	gy_379
Chr_12	914627	921643	gy_380
Chr_12	921131	921702	gy_381
Chr_12	957719	963841	gy_382
Chr_12	964330	964418	gy_383
Chr_12	964685	970663	cp_89
Chr_12	971107	971575	cp_90
Chr_12	1077380	1084368	gy_384
Chr_12	1083864	1084954	gy_385
Chr_12	1090887	1096366	cp_91
Chr_12	1097980	1098038	gy_386
Chr_12	1098631	1100923	gy_387
Chr_12	1099591	1100881	gy_388
Chr_12	1101282	1101587	gy_389
Chr_12	1107137	1109367	gy_390
Chr_12	1115256	1115446	cp_92
Chr_12	1116874	1117488	cp_93
Chr_12	1117995	1118209	cp_94
Chr_12	1123427	1124794	CcNLR2
Chr_12	1121081	1121323	cp_95
Chr_12	1121865	1122064	cp_96
Chr_12	1123186	1123375	gy_391
Chr_12	1136545	1141575	gy_392
Chr_12	1144684	1144872	gy_393
Chr_12	1145173	1146333	gy_394
Chr_12	1145264	1146289	gy_395
Chr_12	1260024	1261478	CcNLR3
Chr_12	1261482	1267970	gy_396
Chr_12	1799643	1806684	gy_397
Chr_12	1919694	1919813	gy_398
Chr_12	1920152	1920398	gy_399
Chr_12	1920196	1920349	gy_400
Chr_12	1921128	1922318	gy_401
Chr_12	1928545	1928724	gy_402
Chr_12	1928596	1928753	gy_403
Chr_12	1929431	1934498	gy_404
Chr_12	1934916	1934997	gy_405
Chr_12	1980400	1981432	gy_406
Chr_12	1980433	1986568	gy_407
Chr_12	2032404	2039442	gy_408
Chr_12	2096207	2096532	gy_409
Chr_13	127599	128909	CcNLR4
Chr_13	130439	136599	gy_410
Chr_13	203084	207072	gy_411
Chr_13	207066	214024	gy_412
Chr_13	214022	216133	gy_413
Chr_13	599662	600519	gy_414
Chr_13	599801	601036	gy_415
Chr_13	961993	966068	gy_416
Chr_13	966063	967252	gy_417
Chr_13	966063	966993	gy_418
Chr_13	970644	970807	gy_419
Chr_13	971583	972770	gy_420
Chr_13	977593	977835	cp_97
Chr_13	977944	978992	cp_98
U351	19519	20856	CcNLR6
U353	1803	2106	gy_422
U353	10321	10421	gy_423
U354	766	924	gy_424
U354	4321	5506	gy_425
U354	4581	5507	gy_426
U354	5507	9585	gy_427
U356	2418	3830	hAT_10
U356	5465	7433	hAT_11
U356	9350	9579	gy_428
U366	8519	9057	gy_429
U377	7198	7875	CcNLR7
U382	6583	6773	cp_100
U383	5697	7193	cp_99
U383	6238	6359	cp_101
U389	1	736	cp_102
U389	712	736	cp_103
U392	2608	2727	cp_104
U398	10	4391	gy_430
U398	4729	4828	gy_431
U403	1984	2214	gy_432
U403	2012	2132	gy_433
U403	2039	2165	gy_434
U403	2971	4115	gy_435
U404	1	400	gy_436
U405	21	717	gy_437
U405	63	579	gy_438
U405	209	600	gy_439
U406	8	3968	gy_440
U410	566	719	gy_441
U412	1	3920	gy_442
U418	3078	3446	gy_443
U419	1522	1602	gy_444
U419	2254	2486	cp_105
U421	643	1838	gy_445
U422	655	1901	gy_446
U422	1533	2041	gy_447
U425	1	511	gy_448
