CHROM	BIN	TOTAL
Chr_8	2280000	1
Chr_8	2300000	3
Chr_8	2320000	1
Chr_8	2340000	2
Chr_8	2360000	7
Chr_8	2380000	2
Chr_8	2400000	20
Chr_8	2420000	2
Chr_8	2440000	6
Chr_8	2460000	6
Chr_8	2480000	4
Chr_8	2500000	7
Chr_9	0	45
Chr_9	20000	6
Chr_9	40000	3
Chr_9	60000	10
Chr_9	80000	18
Chr_9	100000	17
Chr_9	120000	12
Chr_9	140000	10
Chr_9	160000	3
Chr_9	180000	14
Chr_9	200000	11
Chr_9	220000	7
Chr_9	240000	14
Chr_9	260000	16
Chr_9	280000	13
Chr_9	300000	10
Chr_9	320000	16
Chr_9	340000	13
Chr_9	360000	4
Chr_9	2120000	1
Chr_9	2140000	9
Chr_9	2160000	4
Chr_9	2180000	5
Chr_9	2200000	13
Chr_9	2220000	8
Chr_9	2240000	14
Chr_9	2260000	11
Chr_9	2280000	25
Chr_9	2300000	14
Chr_9	2320000	12
Chr_9	2340000	8
Chr_9	2360000	13
Chr_9	2380000	5
Chr_9	2400000	3
Chr_9	2420000	7
Chr_9	2440000	2
Chr_9	2460000	9
Chr_9	2480000	4
