CHROM	BIN	TOTAL
Chr_11	1560000	3
Chr_11	1580000	4
Chr_11	1600000	2
Chr_11	1640000	3
Chr_11	1660000	4
Chr_12	320000	5
Chr_12	340000	2
Chr_12	360000	1
Chr_12	400000	1
Chr_12	420000	3
Chr_12	440000	2
Chr_12	460000	4
Chr_12	480000	2
Chr_12	500000	2
Chr_12	520000	2
Chr_12	540000	6
Chr_12	560000	3
Chr_12	580000	4
Chr_12	600000	3
Chr_12	620000	2
Chr_12	640000	3
Chr_12	660000	3
Chr_12	680000	2
Chr_12	700000	3
Chr_12	720000	1
Chr_12	740000	2
Chr_12	760000	4
Chr_12	780000	3
Chr_12	800000	3
Chr_12	820000	4
Chr_12	840000	1
Chr_12	860000	2
Chr_12	880000	4
Chr_12	900000	6
Chr_12	920000	4
Chr_12	940000	2
Chr_12	980000	1
Chr_12	1000000	1
Chr_12	1020000	5
Chr_12	1040000	3
Chr_12	1060000	1
Chr_12	1080000	2
Chr_12	1100000	1
Chr_12	1120000	5
Chr_12	1140000	2
Chr_12	1160000	3
Chr_12	1200000	1
Chr_12	1220000	1
Chr_12	1240000	2
Chr_12	1280000	1
Chr_12	1300000	2
Chr_12	1320000	1
Chr_12	1340000	2
Chr_12	1360000	4
Chr_12	1380000	2
Chr_12	1400000	2
Chr_12	1420000	3
Chr_12	1440000	2
Chr_12	1460000	1
Chr_12	1480000	1
Chr_12	1540000	1
Chr_12	1560000	4
Chr_12	1580000	2
Chr_12	1600000	2
Chr_12	1620000	1
Chr_12	1640000	5
Chr_12	1660000	5
Chr_12	1680000	1
Chr_12	1740000	3
Chr_12	1760000	1
Chr_12	1780000	4
Chr_13	160000	2
Chr_13	180000	2
Chr_13	200000	1
Chr_13	220000	2
Chr_13	240000	5
Chr_13	260000	1
Chr_13	280000	3
Chr_13	300000	3
Chr_13	320000	1
Chr_13	340000	2
Chr_13	360000	2
Chr_13	400000	2
Chr_13	440000	2
Chr_13	480000	2
Chr_13	500000	1
Chr_13	520000	1
Chr_13	540000	2
Chr_13	560000	1
Chr_13	600000	3
Chr_13	660000	2
Chr_13	680000	3
Chr_13	700000	1
Chr_13	720000	2
Chr_13	740000	3
Chr_13	760000	2
Chr_13	780000	5
Chr_13	800000	2
Chr_13	820000	2
Chr_2	580000	3
Chr_2	600000	1
Chr_2	620000	1
Chr_2	640000	1
Chr_2	660000	4
Chr_2	700000	2
Chr_2	720000	3
Chr_2	740000	2
Chr_2	760000	2
Chr_2	780000	2
Chr_2	820000	2
Chr_2	860000	1
Chr_2	920000	1
Chr_2	960000	1
Chr_2	1020000	2
Chr_2	1100000	1
Chr_2	1180000	1
Chr_2	1200000	2
Chr_2	1280000	4
Chr_2	1300000	2
Chr_2	1540000	1
Chr_2	1760000	1
Chr_2	1820000	2
Chr_2	1880000	1
Chr_2	1900000	1
Chr_2	1920000	2
Chr_2	1940000	1
Chr_2	2000000	2
Chr_2	2020000	1
Chr_2	2140000	1
Chr_2	2160000	1
Chr_2	2180000	1
Chr_2	2240000	1
Chr_2	2300000	1
Chr_2	2320000	3
Chr_2	2340000	1
Chr_2	2360000	2
Chr_2	2420000	1
Chr_2	2460000	3
Chr_2	2540000	1
Chr_2	2560000	4
Chr_2	2580000	1
Chr_2	2620000	2
Chr_2	2640000	3
Chr_2	2700000	2
Chr_2	2720000	1
Chr_2	2740000	1
Chr_2	2780000	1
Chr_2	2800000	1
Chr_2	2820000	4
Chr_2	2860000	7
Chr_2	2880000	3
Chr_2	2920000	1
Chr_2	2960000	2
Chr_2	3000000	4
Chr_2	3020000	4
Chr_2	3040000	6
Chr_2	3060000	1
Chr_2	3080000	4
Chr_2	3100000	7
Chr_2	3120000	4
Chr_2	3140000	5
Chr_2	3160000	5
Chr_2	3180000	2
Chr_3	560000	2
Chr_3	600000	8
Chr_3	620000	4
Chr_3	640000	1
Chr_3	660000	6
Chr_3	680000	7
Chr_3	700000	4
Chr_3	720000	1
Chr_3	740000	7
Chr_3	760000	7
Chr_3	780000	2
Chr_3	840000	4
Chr_3	860000	4
Chr_3	880000	2
Chr_3	900000	1
Chr_3	920000	3
Chr_3	940000	2
Chr_3	960000	1
Chr_3	980000	1
Chr_3	1000000	2
Chr_3	1020000	1
Chr_3	1040000	2
Chr_3	1060000	3
Chr_3	1080000	1
Chr_3	1140000	1
Chr_3	1200000	1
Chr_3	1280000	1
Chr_3	1320000	2
Chr_3	1340000	2
Chr_3	1400000	1
Chr_3	1440000	1
Chr_3	1560000	1
Chr_3	1640000	1
Chr_3	1660000	2
Chr_3	1740000	1
Chr_3	1760000	1
Chr_3	1860000	2
Chr_3	1960000	1
Chr_3	2020000	1
Chr_3	2120000	1
Chr_3	2140000	1
Chr_3	2180000	2
Chr_3	2200000	2
Chr_3	2320000	2
Chr_3	2340000	1
Chr_3	2400000	1
Chr_3	2420000	5
Chr_3	2440000	1
Chr_3	2480000	1
Chr_3	2500000	4
Chr_3	2580000	2
Chr_3	2700000	1
Chr_3	2720000	1
Chr_3	2740000	1
Chr_3	2760000	1
Chr_3	2780000	1
Chr_3	2840000	4
Chr_3	2860000	1
Chr_3	2880000	2
Chr_3	2920000	1
Chr_3	2940000	4
Chr_3	2960000	3
Chr_3	3000000	2
Chr_3	3040000	3
Chr_3	3060000	1
Chr_3	3080000	3
Chr_4	540000	2
Chr_4	560000	1
Chr_4	580000	2
Chr_4	600000	4
Chr_4	620000	3
Chr_4	640000	4
Chr_4	660000	3
Chr_4	680000	4
Chr_4	700000	3
Chr_4	720000	4
Chr_4	740000	1
Chr_4	760000	5
Chr_4	780000	2
Chr_4	800000	4
Chr_4	820000	7
Chr_4	840000	9
Chr_4	860000	9
Chr_4	880000	7
Chr_4	900000	5
Chr_4	940000	3
Chr_4	1000000	3
Chr_4	1020000	2
Chr_4	1040000	6
Chr_4	1060000	9
Chr_4	1080000	4
Chr_4	1100000	1
Chr_4	1120000	5
Chr_4	1140000	3
Chr_4	1160000	4
Chr_4	1180000	3
Chr_4	1200000	2
Chr_4	1220000	3
Chr_4	1240000	2
Chr_4	1260000	2
Chr_4	1300000	3
Chr_4	1320000	2
Chr_4	1360000	1
Chr_4	1400000	1
Chr_4	1420000	3
Chr_4	1460000	2
Chr_4	1480000	1
Chr_4	1520000	2
Chr_4	1540000	2
Chr_4	1580000	1
Chr_4	1600000	1
Chr_4	1640000	3
Chr_4	1680000	1
Chr_4	1700000	2
Chr_4	1720000	2
Chr_4	1800000	1
Chr_4	1820000	1
Chr_4	1840000	1
Chr_4	1900000	1
Chr_4	1920000	1
Chr_4	1960000	1
Chr_4	1980000	1
Chr_4	2020000	1
Chr_4	2040000	3
Chr_4	2100000	2
Chr_4	2160000	1
Chr_4	2180000	3
Chr_4	2200000	3
Chr_4	2220000	1
Chr_4	2400000	1
Chr_4	2440000	1
Chr_4	2460000	5
Chr_4	2480000	1
Chr_4	2540000	1
Chr_4	2560000	2
Chr_4	2580000	2
Chr_4	2600000	4
Chr_4	2620000	4
Chr_4	2640000	2
Chr_4	2660000	1
Chr_4	2680000	1
Chr_4	2700000	2
Chr_4	2760000	3
Chr_4	2780000	1
Chr_4	2820000	1
Chr_4	2840000	5
Chr_4	2860000	4
Chr_4	2880000	3
Chr_4	2900000	4
Chr_4	2920000	1
Chr_4	2940000	3
Chr_4	2960000	1
Chr_4	2980000	2
Chr_4	3020000	8
Chr_5	540000	3
Chr_5	600000	4
Chr_5	620000	7
Chr_5	640000	5
Chr_5	660000	2
Chr_5	680000	2
Chr_5	700000	1
Chr_5	720000	4
Chr_5	780000	2
Chr_5	800000	1
Chr_5	840000	2
Chr_5	860000	2
Chr_5	920000	1
Chr_5	940000	2
Chr_5	960000	1
Chr_5	1000000	1
Chr_5	1020000	4
Chr_5	1140000	3
Chr_5	1200000	1
Chr_5	1220000	1
Chr_5	1240000	1
Chr_5	1340000	1
Chr_5	1380000	1
Chr_5	1440000	2
Chr_5	1460000	1
Chr_5	1540000	1
Chr_5	1660000	2
Chr_5	1700000	1
Chr_5	1740000	1
Chr_5	1960000	1
Chr_5	2120000	1
Chr_5	2160000	1
Chr_5	2300000	2
Chr_5	2400000	2
Chr_5	2440000	2
Chr_5	2520000	5
Chr_5	2540000	4
Chr_5	2560000	1
Chr_5	2580000	1
Chr_5	2620000	2
Chr_5	2640000	2
Chr_5	2660000	2
Chr_5	2680000	3
Chr_5	2700000	1
Chr_5	2720000	1
Chr_5	2740000	4
Chr_5	2760000	3
Chr_5	2780000	4
Chr_5	2800000	1
Chr_5	2840000	2
Chr_5	2860000	3
Chr_5	2880000	3
Chr_5	2920000	1
Chr_5	2940000	4
Chr_6	320000	2
Chr_6	340000	7
Chr_6	360000	5
Chr_6	440000	2
Chr_6	460000	2
Chr_6	480000	1
Chr_6	500000	2
Chr_6	520000	3
Chr_6	540000	2
Chr_6	640000	2
Chr_6	660000	2
Chr_6	680000	2
Chr_6	700000	1
Chr_6	720000	2
Chr_6	740000	1
Chr_6	760000	1
Chr_6	780000	1
Chr_6	800000	1
Chr_6	820000	5
Chr_6	840000	2
Chr_6	860000	5
Chr_6	880000	8
Chr_6	900000	3
Chr_6	960000	3
Chr_6	980000	2
Chr_6	1020000	2
Chr_6	1040000	1
Chr_6	1060000	1
Chr_6	1080000	2
Chr_6	1100000	1
Chr_6	1120000	1
Chr_6	1160000	3
Chr_6	1180000	1
Chr_6	1200000	1
Chr_6	1220000	2
Chr_6	1240000	4
Chr_6	1260000	4
Chr_6	1280000	3
Chr_6	1300000	3
Chr_6	1320000	5
Chr_6	1340000	2
Chr_6	1360000	3
Chr_6	1380000	3
Chr_6	1400000	2
Chr_6	1420000	6
Chr_6	1440000	1
Chr_6	1460000	2
Chr_6	1480000	3
Chr_6	1500000	6
Chr_6	1520000	3
Chr_6	1540000	4
Chr_6	1560000	4
Chr_6	1600000	1
Chr_6	1620000	4
Chr_6	1640000	5
Chr_6	1660000	6
Chr_6	1680000	1
Chr_6	1700000	3
Chr_7	460000	4
Chr_7	480000	1
Chr_7	500000	1
Chr_7	520000	6
Chr_7	540000	4
Chr_7	560000	4
Chr_7	580000	2
Chr_7	600000	3
Chr_7	620000	4
Chr_7	660000	3
Chr_7	680000	2
Chr_7	700000	4
Chr_7	720000	2
Chr_7	760000	4
Chr_7	780000	1
Chr_7	800000	4
Chr_7	820000	3
Chr_7	840000	2
Chr_7	860000	1
Chr_7	900000	2
Chr_7	920000	3
Chr_7	980000	1
Chr_7	1000000	4
Chr_7	1020000	3
Chr_7	1040000	2
Chr_7	1080000	2
Chr_7	1100000	1
Chr_7	1160000	1
Chr_7	1260000	1
Chr_7	1380000	3
Chr_7	1520000	4
Chr_7	1580000	1
Chr_7	1620000	1
Chr_7	1680000	3
Chr_7	1720000	3
Chr_7	1740000	2
Chr_7	1760000	1
Chr_7	1780000	5
Chr_7	1800000	2
Chr_7	1820000	1
Chr_7	1940000	1
Chr_7	1960000	3
Chr_7	1980000	2
Chr_7	2000000	1
Chr_7	2040000	3
Chr_7	2080000	1
Chr_7	2140000	2
Chr_7	2160000	1
Chr_7	2180000	2
Chr_7	2200000	2
Chr_7	2220000	2
Chr_7	2240000	4
Chr_7	2260000	1
Chr_7	2280000	2
Chr_7	2300000	2
Chr_7	2320000	1
Chr_7	2380000	3
Chr_7	2420000	2
Chr_7	2440000	4
Chr_7	2460000	3
Chr_7	2480000	4
Chr_7	2500000	7
Chr_8	380000	3
Chr_8	400000	2
Chr_8	420000	4
Chr_8	440000	3
Chr_8	460000	1
Chr_8	480000	2
Chr_8	500000	5
Chr_8	520000	4
Chr_8	540000	5
Chr_8	560000	2
Chr_8	580000	2
Chr_8	600000	3
Chr_8	620000	3
Chr_8	640000	4
Chr_8	660000	3
Chr_8	680000	4
Chr_8	700000	2
Chr_8	720000	2
Chr_8	780000	1
Chr_8	820000	1
Chr_8	860000	1
Chr_8	920000	1
Chr_8	960000	2
Chr_8	1020000	1
Chr_8	1060000	1
Chr_8	1100000	6
Chr_8	1120000	1
Chr_8	1140000	3
Chr_8	1160000	2
Chr_8	1300000	1
Chr_8	1360000	1
Chr_8	1520000	2
Chr_8	1560000	1
Chr_8	1660000	2
Chr_8	1680000	3
Chr_8	1720000	1
Chr_8	1740000	2
Chr_8	1760000	5
Chr_8	1780000	3
Chr_8	1900000	4
Chr_8	1920000	1
Chr_8	1960000	5
Chr_8	1980000	3
Chr_8	2000000	8
Chr_8	2020000	5
Chr_8	2040000	1
Chr_8	2060000	2
Chr_8	2080000	2
Chr_8	2100000	2
Chr_8	2120000	6
Chr_9	380000	5
Chr_9	400000	3
Chr_9	420000	2
Chr_9	440000	3
Chr_9	460000	4
Chr_9	480000	2
Chr_9	500000	5
Chr_9	520000	1
Chr_9	540000	4
Chr_9	560000	5
Chr_9	580000	3
Chr_9	600000	5
Chr_9	620000	3
Chr_9	640000	1
Chr_9	680000	1
Chr_9	700000	4
Chr_9	720000	3
Chr_9	740000	7
Chr_9	760000	3
Chr_9	780000	2
Chr_9	800000	3
Chr_9	820000	3
Chr_9	840000	2
Chr_9	860000	6
Chr_9	880000	1
Chr_9	900000	4
Chr_9	920000	6
Chr_9	940000	1
Chr_9	960000	1
Chr_9	980000	3
Chr_9	1000000	4
Chr_9	1020000	1
Chr_9	1060000	5
Chr_9	1080000	3
Chr_9	1100000	1
Chr_9	1140000	4
Chr_9	1160000	1
Chr_9	1180000	1
Chr_9	1200000	3
Chr_9	1220000	3
Chr_9	1240000	1
Chr_9	1280000	2
Chr_9	1300000	1
Chr_9	1320000	2
Chr_9	1340000	2
Chr_9	1360000	4
Chr_9	1380000	4
Chr_9	1400000	2
Chr_9	1460000	4
Chr_9	1480000	1
Chr_9	1520000	2
Chr_9	1560000	3
Chr_9	1600000	3
Chr_9	1620000	4
Chr_9	1640000	2
Chr_9	1660000	2
Chr_9	1680000	2
Chr_9	1700000	1
Chr_9	1720000	3
Chr_9	1740000	6
Chr_9	1760000	3
Chr_9	1800000	2
Chr_9	1820000	1
Chr_9	1840000	3
Chr_9	1860000	2
Chr_9	1880000	2
Chr_9	1900000	1
Chr_9	1940000	3
Chr_9	1960000	4
Chr_9	1980000	4
Chr_9	2000000	2
Chr_9	2020000	1
Chr_9	2040000	1
Chr_9	2060000	2
Chr_9	2080000	3
Chr_9	2100000	1
