#gene	chrom	chrom_start	chrom_stop	chrom_strand	targets	methods
CC1G_01541	Chr_10	223740	224967	-1	CC1G_00739,CC1G_01498,CC1G_03147,CC1G_03161,CC1G_05338,CC1G_05350,CC1G_05367,CC1G_05771,CC1G_05772,CC1G_05773,CC1G_05775,CC1G_05779,CC1G_05785,CC1G_05936,CC1G_07211,CC1G_07241,CC1G_07244,CC1G_07245,CC1G_07259,CC1G_07638,CC1G_07660,CC1G_07661,CC1G_08951,CC1G_08956,CC1G_08961,CC1G_08962,CC1G_08963,CC1G_08969,CC1G_08971,CC1G_08983,CC1G_09201,CC1G_09204,CC1G_09205,CC1G_09221,CC1G_09225,CC1G_09248,CC1G_09249,CC1G_09252,CC1G_09517,CC1G_09594,CC1G_09852,CC1G_10474,CC1G_10479,CC1G_10480,CC1G_10483,CC1G_10494,CC1G_10495,CC1G_10497,CC1G_10498,CC1G_10500,CC1G_10593,CC1G_11263,CC1G_11354,CC1G_12025,CC1G_12027,CC1G_13071,CC1G_15188,CC1G_15369,CC1G_15374,CC1G_15375,CC1G_15744,CC1G_15751,CC1G_15762	orthomcl
CC1G_01542	Chr_10	228738	230856	+1	CC1G_01540,CC1G_01544,CC1G_01545,CC1G_01546,CC1G_01548,CC1G_03941,CC1G_05418,CC1G_06455,CC1G_08425,CC1G_13340,CC1G_15413	orthomcl
CC1G_01543	Chr_10	231876	233592	+1	CC1G_04928,CC1G_04948,CC1G_05883,CC1G_05923,CC1G_05925	orthomcl
CC1G_01544	Chr_10	233761	235941	-1	CC1G_01540,CC1G_01542,CC1G_01545,CC1G_01546,CC1G_01548,CC1G_03941,CC1G_05418,CC1G_06455,CC1G_08425,CC1G_13340,CC1G_15413	orthomcl
CC1G_01545	Chr_10	237565	239808	+1	CC1G_01540,CC1G_01542,CC1G_01544,CC1G_01546,CC1G_01548,CC1G_03941,CC1G_05418,CC1G_06455,CC1G_08425,CC1G_13340,CC1G_15413	orthomcl
CC1G_01546	Chr_10	240069	242304	+1	CC1G_01540,CC1G_01542,CC1G_01544,CC1G_01545,CC1G_01548,CC1G_03941,CC1G_05418,CC1G_06455,CC1G_08425,CC1G_13340,CC1G_15413	orthomcl
CC1G_01548	Chr_10	249916	252149	+1	CC1G_01540,CC1G_01542,CC1G_01544,CC1G_01545,CC1G_01546,CC1G_03941,CC1G_05418,CC1G_06455,CC1G_08425,CC1G_13340,CC1G_15413	orthomcl
CC1G_01549	Chr_10	252785	254140	+1	CC1G_02348,CC1G_02353,CC1G_08826	orthomcl
CC1G_01562	Chr_10	295372	302452	+1	CC1G_03339,CC1G_15759	orthomcl
CC1G_01564	Chr_10	306579	308135	-1	CC1G_02111,CC1G_02112,CC1G_02119	orthomcl
CC1G_01565	Chr_10	308644	311342	-1	CC1G_05049,CC1G_15248,CC1G_15275	orthomcl
CC1G_01577	Chr_10	363425	364786	+1	CC1G_01578,CC1G_15259	orthomcl
CC1G_01578	Chr_10	365410	366544	+1	CC1G_01577,CC1G_15259	orthomcl
CC1G_01579	Chr_10	366647	367864	-1	CC1G_01983	orthomcl
CC1G_01587	Chr_10	387421	388190	-1	CC1G_01595	orthomcl
CC1G_01593	Chr_10	406516	409023	-1	CC1G_15265	orthomcl
CC1G_01595	Chr_10	418637	419133	+1	CC1G_01587	orthomcl
CC1G_01596	Chr_10	425283	428417	+1	CC1G_00624,CC1G_03285,CC1G_03476,CC1G_13072,CC1G_13073,CC1G_14642,CC1G_14959,CC1G_15194	orthomcl
CC1G_01603	Chr_10	450968	453641	-1	CC1G_10046	orthomcl
CC1G_01605	Chr_10	457028	458507	+1	CC1G_01606	orthomcl
CC1G_01606	Chr_10	458924	459733	+1	CC1G_01605	orthomcl
CC1G_01624	Chr_10	519372	521282	-1	CC1G_02708,CC1G_02717,CC1G_04698,CC1G_04747,CC1G_04793,CC1G_05403,CC1G_05416,CC1G_05419,CC1G_07983,CC1G_07989,CC1G_08624,CC1G_08628,CC1G_08645,CC1G_13610	orthomcl
CC1G_01645	Chr_10	572209	572964	-1	CC1G_01526,CC1G_04950,CC1G_07231,CC1G_07236,CC1G_07238,CC1G_07243,CC1G_07258,CC1G_07260,CC1G_07265,CC1G_07267,CC1G_07269,CC1G_07272,CC1G_13199	orthomcl
CC1G_01650	Chr_10	580043	581734	+1	CC1G_01654	orthomcl
CC1G_01654	Chr_10	591358	593028	-1	CC1G_01650	orthomcl
CC1G_01808	Chr_1	2602751	2604371	-1	CC1G_03822,CC1G_10538	orthomcl
CC1G_01828	Chr_1	2647743	2649798	-1	CC1G_01831	orthomcl
CC1G_01831	Chr_1	2653848	2655978	+1	CC1G_01828	orthomcl
CC1G_01983	Chr_3	1746054	1747725	-1	CC1G_01579	orthomcl
CC1G_02031	Chr_3	1877662	1878263	-1	CC1G_14199	orthomcl
CC1G_02064	Chr_10	1569581	1570505	-1	CC1G_02484,CC1G_05588,CC1G_10450	orthomcl
CC1G_02065	Chr_10	1570657	1572116	+1	CC1G_02483,CC1G_05589,CC1G_08110,CC1G_10451	orthomcl
CC1G_02072	Chr_10	1592138	1594412	+1	CC1G_05591,CC1G_08112,CC1G_10454	orthomcl
CC1G_02073	Chr_10	1594466	1596813	-1	CC1G_05592,CC1G_08113,CC1G_10455,CC1G_15157	orthomcl
CC1G_02077	Chr_10	1602693	1603734	-1	CC1G_10418,CC1G_15678	orthomcl
CC1G_02078	Chr_10	1604321	1604812	+1	CC1G_00605,CC1G_02457,CC1G_05878,CC1G_06053,CC1G_06117,CC1G_09554,CC1G_10417,CC1G_10787,CC1G_12405,CC1G_12792,CC1G_12890	orthomcl
CC1G_02093	Chr_10	1633064	1633752	-1	CC1G_02097,CC1G_02098,CC1G_02099,CC1G_02100,CC1G_02101,CC1G_03062,CC1G_03063,CC1G_03064	orthomcl
CC1G_02096	Chr_10	1637536	1639242	+1	CC1G_10109,CC1G_10114,CC1G_11017	orthomcl
CC1G_02097	Chr_10	1640083	1641295	-1	CC1G_02093,CC1G_02098,CC1G_02099,CC1G_02100,CC1G_02101,CC1G_03062,CC1G_03063,CC1G_03064	orthomcl
CC1G_02098	Chr_10	1641658	1642489	-1	CC1G_02093,CC1G_02097,CC1G_02099,CC1G_02100,CC1G_02101,CC1G_03062,CC1G_03063,CC1G_03064	orthomcl
CC1G_02099	Chr_10	1643137	1644066	-1	CC1G_02093,CC1G_02097,CC1G_02098,CC1G_02100,CC1G_02101,CC1G_03062,CC1G_03063,CC1G_03064	orthomcl
CC1G_02100	Chr_10	1645489	1648129	-1	CC1G_02093,CC1G_02097,CC1G_02098,CC1G_02099,CC1G_02101,CC1G_03062,CC1G_03063,CC1G_03064	orthomcl
CC1G_02101	Chr_10	1649435	1651838	-1	CC1G_02093,CC1G_02097,CC1G_02098,CC1G_02099,CC1G_02100,CC1G_03062,CC1G_03063,CC1G_03064	orthomcl
CC1G_02107	Chr_10	1667923	1668552	-1	CC1G_02108,CC1G_02212,CC1G_02213,CC1G_02246	orthomcl
CC1G_02108	Chr_10	1669375	1669998	-1	CC1G_02107,CC1G_02212,CC1G_02213,CC1G_02246	orthomcl
CC1G_02109	Chr_10	1671300	1672497	+1	CC1G_11720,CC1G_11732	orthomcl
CC1G_02111	Chr_10	1674791	1676227	+1	CC1G_01564,CC1G_02112,CC1G_02119	orthomcl
CC1G_02112	Chr_10	1676494	1677867	+1	CC1G_01564,CC1G_02111,CC1G_02119	orthomcl
CC1G_02113	Chr_10	1678678	1679264	+1	CC1G_05660,CC1G_05677,CC1G_05718,CC1G_06880,CC1G_06881,CC1G_06884,CC1G_06885,CC1G_09691,CC1G_10342,CC1G_11566,CC1G_11576,CC1G_11580,CC1G_14866,CC1G_14867,CC1G_14878	orthomcl
CC1G_02116	Chr_10	1685765	1687141	+1	CC1G_02121,CC1G_02123,CC1G_11413,CC1G_11424,CC1G_11425,CC1G_12870,CC1G_13332,CC1G_13806	orthomcl
CC1G_02117	Chr_10	1687512	1689213	+1	CC1G_08143	orthomcl
CC1G_02119	Chr_10	1691631	1694967	-1	CC1G_01564,CC1G_02111,CC1G_02112	orthomcl
CC1G_02121	Chr_10	1702690	1703595	+1	CC1G_02116,CC1G_02123,CC1G_11413,CC1G_11424,CC1G_11425,CC1G_12870,CC1G_13332,CC1G_13806	orthomcl
CC1G_02123	Chr_10	1705639	1707228	-1	CC1G_02116,CC1G_02121,CC1G_11413,CC1G_11424,CC1G_11425,CC1G_12870,CC1G_13332,CC1G_13806	orthomcl
CC1G_02139	Chr_10	1742704	1745121	+1	CC1G_02142	orthomcl
CC1G_02142	Chr_10	1751061	1753474	+1	CC1G_02139	orthomcl
CC1G_02148	Chr_10	1768398	1770616	+1	CC1G_15342	orthomcl
CC1G_02154	Chr_10	1787785	1788294	-1	CC1G_02155	orthomcl
CC1G_02155	Chr_10	1789316	1790023	-1	CC1G_02154	orthomcl
CC1G_02161	Chr_10	1808913	1809542	-1	CC1G_09200,CC1G_09206	orthomcl
CC1G_02173	Chr_10	1842105	1842589	+1	CC1G_02174,CC1G_02181,CC1G_02182,CC1G_02183,CC1G_02184,CC1G_02185	orthomcl
CC1G_02174	Chr_10	1843813	1844260	+1	CC1G_02173,CC1G_02181,CC1G_02182,CC1G_02183,CC1G_02184,CC1G_02185	orthomcl
CC1G_02178	Chr_10	1850758	1852346	-1	CC1G_10530	orthomcl
CC1G_02181	Chr_10	1860806	1861267	+1	CC1G_02173,CC1G_02174,CC1G_02182,CC1G_02183,CC1G_02184,CC1G_02185	orthomcl
CC1G_02182	Chr_10	1862274	1862752	+1	CC1G_02173,CC1G_02174,CC1G_02181,CC1G_02183,CC1G_02184,CC1G_02185	orthomcl
CC1G_02183	Chr_10	1865040	1865487	+1	CC1G_02173,CC1G_02174,CC1G_02181,CC1G_02182,CC1G_02184,CC1G_02185	orthomcl
CC1G_02184	Chr_10	1867634	1868085	+1	CC1G_02173,CC1G_02174,CC1G_02181,CC1G_02182,CC1G_02183,CC1G_02185	orthomcl
CC1G_02185	Chr_10	1869091	1869527	+1	CC1G_02173,CC1G_02174,CC1G_02181,CC1G_02182,CC1G_02183,CC1G_02184	orthomcl
CC1G_02189	Chr_10	1877180	1878465	+1	CC1G_04917,CC1G_07179	orthomcl
CC1G_02194	Chr_10	1894768	1896009	-1	CC1G_02195,CC1G_07624,CC1G_07634,CC1G_09526,CC1G_13965	orthomcl
CC1G_02195	Chr_10	1896868	1898123	-1	CC1G_02194,CC1G_07624,CC1G_07634,CC1G_09526,CC1G_13965	orthomcl
CC1G_02198	Chr_10	1902135	1904262	-1	CC1G_12567	orthomcl
CC1G_02200	Chr_10	1910528	1911762	-1	CC1G_08387,CC1G_12123,CC1G_12124,CC1G_14916	orthomcl
CC1G_02210	Chr_10	1939180	1940720	+1	CC1G_02583	orthomcl
CC1G_02212	Chr_10	1943311	1943919	-1	CC1G_02107,CC1G_02108,CC1G_02213,CC1G_02246	orthomcl
CC1G_02213	Chr_10	1944263	1944862	-1	CC1G_02107,CC1G_02108,CC1G_02212,CC1G_02246	orthomcl
CC1G_02238	Chr_10	2000981	2002245	+1	CC1G_10848,CC1G_15350,CC1G_15351	orthomcl
CC1G_02246	Chr_10	2030769	2031428	-1	CC1G_02107,CC1G_02108,CC1G_02212,CC1G_02213	orthomcl
CC1G_02247	Chr_10	2032505	2033737	+1	CC1G_10849,CC1G_10851	orthomcl
CC1G_02263	Chr_3	2956050	2957404	-1	CC1G_02266,CC1G_02267,CC1G_08886,CC1G_08893,CC1G_08902,CC1G_08903,CC1G_12224,CC1G_14271,CC1G_14531,CC1G_14534,CC1G_14889,CC1G_14918	orthomcl
CC1G_02264	Chr_3	2958559	2959724	+1	CC1G_02265,CC1G_10799,CC1G_10904	orthomcl
CC1G_02265	Chr_3	2959831	2960847	-1	CC1G_02264,CC1G_10799,CC1G_10904	orthomcl
CC1G_02266	Chr_3	2961418	2962867	-1	CC1G_02263,CC1G_02267,CC1G_08886,CC1G_08893,CC1G_08902,CC1G_08903,CC1G_12224,CC1G_14271,CC1G_14531,CC1G_14534,CC1G_14889,CC1G_14918	orthomcl
CC1G_02267	Chr_3	2963452	2965202	-1	CC1G_02263,CC1G_02266,CC1G_08886,CC1G_08893,CC1G_08902,CC1G_08903,CC1G_12224,CC1G_14271,CC1G_14531,CC1G_14534,CC1G_14889,CC1G_14918	orthomcl
CC1G_02281	Chr_3	3004223	3006802	-1	CC1G_14274	orthomcl
CC1G_02294	Chr_3	3042531	3044297	-1	CC1G_02302,CC1G_03321,CC1G_08074,CC1G_08079	orthomcl
CC1G_02295	Chr_3	3044949	3045233	-1	CC1G_02301	orthomcl
CC1G_02301	Chr_3	3059201	3059693	+1	CC1G_02295	orthomcl
CC1G_02302	Chr_3	3060025	3061650	-1	CC1G_02294,CC1G_03321,CC1G_08074,CC1G_08079	orthomcl
CC1G_02311	Chr_3	3087247	3088101	-1	CC1G_02324,CC1G_02325,CC1G_02344,CC1G_12965,CC1G_13074,CC1G_13264	orthomcl
CC1G_02314	Chr_3	3094049	3095450	-1	CC1G_10883	orthomcl
CC1G_02321	Chr_3	3114205	3115075	-1	CC1G_02331,CC1G_02347	orthomcl
CC1G_02324	Chr_3	3121714	3122307	+1	CC1G_02311,CC1G_02325,CC1G_02344,CC1G_12965,CC1G_13074,CC1G_13264	orthomcl
CC1G_02325	Chr_3	3125791	3126258	+1	CC1G_02311,CC1G_02324,CC1G_02344,CC1G_12965,CC1G_13074,CC1G_13264	orthomcl
CC1G_02326	Chr_3	3127115	3128878	-1	CC1G_02343	orthomcl
CC1G_02331	Chr_3	3140579	3141880	-1	CC1G_02321,CC1G_02347	orthomcl
CC1G_02336	Chr_3	3155982	3157098	-1	CC1G_03078,CC1G_05364,CC1G_05396,CC1G_05400,CC1G_05402,CC1G_05486,CC1G_06128,CC1G_08780,CC1G_08785,CC1G_08786,CC1G_08795,CC1G_08796,CC1G_08801,CC1G_08812,CC1G_08813,CC1G_08815,CC1G_10115,CC1G_10119,CC1G_10122,CC1G_11410,CC1G_11700,CC1G_13020,CC1G_13021,CC1G_13770,CC1G_13796,CC1G_13797,CC1G_13799,CC1G_13801,CC1G_13802,CC1G_14937,CC1G_14940,CC1G_14941,CC1G_15731	orthomcl
CC1G_02338	Chr_3	3160713	3161111	+1	CC1G_01064,CC1G_06193,CC1G_09283	orthomcl
CC1G_02342	Chr_3	3172536	3174269	-1	CC1G_02352,CC1G_02373	orthomcl
