#gene	chrom	chrom_start	chrom_stop	chrom_strand	targets	method
CC1G_00710	Chr_1	3668783	3672106	+1	CC1G_00720,CC1G_02356,CC1G_02654,CC1G_03956,CC1G_03967,CC1G_03974,CC1G_03977,CC1G_05436,CC1G_05909,CC1G_05910,CC1G_05926,CC1G_05929,CC1G_05931,CC1G_05932,CC1G_05937,CC1G_05943,CC1G_05948,CC1G_05949,CC1G_05952,CC1G_05953,CC1G_06045,CC1G_06046,CC1G_06049,CC1G_07503,CC1G_07517,CC1G_07523,CC1G_07524,CC1G_07525,CC1G_07526,CC1G_07532,CC1G_08219,CC1G_08370,CC1G_08380,CC1G_08519,CC1G_09040,CC1G_09466,CC1G_09470,CC1G_09537,CC1G_09539,CC1G_09901,CC1G_10700,CC1G_10701,CC1G_10703,CC1G_10704,CC1G_10706,CC1G_10723,CC1G_11127,CC1G_11243,CC1G_11247,CC1G_11248,CC1G_11473,CC1G_11599,CC1G_12050,CC1G_12236,CC1G_12362,CC1G_12363,CC1G_12386,CC1G_12387,CC1G_12448,CC1G_12757,CC1G_14087,CC1G_14088,CC1G_14281,CC1G_14773,CC1G_14774,CC1G_14856,CC1G_14911,CC1G_15324,CC1G_15429,CC1G_15432,LACBIDRAFT_393917	orthomcl
CC1G_00717	Chr_1	3696293	3698132	+1	CC1G_00718,LACBIDRAFT_329015,LACBIDRAFT_330586,LACBIDRAFT_331509,LACBIDRAFT_331536,LACBIDRAFT_335668	orthomcl
CC1G_00718	Chr_1	3699472	3700125	+1	CC1G_00717,LACBIDRAFT_329015,LACBIDRAFT_330586,LACBIDRAFT_331509,LACBIDRAFT_331536,LACBIDRAFT_335668	orthomcl
CC1G_00720	Chr_1	3701493	3704735	-1	CC1G_00710,CC1G_02356,CC1G_02654,CC1G_03956,CC1G_03967,CC1G_03974,CC1G_03977,CC1G_05436,CC1G_05909,CC1G_05910,CC1G_05926,CC1G_05929,CC1G_05931,CC1G_05932,CC1G_05937,CC1G_05943,CC1G_05948,CC1G_05949,CC1G_05952,CC1G_05953,CC1G_06045,CC1G_06046,CC1G_06049,CC1G_07503,CC1G_07517,CC1G_07523,CC1G_07524,CC1G_07525,CC1G_07526,CC1G_07532,CC1G_08219,CC1G_08370,CC1G_08380,CC1G_08519,CC1G_09040,CC1G_09466,CC1G_09470,CC1G_09537,CC1G_09539,CC1G_09901,CC1G_10700,CC1G_10701,CC1G_10703,CC1G_10704,CC1G_10706,CC1G_10723,CC1G_11127,CC1G_11243,CC1G_11247,CC1G_11248,CC1G_11473,CC1G_11599,CC1G_12050,CC1G_12236,CC1G_12362,CC1G_12363,CC1G_12386,CC1G_12387,CC1G_12448,CC1G_12757,CC1G_14087,CC1G_14088,CC1G_14281,CC1G_14773,CC1G_14774,CC1G_14856,CC1G_14911,CC1G_15324,CC1G_15429,CC1G_15432,LACBIDRAFT_393917	orthomcl
CC1G_00730	Chr_1	3740262	3742538	+1	CC1G_02395,CC1G_08930,CC1G_12444,LACBIDRAFT_295378,LACBIDRAFT_301909,LACBIDRAFT_303653,LACBIDRAFT_305122,LACBIDRAFT_306832,LACBIDRAFT_306914,LACBIDRAFT_308323,LACBIDRAFT_310190,LACBIDRAFT_310579,LACBIDRAFT_310782,LACBIDRAFT_321019,LACBIDRAFT_321349,LACBIDRAFT_323928,LACBIDRAFT_324445,LACBIDRAFT_325383,LACBIDRAFT_326019,LACBIDRAFT_326574,LACBIDRAFT_326610,LACBIDRAFT_327559,LACBIDRAFT_327688,LACBIDRAFT_327689,LACBIDRAFT_327923,LACBIDRAFT_327924,LACBIDRAFT_327925,LACBIDRAFT_328467,LACBIDRAFT_329390,LACBIDRAFT_329483,LACBIDRAFT_329487,LACBIDRAFT_330000,LACBIDRAFT_330370,LACBIDRAFT_330663,LACBIDRAFT_331412,LACBIDRAFT_332217,LACBIDRAFT_334423,LACBIDRAFT_335114,LACBIDRAFT_335593,LACBIDRAFT_335703,LACBIDRAFT_335843,LACBIDRAFT_335864,LACBIDRAFT_335915	orthomcl
CC1G_00746	Chr_7	916729	918021	+1	CC1G_00781,CC1G_00794,LACBIDRAFT_330871,LACBIDRAFT_330917,LACBIDRAFT_330923	orthomcl
CC1G_00748	Chr_7	920553	921771	-1	CC1G_02396,CC1G_07474,CC1G_09258,CC1G_09278,CC1G_09279,CC1G_09280,CC1G_09286,CC1G_09290,LACBIDRAFT_304778,LACBIDRAFT_310405,LACBIDRAFT_312140,LACBIDRAFT_315257,LACBIDRAFT_315312,LACBIDRAFT_328161,LACBIDRAFT_332106	orthomcl
CC1G_00781	Chr_7	1016081	1017382	+1	CC1G_00746,CC1G_00794,LACBIDRAFT_330871,LACBIDRAFT_330917,LACBIDRAFT_330923	orthomcl
CC1G_00794	Chr_7	1049068	1050399	-1	CC1G_00746,CC1G_00781,LACBIDRAFT_330871,LACBIDRAFT_330917,LACBIDRAFT_330923	orthomcl
CC1G_00862	Chr_7	1275661	1278008	+1	CC1G_01687,CC1G_04579,CC1G_04813,CC1G_04942,CC1G_05071,CC1G_08120,CC1G_10233,CC1G_10237,CC1G_12782,CC1G_12917,CC1G_12986,CC1G_13217,CC1G_13347,CC1G_13681,CC1G_15059,CC1G_15280,LACBIDRAFT_302987	orthomcl
CC1G_00952	Chr_7	1530860	1535033	-1	CC1G_02415,CC1G_02421,CC1G_08553,CC1G_10243,CC1G_13042,CC1G_15819,LACBIDRAFT_308241,LACBIDRAFT_320994,LACBIDRAFT_327949	orthomcl
CC1G_00953	Chr_7	1535838	1536992	-1	CC1G_02422,LACBIDRAFT_326832,LACBIDRAFT_326833,LACBIDRAFT_327404	orthomcl
CC1G_01006	Chr_2	704056	708022	+1	CC1G_07003,CC1G_11533,CC1G_11535,CC1G_13353,CC1G_14386,LACBIDRAFT_300208,LACBIDRAFT_306234,LACBIDRAFT_306525,LACBIDRAFT_310333,LACBIDRAFT_327684	orthomcl
CC1G_01022	Chr_2	746630	748703	+1	CC1G_08646,LACBIDRAFT_330689,LACBIDRAFT_332196,LACBIDRAFT_332204	orthomcl
CC1G_01242	Chr_2	1284311	1288215	-1	CC1G_04090,CC1G_04449,CC1G_04816,CC1G_06026,CC1G_07557,CC1G_07773,CC1G_09679,CC1G_10143,CC1G_10780,CC1G_11347,CC1G_14707,LACBIDRAFT_296781,LACBIDRAFT_296833,LACBIDRAFT_298818,LACBIDRAFT_305664,LACBIDRAFT_310117,LACBIDRAFT_321921,LACBIDRAFT_321922,LACBIDRAFT_329477,LACBIDRAFT_335361,LACBIDRAFT_335723	orthomcl
CC1G_01383	Chr_5	2313266	2316234	+1	CC1G_01384,LACBIDRAFT_245866	orthomcl
CC1G_01384	Chr_5	2317050	2318933	+1	CC1G_01383,LACBIDRAFT_245866	orthomcl
CC1G_01430	Chr_5	2441426	2442328	+1	CC1G_01431,CC1G_07941,CC1G_10161,CC1G_10168,LACBIDRAFT_293713,LACBIDRAFT_295423	orthomcl
CC1G_01431	Chr_5	2443538	2444385	+1	CC1G_01430,CC1G_07941,CC1G_10161,CC1G_10168,LACBIDRAFT_293713,LACBIDRAFT_295423	orthomcl
CC1G_01482	Chr_10	82916	84569	+1	CC1G_01483,CC1G_04176,CC1G_13239,CC1G_13240,LACBIDRAFT_293218,LACBIDRAFT_310858,LACBIDRAFT_310865	orthomcl
CC1G_01483	Chr_10	85342	86895	+1	CC1G_01482,CC1G_04176,CC1G_13239,CC1G_13240,LACBIDRAFT_293218,LACBIDRAFT_310858,LACBIDRAFT_310865	orthomcl
CC1G_01484	Chr_10	87847	88662	-1	CC1G_13260,LACBIDRAFT_293179	orthomcl
CC1G_01505	Chr_10	128985	129487	+1	CC1G_04060,CC1G_04061,CC1G_04843,CC1G_04875,CC1G_04893,CC1G_05732,CC1G_05739,CC1G_06082,CC1G_06086,CC1G_06114,CC1G_06484,CC1G_08314,CC1G_08363,CC1G_09158,CC1G_09189,CC1G_10176,CC1G_10186,CC1G_10188,CC1G_10189,CC1G_10206,LACBIDRAFT_238394,LACBIDRAFT_241509,LACBIDRAFT_253148,LACBIDRAFT_253198,LACBIDRAFT_335058	orthomcl
CC1G_01534	Chr_10	201483	205426	+1	CC1G_15246,LACBIDRAFT_312776,LACBIDRAFT_312779	orthomcl
CC1G_01551	Chr_10	259166	261086	+1	CC1G_14098,LACBIDRAFT_293700,LACBIDRAFT_323439,LACBIDRAFT_329298	orthomcl
CC1G_01566	Chr_10	312546	314941	-1	CC1G_01568,LACBIDRAFT_319094	orthomcl
CC1G_01568	Chr_10	320550	322824	+1	CC1G_01566,LACBIDRAFT_319094	orthomcl
CC1G_01582	Chr_10	371524	373709	-1	CC1G_01583,CC1G_01584,CC1G_01585,CC1G_01599,CC1G_01619,CC1G_01620,CC1G_01621,CC1G_01622,CC1G_01638,CC1G_01643,CC1G_12752,LACBIDRAFT_253329	orthomcl
CC1G_01583	Chr_10	374529	376674	-1	CC1G_01582,CC1G_01584,CC1G_01585,CC1G_01599,CC1G_01619,CC1G_01620,CC1G_01621,CC1G_01622,CC1G_01638,CC1G_01643,CC1G_12752,LACBIDRAFT_253329	orthomcl
CC1G_01584	Chr_10	377157	379315	-1	CC1G_01582,CC1G_01583,CC1G_01585,CC1G_01599,CC1G_01619,CC1G_01620,CC1G_01621,CC1G_01622,CC1G_01638,CC1G_01643,CC1G_12752,LACBIDRAFT_253329	orthomcl
CC1G_01585	Chr_10	380038	382265	-1	CC1G_01582,CC1G_01583,CC1G_01584,CC1G_01599,CC1G_01619,CC1G_01620,CC1G_01621,CC1G_01622,CC1G_01638,CC1G_01643,CC1G_12752,LACBIDRAFT_253329	orthomcl
CC1G_01588	Chr_10	389007	390311	-1	CC1G_01589,LACBIDRAFT_293198	orthomcl
CC1G_01589	Chr_10	391308	393204	-1	CC1G_01588,LACBIDRAFT_293198	orthomcl
CC1G_01599	Chr_10	438007	440157	-1	CC1G_01582,CC1G_01583,CC1G_01584,CC1G_01585,CC1G_01619,CC1G_01620,CC1G_01621,CC1G_01622,CC1G_01638,CC1G_01643,CC1G_12752,LACBIDRAFT_253329	orthomcl
CC1G_01609	Chr_10	465865	467658	-1	CC1G_01618,LACBIDRAFT_318806	orthomcl
CC1G_01618	Chr_10	501858	503338	+1	CC1G_01609,LACBIDRAFT_318806	orthomcl
CC1G_01619	Chr_10	503604	505762	-1	CC1G_01582,CC1G_01583,CC1G_01584,CC1G_01585,CC1G_01599,CC1G_01620,CC1G_01621,CC1G_01622,CC1G_01638,CC1G_01643,CC1G_12752,LACBIDRAFT_253329	orthomcl
CC1G_01620	Chr_10	506617	508764	-1	CC1G_01582,CC1G_01583,CC1G_01584,CC1G_01585,CC1G_01599,CC1G_01619,CC1G_01621,CC1G_01622,CC1G_01638,CC1G_01643,CC1G_12752,LACBIDRAFT_253329	orthomcl
CC1G_01621	Chr_10	509789	512120	-1	CC1G_01582,CC1G_01583,CC1G_01584,CC1G_01585,CC1G_01599,CC1G_01619,CC1G_01620,CC1G_01622,CC1G_01638,CC1G_01643,CC1G_12752,LACBIDRAFT_253329	orthomcl
CC1G_01622	Chr_10	514089	516273	-1	CC1G_01582,CC1G_01583,CC1G_01584,CC1G_01585,CC1G_01599,CC1G_01619,CC1G_01620,CC1G_01621,CC1G_01638,CC1G_01643,CC1G_12752,LACBIDRAFT_253329	orthomcl
CC1G_01623	Chr_10	516815	518320	-1	CC1G_01635,CC1G_01947,LACBIDRAFT_318805	orthomcl
CC1G_01635	Chr_10	541584	543192	+1	CC1G_01623,CC1G_01947,LACBIDRAFT_318805	orthomcl
CC1G_01638	Chr_10	555616	557740	+1	CC1G_01582,CC1G_01583,CC1G_01584,CC1G_01585,CC1G_01599,CC1G_01619,CC1G_01620,CC1G_01621,CC1G_01622,CC1G_01643,CC1G_12752,LACBIDRAFT_253329	orthomcl
CC1G_01639	Chr_10	557826	560095	-1	CC1G_15428,LACBIDRAFT_183317,LACBIDRAFT_314821	orthomcl
CC1G_01643	Chr_10	568487	570668	+1	CC1G_01582,CC1G_01583,CC1G_01584,CC1G_01585,CC1G_01599,CC1G_01619,CC1G_01620,CC1G_01621,CC1G_01622,CC1G_01638,CC1G_12752,LACBIDRAFT_253329	orthomcl
CC1G_01648	Chr_10	577587	578557	+1	CC1G_02857,CC1G_05246,CC1G_08598,CC1G_09078,CC1G_10603,LACBIDRAFT_248441	orthomcl
CC1G_01653	Chr_10	586914	590980	+1	CC1G_02411,CC1G_02412,CC1G_02435,CC1G_09419,CC1G_13817,LACBIDRAFT_294471,LACBIDRAFT_295705,LACBIDRAFT_398227	orthomcl
CC1G_01661	Chr_10	607720	611302	+1	CC1G_02124,CC1G_02125,CC1G_02461,CC1G_03584,CC1G_10682,CC1G_10683,CC1G_10697,LACBIDRAFT_293204,LACBIDRAFT_296819,LACBIDRAFT_296820,LACBIDRAFT_314014,LACBIDRAFT_318273,LACBIDRAFT_318311,LACBIDRAFT_318794,LACBIDRAFT_322054,LACBIDRAFT_325851,LACBIDRAFT_326040,LACBIDRAFT_326147,LACBIDRAFT_330765	orthomcl
CC1G_01672	Chr_1	2260674	2261913	+1	CC1G_04125,LACBIDRAFT_308789,LACBIDRAFT_322683,LACBIDRAFT_322684,LACBIDRAFT_322689,LACBIDRAFT_322690,LACBIDRAFT_322694	orthomcl
CC1G_01687	Chr_1	2287745	2290253	+1	CC1G_00862,CC1G_04579,CC1G_04813,CC1G_04942,CC1G_05071,CC1G_08120,CC1G_10233,CC1G_10237,CC1G_12782,CC1G_12917,CC1G_12986,CC1G_13217,CC1G_13347,CC1G_13681,CC1G_15059,CC1G_15280,LACBIDRAFT_302987	orthomcl
CC1G_01788	Chr_1	2561257	2562045	-1	CC1G_01789,LACBIDRAFT_242919	orthomcl
CC1G_01789	Chr_1	2562567	2563414	-1	CC1G_01788,LACBIDRAFT_242919	orthomcl
CC1G_01833	Chr_1	2662254	2663709	-1	CC1G_13704,LACBIDRAFT_243459	orthomcl
CC1G_01913	Chr_3	1564217	1564834	+1	CC1G_12088,LACBIDRAFT_296263	orthomcl
CC1G_01947	Chr_3	1648425	1650202	+1	CC1G_01623,CC1G_01635,LACBIDRAFT_318805	orthomcl
CC1G_01953	Chr_3	1663677	1664474	-1	CC1G_01954,LACBIDRAFT_173670,LACBIDRAFT_192626	orthomcl
CC1G_01954	Chr_3	1665106	1665792	-1	CC1G_01953,LACBIDRAFT_173670,LACBIDRAFT_192626	orthomcl
CC1G_01991	Chr_3	1769005	1770040	+1	CC1G_11356,LACBIDRAFT_297628,LACBIDRAFT_299574,LACBIDRAFT_299583,LACBIDRAFT_299795,LACBIDRAFT_299799,LACBIDRAFT_299811,LACBIDRAFT_324166,LACBIDRAFT_328458,LACBIDRAFT_328462,LACBIDRAFT_336006	orthomcl
CC1G_02071	Chr_10	1588177	1591962	-1	CC1G_02772,CC1G_04139,CC1G_07038,CC1G_07253,CC1G_09452,CC1G_10130,CC1G_10226,CC1G_10453,CC1G_10665,CC1G_11681,CC1G_12002,CC1G_12551,CC1G_12722,CC1G_12856,CC1G_12943,CC1G_13091,CC1G_13152,CC1G_13316,CC1G_13828,CC1G_14023,CC1G_14493,CC1G_14780,CC1G_15116,CC1G_15421,CC1G_15478,CC1G_15488,CC1G_15494,CC1G_15521,CC1G_15566,CC1G_15567,CC1G_15640,CC1G_15677,CC1G_15765,LACBIDRAFT_298015	orthomcl
CC1G_02079	Chr_10	1605022	1606320	-1	CC1G_00606,CC1G_02458,CC1G_06054,CC1G_10416,CC1G_10788,LACBIDRAFT_307933,LACBIDRAFT_315807,LACBIDRAFT_331871	orthomcl
CC1G_02110	Chr_10	1672590	1674149	-1	CC1G_05748,CC1G_11721,CC1G_11722,CC1G_11731,CC1G_13969,LACBIDRAFT_295677,LACBIDRAFT_315909,LACBIDRAFT_328126,LACBIDRAFT_328135,LACBIDRAFT_331812	orthomcl
CC1G_02118	Chr_10	1689823	1691117	+1	CC1G_11887,CC1G_11888,CC1G_12719,LACBIDRAFT_185404,LACBIDRAFT_253472	orthomcl
CC1G_02124	Chr_10	1708100	1709482	+1	CC1G_01661,CC1G_02125,CC1G_02461,CC1G_03584,CC1G_10682,CC1G_10683,CC1G_10697,LACBIDRAFT_293204,LACBIDRAFT_296819,LACBIDRAFT_296820,LACBIDRAFT_314014,LACBIDRAFT_318273,LACBIDRAFT_318311,LACBIDRAFT_318794,LACBIDRAFT_322054,LACBIDRAFT_325851,LACBIDRAFT_326040,LACBIDRAFT_326147,LACBIDRAFT_330765	orthomcl
CC1G_02125	Chr_10	1711140	1713167	+1	CC1G_01661,CC1G_02124,CC1G_02461,CC1G_03584,CC1G_10682,CC1G_10683,CC1G_10697,LACBIDRAFT_293204,LACBIDRAFT_296819,LACBIDRAFT_296820,LACBIDRAFT_314014,LACBIDRAFT_318273,LACBIDRAFT_318311,LACBIDRAFT_318794,LACBIDRAFT_322054,LACBIDRAFT_325851,LACBIDRAFT_326040,LACBIDRAFT_326147,LACBIDRAFT_330765	orthomcl
CC1G_02126	Chr_10	1713312	1714499	-1	CC1G_02127,LACBIDRAFT_293613	orthomcl
CC1G_02127	Chr_10	1715588	1716142	-1	CC1G_02126,LACBIDRAFT_293613	orthomcl
CC1G_02140	Chr_10	1745808	1747091	+1	CC1G_02141,CC1G_02147,CC1G_02658,LACBIDRAFT_293681,LACBIDRAFT_317905	orthomcl
CC1G_02141	Chr_10	1748968	1750046	+1	CC1G_02140,CC1G_02147,CC1G_02658,LACBIDRAFT_293681,LACBIDRAFT_317905	orthomcl
CC1G_02147	Chr_10	1765703	1767005	-1	CC1G_02140,CC1G_02141,CC1G_02658,LACBIDRAFT_293681,LACBIDRAFT_317905	orthomcl
CC1G_02149	Chr_10	1771511	1774000	-1	CC1G_02150,CC1G_02216,CC1G_02242,CC1G_02243,CC1G_02608,CC1G_02609,CC1G_02612,CC1G_02621,CC1G_04128,CC1G_05497,CC1G_06991,CC1G_06992,CC1G_06995,CC1G_07006,CC1G_07007,CC1G_07008,CC1G_07009,CC1G_07010,CC1G_07011,CC1G_07012,CC1G_07016,CC1G_07017,CC1G_07019,CC1G_07020,CC1G_07022,CC1G_07024,CC1G_07025,CC1G_07031,CC1G_07032,CC1G_07033,CC1G_07035,CC1G_07207,CC1G_07425,CC1G_07431,CC1G_07432,CC1G_07434,CC1G_07435,CC1G_07436,CC1G_07441,CC1G_07445,CC1G_07446,CC1G_07447,CC1G_07452,CC1G_07453,CC1G_08271,CC1G_09358,CC1G_09362,CC1G_09363,CC1G_09364,CC1G_09368,CC1G_09373,CC1G_09374,CC1G_09375,CC1G_09382,CC1G_09389,CC1G_11467,CC1G_12300,CC1G_12646,CC1G_12692,CC1G_12693,CC1G_12694,CC1G_12699,CC1G_12700,CC1G_12863,CC1G_13133,CC1G_13267,CC1G_13268,CC1G_13269,CC1G_13366,CC1G_13367,CC1G_13531,CC1G_14316,CC1G_14317,CC1G_15103,CC1G_15117,CC1G_15120,CC1G_15121,CC1G_15122,CC1G_15123,CC1G_15124,CC1G_15125,CC1G_15126,CC1G_15127,CC1G_15136,CC1G_15137,LACBIDRAFT_326357	orthomcl
CC1G_02150	Chr_10	1774745	1777627	-1	CC1G_02149,CC1G_02216,CC1G_02242,CC1G_02243,CC1G_02608,CC1G_02609,CC1G_02612,CC1G_02621,CC1G_04128,CC1G_05497,CC1G_06991,CC1G_06992,CC1G_06995,CC1G_07006,CC1G_07007,CC1G_07008,CC1G_07009,CC1G_07010,CC1G_07011,CC1G_07012,CC1G_07016,CC1G_07017,CC1G_07019,CC1G_07020,CC1G_07022,CC1G_07024,CC1G_07025,CC1G_07031,CC1G_07032,CC1G_07033,CC1G_07035,CC1G_07207,CC1G_07425,CC1G_07431,CC1G_07432,CC1G_07434,CC1G_07435,CC1G_07436,CC1G_07441,CC1G_07445,CC1G_07446,CC1G_07447,CC1G_07452,CC1G_07453,CC1G_08271,CC1G_09358,CC1G_09362,CC1G_09363,CC1G_09364,CC1G_09368,CC1G_09373,CC1G_09374,CC1G_09375,CC1G_09382,CC1G_09389,CC1G_11467,CC1G_12300,CC1G_12646,CC1G_12692,CC1G_12693,CC1G_12694,CC1G_12699,CC1G_12700,CC1G_12863,CC1G_13133,CC1G_13267,CC1G_13268,CC1G_13269,CC1G_13366,CC1G_13367,CC1G_13531,CC1G_14316,CC1G_14317,CC1G_15103,CC1G_15117,CC1G_15120,CC1G_15121,CC1G_15122,CC1G_15123,CC1G_15124,CC1G_15125,CC1G_15126,CC1G_15127,CC1G_15136,CC1G_15137,LACBIDRAFT_326357	orthomcl
CC1G_02205	Chr_10	1922534	1924105	-1	CC1G_03368,LACBIDRAFT_324122	orthomcl
CC1G_02211	Chr_10	1941293	1943141	+1	CC1G_02563,LACBIDRAFT_310203	orthomcl
CC1G_02216	Chr_10	1949964	1951898	+1	CC1G_02149,CC1G_02150,CC1G_02242,CC1G_02243,CC1G_02608,CC1G_02609,CC1G_02612,CC1G_02621,CC1G_04128,CC1G_05497,CC1G_06991,CC1G_06992,CC1G_06995,CC1G_07006,CC1G_07007,CC1G_07008,CC1G_07009,CC1G_07010,CC1G_07011,CC1G_07012,CC1G_07016,CC1G_07017,CC1G_07019,CC1G_07020,CC1G_07022,CC1G_07024,CC1G_07025,CC1G_07031,CC1G_07032,CC1G_07033,CC1G_07035,CC1G_07207,CC1G_07425,CC1G_07431,CC1G_07432,CC1G_07434,CC1G_07435,CC1G_07436,CC1G_07441,CC1G_07445,CC1G_07446,CC1G_07447,CC1G_07452,CC1G_07453,CC1G_08271,CC1G_09358,CC1G_09362,CC1G_09363,CC1G_09364,CC1G_09368,CC1G_09373,CC1G_09374,CC1G_09375,CC1G_09382,CC1G_09389,CC1G_11467,CC1G_12300,CC1G_12646,CC1G_12692,CC1G_12693,CC1G_12694,CC1G_12699,CC1G_12700,CC1G_12863,CC1G_13133,CC1G_13267,CC1G_13268,CC1G_13269,CC1G_13366,CC1G_13367,CC1G_13531,CC1G_14316,CC1G_14317,CC1G_15103,CC1G_15117,CC1G_15120,CC1G_15121,CC1G_15122,CC1G_15123,CC1G_15124,CC1G_15125,CC1G_15126,CC1G_15127,CC1G_15136,CC1G_15137,LACBIDRAFT_326357	orthomcl
CC1G_02237	Chr_10	1996983	1999279	-1	CC1G_02244,LACBIDRAFT_185962,LACBIDRAFT_393891	orthomcl
