#chrom	src_start	src_stop	strand	pc	pc_start	pc_stop	pc_strand
Chr_1	1306760	1331776	+	pchr_scaffold_11	966645	1001317	-
Chr_1	1331776	1345903	+	pchr_scaffold_11	1001317	1035037	-
Chr_1	1345903	1360841	+	pchr_scaffold_11	562795	590620	+
Chr_1	1360841	1379930	+	pchr_scaffold_11	590620	597807	+
Chr_1	1379930	1390593	+	pchr_scaffold_11	597807	605708	-
Chr_1	1390593	1420841	+	pchr_scaffold_11	27514	52160	-
Chr_1	1420841	1440024	+	pchr_scaffold_11	52160	66561	+
Chr_1	1440024	1448286	+	pchr_scaffold_11	322682	333948	+
Chr_1	1448286	1461254	+	pchr_scaffold_3	1986122	1992309	+
Chr_1	1461254	1477229	+	pchr_scaffold_11	546059	562795	-
Chr_1	1477229	1491603	+	pchr_scaffold_11	869771	890115	+
Chr_1	1491603	1503278	+	pchr_scaffold_11	901701	924891	-
Chr_1	1503278	1513015	+	pchr_scaffold_11	896532	901701	+
Chr_1	1513015	1531068	+	pchr_scaffold_11	890115	896532	-
Chr_1	1531068	1554895	+	pchr_scaffold_11	924891	966645	+
Chr_1	1554895	1647081	+	pchr_scaffold_11	1035037	1113378	+
Chr_1	1647081	1668012	+	pchr_scaffold_11	1113378	1137435	-
Chr_1	1668012	1680241	+	pchr_scaffold_11	1137435	1159109	+
Chr_1	1680241	1693148	+	pchr_scaffold_11	1159109	1160699	-
Chr_1	1693148	1708421	+	pchr_scaffold_11	1160699	1203993	+
Chr_1	1708982	1719148	+	pchr_scaffold_11	1203993	1215176	+
Chr_1	1719148	1736604	+	pchr_scaffold_11	1215176	1226288	-
Chr_1	1736604	1749429	+	pchr_scaffold_11	1226288	1243645	-
Chr_1	1749429	1751752	+	pchr_scaffold_11	716924	721623	-
Chr_1	1751752	1764716	+	pchr_scaffold_11	721623	739666	+
Chr_1	1767421	1787038	+	pchr_scaffold_11	739666	751361	-
Chr_1	1787038	1829593	+	pchr_scaffold_11	751361	834339	+
Chr_1	1829593	1850682	+	pchr_scaffold_11	658352	660127	-
Chr_1	1850682	1894290	+	pchr_scaffold_11	660127	716924	+
Chr_1	1909851	1931972	+	pchr_scaffold_11	22138	27514	-
Chr_1	1935766	1964125	+	pchr_scaffold_13	1211126	1221346	+
Chr_1	1964125	1995036	+	pchr_scaffold_3	1976494	1985103	+
Chr_1	1995036	2037244	+	pchr_scaffold_11	1291124	1346349	+
Chr_1	2037244	2064703	+	pchr_scaffold_13	1123272	1161912	-
Chr_1	2064703	2100715	+	pchr_scaffold_11	66561	136144	-
Chr_1	2100715	2104517	+	pchr_scaffold_25	8738	9549	+
Chr_1	2104517	2115789	+	pchr_scaffold_14	761795	788684	-
Chr_1	2115789	2145559	+	pchr_scaffold_14	906079	977734	+
Chr_1	2145559	2169382	+	pchr_scaffold_14	158646	166061	-
Chr_1	2169382	2207460	+	pchr_scaffold_14	66337	79611	-
Chr_1	2207460	2221901	+	pchr_scaffold_14	106719	111578	+
Chr_1	2221901	2233252	+	pchr_scaffold_14	79611	106719	+
Chr_1	2233252	2246208	+	pchr_scaffold_14	111578	125064	-
Chr_1	2247935	2271233	+	pchr_scaffold_14	125064	135603	+
Chr_1	2271233	2298168	+	pchr_scaffold_11	1349338	1406929	-
Chr_1	2298168	2422915	+	pchr_scaffold_11	605708	658352	+
Chr_1	2422915	2457353	+	pchr_scaffold_11	834339	869771	+
Chr_1	2457353	2463420	+	pchr_scaffold_11	333948	402623	-
Chr_1	2463420	2468335	+	pchr_scaffold_1	2109548	2127335	-
Chr_1	2474448	2480503	+	pchr_scaffold_11	430037	436723	+
Chr_1	2480503	2486737	+	pchr_scaffold_11	402623	430037	-
Chr_1	2493811	2502974	+	pchr_scaffold_11	436723	437372	-
Chr_1	2502974	2527418	+	pchr_scaffold_11	437372	473048	+
Chr_1	2527418	2542907	+	pchr_scaffold_11	473048	474549	-
Chr_1	2542907	2565224	+	pchr_scaffold_11	474549	525239	+
Chr_1	2565224	2582918	+	pchr_scaffold_13	849963	865557	-
Chr_1	2582918	2587225	+	pchr_scaffold_13	963328	974700	+
Chr_1	2587225	2628236	+	pchr_scaffold_13	890657	963328	-
Chr_1	2628236	2637543	+	pchr_scaffold_13	1036425	1047607	-
Chr_1	2637543	2699002	+	pchr_scaffold_13	1047607	1097580	+
Chr_1	2699002	2718579	+	pchr_scaffold_11	525239	546059	+
Chr_1	2718579	2761553	+	pchr_scaffold_13	1097580	1123272	-
Chr_1	2766385	2782590	+	pchr_scaffold_12	731289	742461	+
Chr_1	2782590	2792291	+	pchr_scaffold_13	52640	103975	-
Chr_1	2792291	2799416	+	pchr_scaffold_13	244285	286831	-
Chr_1	2799416	2822906	+	pchr_scaffold_4	519564	559225	-
Chr_1	2822906	2835219	+	pchr_scaffold_13	311622	320376	+
Chr_1	2835219	2842295	+	pchr_scaffold_13	320376	321673	-
Chr_1	2842295	2858276	+	pchr_scaffold_13	286831	311622	+
Chr_1	2858276	2862458	+	pchr_scaffold_13	865557	889638	+
Chr_1	2886235	2909165	+	pchr_scaffold_13	404242	422188	-
Chr_1	2920139	3018844	+	pchr_scaffold_13	743326	803714	+
Chr_1	3018844	3028750	+	pchr_scaffold_13	718469	743326	+
Chr_1	3028750	3043561	+	pchr_scaffold_13	708454	718469	+
Chr_1	3043561	3113496	+	pchr_scaffold_13	603507	708454	-
Chr_1	3113496	3118505	+	pchr_scaffold_13	586298	603507	-
Chr_1	3118505	3131960	+	pchr_scaffold_13	974700	1036425	+
Chr_1	3131960	3137086	+	pchr_scaffold_13	889638	890657	+
Chr_1	3137086	3156010	+	pchr_scaffold_13	831638	847060	+
Chr_1	3177448	3181191	+	pchr_scaffold_13	847060	849963	-
Chr_1	3225228	3235828	+	pchr_scaffold_13	51923	52640	+
Chr_1	3296098	3332723	+	pchr_scaffold_18	410717	509833	-
Chr_1	3342450	3387075	+	pchr_scaffold_13	103975	182673	-
Chr_1	3387075	3397358	+	pchr_scaffold_3	2240620	2280559	+
Chr_1	3397358	3410395	+	pchr_scaffold_18	219430	410717	-
Chr_1	3533085	3573881	+	pchr_scaffold_1	2918057	2920082	+
Chr_1	3573881	3582914	+	pchr_scaffold_18	204853	219430	+
Chr_1	3648259	3664190	+	pchr_scaffold_18	182573	204853	+
Chr_1	3664190	3782530	+	pchr_scaffold_13	803714	831638	-
Chr_1	3804813	3817418	+	pchr_scaffold_18	150626	182573	-
Chr_1	3853157	3960210	+	pchr_scaffold_18	148066	150626	+
Chr_1	3960210	4062125	+	pchr_scaffold_27	40144	148273	+
Chr_1	4062125	4123833	+	pchr_scaffold_13	434155	586298	+
Chr_2	45355	100555	+	pchr_scaffold_1	206546	254660	+
Chr_2	161631	217734	+	pchr_scaffold_1	195988	206546	+
Chr_2	217734	265580	+	pchr_scaffold_1	183067	195988	-
Chr_2	399571	450912	+	pchr_scaffold_5	2078663	2117734	+
Chr_2	450912	525981	+	pchr_scaffold_12	767573	779806	-
Chr_2	640677	666818	+	pchr_scaffold_1	43021	82917	+
Chr_2	666818	720732	+	pchr_scaffold_1	413225	429072	+
Chr_2	733226	742702	+	pchr_scaffold_1	429072	435090	+
Chr_2	787004	802775	+	pchr_scaffold_1	473809	482251	+
Chr_2	802775	827997	+	pchr_scaffold_1	435090	463029	+
Chr_2	829497	851174	+	pchr_scaffold_1	1755639	1810399	-
Chr_2	851174	889591	+	pchr_scaffold_1	1685520	1755639	-
Chr_2	889591	906578	+	pchr_scaffold_1	272083	317300	-
Chr_2	906578	918106	+	pchr_scaffold_1	116586	183067	+
Chr_2	918106	936030	+	pchr_scaffold_13	321673	404242	+
Chr_2	936030	951593	+	pchr_scaffold_1	1664381	1680109	+
Chr_2	951593	954696	+	pchr_scaffold_2	107414	123162	+
Chr_2	954696	956090	+	pchr_scaffold_1	1823323	1859567	-
Chr_2	956090	965206	+	pchr_scaffold_1	1527446	1543517	+
Chr_2	965206	1005849	+	pchr_scaffold_1	1543517	1544758	-
Chr_2	1005849	1020191	+	pchr_scaffold_1	1496198	1526146	+
Chr_2	1027430	1055152	+	pchr_scaffold_1	1610712	1664381	+
Chr_2	1055152	1058356	+	pchr_scaffold_1	108491	116586	-
Chr_2	1058356	1071447	+	pchr_scaffold_1	94764	108491	-
Chr_2	1071447	1100047	+	pchr_scaffold_1	82917	94764	+
Chr_2	1102649	1129494	+	pchr_scaffold_1	1227576	1267218	+
Chr_2	1129494	1137055	+	pchr_scaffold_1	1434405	1462900	+
Chr_2	1137055	1148864	+	pchr_scaffold_1	321334	363645	-
Chr_2	1160378	1164592	+	pchr_scaffold_1	872618	886143	-
Chr_2	1172400	1178357	+	pchr_scaffold_1	1544758	1610712	-
Chr_2	1178357	1182455	+	pchr_scaffold_1	1680109	1685520	+
Chr_2	1231400	1239555	+	pchr_scaffold_1	363645	413225	+
Chr_2	1239555	1249414	+	pchr_scaffold_1	255130	272083	-
Chr_2	1256040	1264397	+	pchr_scaffold_1	254660	255130	-
Chr_2	1264397	1265587	+	pchr_scaffold_1	463029	473809	+
Chr_2	1318477	1351526	+	pchr_scaffold_1	1044335	1082422	-
Chr_2	1351526	1364489	+	pchr_scaffold_1	484304	605112	-
Chr_2	1364489	1375319	+	pchr_scaffold_1	482251	484304	+
Chr_2	1375319	1389363	+	pchr_scaffold_1	1082422	1091444	+
Chr_2	1389363	1401886	+	pchr_scaffold_1	1134057	1140367	-
Chr_2	1401886	1423117	+	pchr_scaffold_1	1462900	1482491	+
Chr_2	1423117	1442247	+	pchr_scaffold_1	1482491	1494264	+
Chr_2	1442247	1449642	+	pchr_scaffold_1	1494264	1496198	-
Chr_2	1454827	1482673	+	pchr_scaffold_1	317300	321334	-
Chr_2	1482673	1519764	+	pchr_scaffold_1	999634	1044335	-
Chr_2	1519764	1532919	+	pchr_scaffold_1	857651	872618	-
Chr_2	1532919	1535403	+	pchr_scaffold_1	847687	857651	-
Chr_2	1535403	1546212	+	pchr_scaffold_1	1267218	1275818	+
Chr_2	1546212	1561077	+	pchr_scaffold_1	1275818	1288896	+
Chr_2	1561077	1636789	+	pchr_scaffold_1	1288896	1377484	+
Chr_2	1636789	1647781	+	pchr_scaffold_1	1384364	1434405	-
Chr_2	1647781	1659620	+	pchr_scaffold_1	2360484	2566246	+
Chr_2	1659620	1663843	+	pchr_scaffold_1	1091444	1104500	-
Chr_2	1663843	1676006	+	pchr_scaffold_1	1115576	1134057	+
Chr_2	1676006	1724679	+	pchr_scaffold_1	2749729	2806144	+
Chr_2	1724679	1726735	+	pchr_scaffold_1	1377484	1384364	+
Chr_2	1726735	1756536	+	pchr_scaffold_1	914857	966301	-
Chr_2	1757733	1789842	+	pchr_scaffold_1	966301	999634	-
Chr_2	1789842	1796378	+	pchr_scaffold_1	2703956	2706744	+
Chr_2	1796378	1803258	+	pchr_scaffold_1	2706744	2709739	+
Chr_2	1803258	1818152	+	pchr_scaffold_1	2709739	2749729	+
Chr_2	1818152	1834702	+	pchr_scaffold_1	1991120	1999032	+
Chr_2	1834702	1838950	+	pchr_scaffold_1	1173619	1176391	+
Chr_2	1838950	1845290	+	pchr_scaffold_1	1177007	1187381	+
Chr_2	1845290	1862707	+	pchr_scaffold_1	1176391	1177007	+
Chr_2	1862707	1896713	+	pchr_scaffold_1	1166483	1173619	-
Chr_2	1896713	1909324	+	pchr_scaffold_1	886143	914857	-
Chr_2	1912138	1929504	+	pchr_scaffold_1	723000	762907	-
Chr_2	1932696	1945943	+	pchr_scaffold_1	657300	678368	+
Chr_2	1945943	1953285	+	pchr_scaffold_1	678368	678844	-
Chr_2	1980568	1985278	+	pchr_scaffold_1	2005194	2019034	+
Chr_2	2000367	2024475	+	pchr_scaffold_1	681541	723000	-
Chr_2	2038323	2044272	+	pchr_scaffold_1	1999032	2000168	-
Chr_2	2044272	2058583	+	pchr_scaffold_1	2000168	2005194	-
Chr_2	2058583	2063854	+	pchr_scaffold_1	2032575	2108240	+
Chr_2	2063854	2066909	+	pchr_scaffold_1	2019034	2032575	-
Chr_2	2066909	2071633	+	pchr_scaffold_1	678844	681541	-
Chr_2	2076400	2080431	+	pchr_scaffold_1	2108240	2109548	-
Chr_2	2080431	2091314	+	pchr_scaffold_1	2128609	2141962	-
Chr_2	2091314	2094807	+	pchr_scaffold_1	2127335	2128609	+
Chr_2	2094807	2107608	+	pchr_scaffold_1	2141962	2145632	+
Chr_2	2107608	2119581	+	pchr_scaffold_1	2186957	2194770	+
Chr_2	2119581	2162583	+	pchr_scaffold_1	2176085	2186957	-
Chr_2	2162583	2220244	+	pchr_scaffold_1	2209142	2336763	+
Chr_2	2228275	2235200	+	pchr_scaffold_1	2566246	2618390	+
Chr_2	2235200	2242140	+	pchr_scaffold_1	2338209	2360484	-
Chr_2	2242140	2253008	+	pchr_scaffold_1	2336763	2338209	+
Chr_2	2262453	2266779	+	pchr_scaffold_1	1871194	1891053	+
Chr_2	2342796	2395055	+	pchr_scaffold_1	1859567	1871194	-
Chr_2	2408188	2420749	+	pchr_scaffold_1	1891053	1934863	-
Chr_2	2420749	2436710	+	pchr_scaffold_1	1934863	1991120	+
Chr_2	2436710	2449602	+	pchr_scaffold_1	2806144	2832169	+
Chr_2	2449602	2453710	+	pchr_scaffold_1	1187381	1227576	-
Chr_2	2481808	2488383	+	pchr_scaffold_1	3062526	3090684	+
Chr_2	2504309	2506844	+	pchr_scaffold_1	2618390	2622920	-
Chr_2	2506844	2531361	+	pchr_scaffold_1	2622920	2661949	+
Chr_2	2531361	2585242	+	pchr_scaffold_1	1104500	1115576	-
Chr_2	2591159	2605883	+	pchr_scaffold_1	1140367	1166483	-
Chr_2	2605883	2618382	+	pchr_scaffold_1	762907	836330	+
Chr_2	2618382	2620103	+	pchr_scaffold_1	2832169	2833868	+
Chr_2	2620103	2654212	+	pchr_scaffold_1	2833868	2909027	+
Chr_2	2654212	2688312	+	pchr_scaffold_1	605112	616355	+
Chr_2	2690706	2711163	+	pchr_scaffold_1	1810399	1823323	+
Chr_2	2711163	2729759	+	pchr_scaffold_1	2959686	2961135	+
Chr_2	2729759	2773207	+	pchr_scaffold_1	2961135	2962951	+
Chr_2	2775171	2789848	+	pchr_scaffold_1	2909027	2918057	-
Chr_2	2789848	2821285	+	pchr_scaffold_1	2955512	2959686	-
Chr_2	2821285	2850351	+	pchr_scaffold_1	2926063	2955512	-
Chr_2	2850351	2859830	+	pchr_scaffold_1	3032944	3041227	+
Chr_2	2912509	2929673	+	pchr_scaffold_1	2996591	3032944	+
Chr_2	2929673	2943266	+	pchr_scaffold_1	2962951	2996591	+
Chr_2	2943266	2969473	+	pchr_scaffold_1	2920082	2926063	+
Chr_2	3679320	3725586	+	pchr_scaffold_5	1869721	2026096	-
Chr_3	24682	75871	+	pchr_scaffold_5	2026096	2078663	+
Chr_3	473533	514782	+	pchr_scaffold_4	1078666	1167556	-
Chr_3	514782	552148	+	pchr_scaffold_4	1066365	1078666	+
Chr_3	552148	598502	+	pchr_scaffold_4	1388911	1492504	+
Chr_3	615162	643907	+	pchr_scaffold_4	1053222	1066365	-
Chr_3	678064	713579	+	pchr_scaffold_4	1167556	1259074	-
Chr_3	713579	719299	+	pchr_scaffold_4	1380843	1388911	+
Chr_3	810311	820058	+	pchr_scaffold_12	975391	983637	-
Chr_3	820058	909536	+	pchr_scaffold_12	983637	1005636	+
Chr_3	930078	950787	+	pchr_scaffold_6	950000	971390	-
Chr_3	950787	964678	+	pchr_scaffold_6	847025	909244	+
Chr_3	964678	974715	+	pchr_scaffold_6	1781726	1807340	-
Chr_3	974715	990879	+	pchr_scaffold_6	1243995	1263438	+
Chr_3	1085240	1087310	+	pchr_scaffold_6	1894685	1918719	+
Chr_3	1087310	1105892	+	pchr_scaffold_6	1931890	1959749	+
Chr_3	1138668	1169690	+	pchr_scaffold_6	1265386	1276347	-
Chr_3	1172494	1193368	+	pchr_scaffold_4	1013972	1022961	+
Chr_3	1193368	1212620	+	pchr_scaffold_7	1070278	1089553	-
Chr_3	1212620	1249488	+	pchr_scaffold_21	130692	131443	+
Chr_3	1251956	1262236	+	pchr_scaffold_6	1713353	1778932	+
Chr_3	1298297	1298965	+	pchr_scaffold_6	752241	767981	-
Chr_3	1326612	1334114	+	pchr_scaffold_4	1321005	1359133	-
Chr_3	1361548	1367711	+	pchr_scaffold_12	1040858	1175488	+
Chr_3	1367711	1412566	+	pchr_scaffold_11	1243645	1291124	+
Chr_3	1412566	1466825	+	pchr_scaffold_15	568033	695078	-
Chr_3	1479547	1505942	+	pchr_scaffold_6	1096018	1146248	-
Chr_3	1507479	1525298	+	pchr_scaffold_6	1020688	1096018	+
Chr_3	1525298	1559732	+	pchr_scaffold_6	767981	820297	+
Chr_3	1559732	1575242	+	pchr_scaffold_6	730813	752241	-
Chr_3	1575242	1580877	+	pchr_scaffold_6	1927216	1931890	-
Chr_3	1601079	1603957	+	pchr_scaffold_6	845833	847025	-
Chr_3	1633043	1643237	+	pchr_scaffold_6	1778932	1781726	+
Chr_3	1653329	1668380	+	pchr_scaffold_12	1175488	1227699	+
Chr_3	1668380	1672152	+	pchr_scaffold_240	74	2083	-
Chr_3	1715429	1721442	+	pchr_scaffold_10	73887	76508	+
Chr_3	1721442	1797007	+	pchr_scaffold_6	971390	1020688	-
Chr_3	1797007	1829353	+	pchr_scaffold_4	1492504	1549838	-
Chr_3	1829353	1832079	+	pchr_scaffold_21	131443	318725	-
Chr_3	1832079	1838205	+	pchr_scaffold_11	19475	22138	+
Chr_3	1838205	1875540	+	pchr_scaffold_12	970947	975391	+
Chr_3	1882524	1893301	+	pchr_scaffold_6	1959749	2026178	-
Chr_3	1893301	1945806	+	pchr_scaffold_13	428722	434155	-
Chr_3	1945806	1955542	+	pchr_scaffold_15	201005	261059	+
Chr_3	1955542	1974586	+	pchr_scaffold_15	261059	401611	-
Chr_3	1976614	2009917	+	pchr_scaffold_15	67617	201005	-
Chr_3	2009917	2037262	+	pchr_scaffold_3	1062479	1084375	+
Chr_3	2050805	2078740	+	pchr_scaffold_15	422858	568033	-
Chr_3	2085061	2117892	+	pchr_scaffold_15	401611	422858	-
Chr_3	2158522	2224658	+	pchr_scaffold_6	1276347	1369698	+
Chr_3	2270456	2278876	+	pchr_scaffold_6	700206	730813	-
Chr_3	2282714	2306609	+	pchr_scaffold_4	1022961	1053222	-
Chr_3	2327396	2357613	+	pchr_scaffold_6	1263438	1265386	+
Chr_3	2357613	2371506	+	pchr_scaffold_6	1228303	1243995	-
Chr_3	2393022	2404494	+	pchr_scaffold_16	406539	591483	+
Chr_3	2404494	2407725	+	pchr_scaffold_12	1011991	1013981	+
Chr_3	2407725	2445725	+	pchr_scaffold_4	1359133	1380843	-
Chr_3	2445725	2478706	+	pchr_scaffold_12	1005636	1011991	-
Chr_3	2478706	2486951	+	pchr_scaffold_12	1013981	1040858	+
Chr_3	2511989	2521886	+	pchr_scaffold_6	820297	845833	+
Chr_3	2521886	2585511	+	pchr_scaffold_6	1158086	1228303	-
Chr_3	2585511	2589604	+	pchr_scaffold_6	342831	381729	+
Chr_3	2591171	2614795	+	pchr_scaffold_6	909244	950000	+
Chr_3	2614795	2618362	+	pchr_scaffold_15	65657	67617	+
Chr_3	2618362	2647694	+	pchr_scaffold_6	386835	406088	+
Chr_3	2647694	2668334	+	pchr_scaffold_6	381729	386835	+
Chr_3	2668334	2691274	+	pchr_scaffold_6	142497	182479	-
Chr_3	2691274	2702586	+	pchr_scaffold_6	1840586	1894685	+
Chr_3	2702586	2716627	+	pchr_scaffold_6	182479	235401	+
Chr_3	2716627	2735270	+	pchr_scaffold_6	1146248	1158086	-
Chr_3	2767519	2792524	+	pchr_scaffold_6	1570810	1713353	+
Chr_3	2905102	3000604	+	pchr_scaffold_6	415661	531843	+
Chr_3	3034904	3064106	+	pchr_scaffold_6	406088	415661	+
Chr_3	3097945	3125906	+	pchr_scaffold_6	235401	342831	-
Chr_3	3125906	3135005	+	pchr_scaffold_6	531843	579018	+
Chr_3	3135005	3171326	+	pchr_scaffold_6	579018	700206	+
Chr_3	3171326	3193840	+	pchr_scaffold_6	1807340	1840586	+
Chr_4	20138	131925	+	pchr_scaffold_4	66975	295185	+
Chr_4	168791	184683	+	pchr_scaffold_5	475110	598474	+
Chr_4	199449	231277	+	pchr_scaffold_19	131549	380430	+
Chr_4	283132	284822	+	pchr_scaffold_10	378993	426043	-
Chr_4	352238	387163	+	pchr_scaffold_10	659980	680156	+
Chr_4	426233	432852	+	pchr_scaffold_29	63774	70301	-
Chr_4	432852	441624	+	pchr_scaffold_10	716760	875246	+
Chr_4	448626	455023	+	pchr_scaffold_19	422071	426603	+
Chr_4	455023	490327	+	pchr_scaffold_19	38617	97150	-
Chr_4	490327	496401	+	pchr_scaffold_29	70301	71514	+
Chr_4	580308	601861	+	pchr_scaffold_19	24511	33627	+
Chr_4	601861	663691	+	pchr_scaffold_28	64606	78395	-
Chr_4	663691	736344	+	pchr_scaffold_4	408170	448959	+
Chr_4	767463	834644	+	pchr_scaffold_4	295185	324407	-
Chr_4	963275	971401	+	pchr_scaffold_4	458632	497112	+
Chr_4	971401	1084087	+	pchr_scaffold_4	448959	458632	+
Chr_4	1084995	1088871	+	pchr_scaffold_4	843929	877247	-
Chr_4	1158544	1159793	+	pchr_scaffold_1	836330	847687	-
Chr_4	1161828	1196843	+	pchr_scaffold_4	326269	408170	-
Chr_4	1272156	1288635	+	pchr_scaffold_7	201776	288078	-
Chr_4	1288635	1290293	+	pchr_scaffold_16	74831	76288	-
Chr_4	1290293	1303625	+	pchr_scaffold_16	76288	171633	+
Chr_4	1303625	1310683	+	pchr_scaffold_4	324407	326269	-
Chr_4	1388776	1409039	+	pchr_scaffold_16	71728	74831	+
Chr_4	1427654	1458685	+	pchr_scaffold_17	120752	253765	+
Chr_4	1465633	1513769	+	pchr_scaffold_7	490604	654464	-
Chr_4	1513769	1579652	+	pchr_scaffold_7	441524	465130	+
Chr_4	1579652	1605694	+	pchr_scaffold_7	465130	467566	-
Chr_4	1605694	1617473	+	pchr_scaffold_20	125590	177814	+
Chr_4	1697320	1716563	+	pchr_scaffold_4	888832	1013972	-
Chr_4	1716563	1725545	+	pchr_scaffold_4	877247	888832	+
Chr_4	1742228	1746644	+	pchr_scaffold_16	277539	336732	-
Chr_4	1746644	1753219	+	pchr_scaffold_16	195763	209321	+
Chr_4	1795054	1814331	+	pchr_scaffold_16	276270	277539	+
Chr_4	1814331	1819007	+	pchr_scaffold_3	1312109	1333839	-
Chr_4	1819007	1830434	+	pchr_scaffold_7	489442	490604	-
Chr_4	1830434	1833837	+	pchr_scaffold_7	467566	489442	+
Chr_4	1833837	1859928	+	pchr_scaffold_16	337419	380746	+
Chr_4	1864698	1879597	+	pchr_scaffold_16	380746	386744	+
Chr_4	1879597	1889356	+	pchr_scaffold_7	288078	375030	-
Chr_4	1955264	1957078	+	pchr_scaffold_16	43758	70457	+
Chr_4	1960998	1973532	+	pchr_scaffold_4	829821	843929	+
Chr_4	1973532	1987073	+	pchr_scaffold_16	209321	240934	+
Chr_4	1987073	1993470	+	pchr_scaffold_4	806110	829821	-
Chr_4	1993470	2005050	+	pchr_scaffold_7	36072	37853	+
Chr_4	2005050	2015821	+	pchr_scaffold_7	15829	36072	-
Chr_4	2015821	2055470	+	pchr_scaffold_7	37853	75703	+
Chr_4	2055470	2084371	+	pchr_scaffold_8	1345016	1386878	-
Chr_4	2102209	2111843	+	pchr_scaffold_7	78107	103499	+
Chr_4	2111843	2116997	+	pchr_scaffold_7	1141833	1402006	+
Chr_4	2116997	2121649	+	pchr_scaffold_7	140983	144660	+
Chr_4	2121649	2192139	+	pchr_scaffold_7	944403	996767	-
Chr_4	2194739	2205178	+	pchr_scaffold_16	270120	276270	+
Chr_4	2212038	2226133	+	pchr_scaffold_16	386744	392231	-
Chr_4	2226133	2236228	+	pchr_scaffold_16	402790	406539	-
Chr_4	2267583	2275070	+	pchr_scaffold_16	336732	337419	-
Chr_4	2275070	2294470	+	pchr_scaffold_4	559225	718425	-
Chr_4	2294470	2320582	+	pchr_scaffold_4	730286	762173	+
Chr_4	2337230	2362813	+	pchr_scaffold_16	171633	195763	+
Chr_4	2370574	2383016	+	pchr_scaffold_16	240934	270120	-
Chr_4	2383016	2388008	+	pchr_scaffold_4	497112	519564	+
Chr_4	2388008	2430215	+	pchr_scaffold_4	762173	806110	-
Chr_4	2430215	2438304	+	pchr_scaffold_1	2194770	2197072	+
Chr_4	2534814	2544545	+	pchr_scaffold_16	396517	402790	-
Chr_4	2544545	2565368	+	pchr_scaffold_16	392231	396517	-
Chr_4	2600664	2658020	+	pchr_scaffold_9	312185	334649	+
Chr_4	2698912	2738602	+	pchr_scaffold_7	103499	140983	+
Chr_4	2773030	2790239	+	pchr_scaffold_7	176246	185101	+
Chr_4	2790239	2814445	+	pchr_scaffold_7	144660	176246	-
Chr_4	2814445	2852236	+	pchr_scaffold_7	185101	201776	-
Chr_4	2870950	2943044	+	pchr_scaffold_7	379442	441524	+
Chr_4	3139823	3147819	+	pchr_scaffold_7	375030	379442	+
Chr_4	3378251	3393195	+	pchr_scaffold_4	718425	730286	-
Chr_5	189078	291890	+	pchr_scaffold_2	2884809	3027300	-
Chr_5	291890	313180	+	pchr_scaffold_2	2824298	2884809	-
Chr_5	313180	321240	+	pchr_scaffold_2	2507209	2518462	-
Chr_5	321240	346525	+	pchr_scaffold_2	2520769	2540771	+
Chr_5	350501	352975	+	pchr_scaffold_2	2443798	2507209	+
Chr_5	396841	407352	+	pchr_scaffold_2	2719394	2749239	+
