#chrom	src_start	src_stop	strand	lb	lb_start	lb_stop	lb_strand
Chr_1	783342	799256	+	Lbic_S238N-H82_LACBIscaffold_1	2815452	2818722	-
Chr_1	799256	804336	+	Lbic_S238N-H82_LACBIscaffold_1	2702421	2709563	-
Chr_1	804336	806801	+	Lbic_S238N-H82_LACBIscaffold_1	2709563	2712678	+
Chr_1	806801	822975	+	Lbic_S238N-H82_LACBIscaffold_1	2712678	2717742	-
Chr_1	822975	836831	+	Lbic_S238N-H82_LACBIscaffold_1	2766893	2778637	-
Chr_1	836831	900706	+	Lbic_S238N-H82_LACBIscaffold_1	2717742	2766893	-
Chr_1	900706	912372	+	Lbic_S238N-H82_LACBIscaffold_1	2788854	2798790	-
Chr_1	912372	916986	+	Lbic_S238N-H82_LACBIscaffold_1	2778637	2781180	-
Chr_1	916986	922301	+	Lbic_S238N-H82_LACBIscaffold_1	2781180	2788854	-
Chr_1	922301	924173	+	Lbic_S238N-H82_LACBIscaffold_1	2798790	2806147	+
Chr_1	924173	952622	+	Lbic_S238N-H82_LACBIscaffold_1	2806147	2815452	+
Chr_1	952622	961738	+	Lbic_S238N-H82_LACBIscaffold_1	2821005	2830350	-
Chr_1	961738	989629	+	Lbic_S238N-H82_LACBIscaffold_1	2830350	2844654	+
Chr_1	989629	1001004	+	Lbic_S238N-H82_LACBIscaffold_1	2870110	2882365	+
Chr_1	1001004	1009556	+	Lbic_S238N-H82_LACBIscaffold_1	2844654	2850077	+
Chr_1	1009556	1044873	+	Lbic_S238N-H82_LACBIscaffold_1	2904139	2927620	-
Chr_1	1044873	1060443	+	Lbic_S238N-H82_LACBIscaffold_1	2895130	2904139	-
Chr_1	1060443	1081746	+	Lbic_S238N-H82_LACBIscaffold_1	2887421	2895130	-
Chr_1	1081746	1083738	+	Lbic_S238N-H82_LACBIscaffold_1	2885859	2887421	+
Chr_1	1083738	1087615	+	Lbic_S238N-H82_LACBIscaffold_1	2882365	2885859	-
Chr_1	1087615	1094143	+	Lbic_S238N-H82_LACBIscaffold_1	2850077	2870110	-
Chr_1	1094143	1111876	+	Lbic_S238N-H82_LACBIscaffold_1	2927620	2945771	+
Chr_1	1111876	1115056	+	Lbic_S238N-H82_LACBIscaffold_1	2968642	2971104	-
Chr_1	1115056	1118968	+	Lbic_S238N-H82_LACBIscaffold_1	2962795	2968642	+
Chr_1	1118968	1121382	+	Lbic_S238N-H82_LACBIscaffold_12	1050629	1053220	+
Chr_1	1121382	1125209	+	Lbic_S238N-H82_LACBIscaffold_12	1110186	1115184	+
Chr_1	1125209	1144134	+	Lbic_S238N-H82_LACBIscaffold_12	1060320	1070189	+
Chr_1	1144134	1156903	+	Lbic_S238N-H82_LACBIscaffold_12	1053220	1060320	-
Chr_1	1156903	1165719	+	Lbic_S238N-H82_LACBIscaffold_12	1013608	1020902	+
Chr_1	1165719	1224091	+	Lbic_S238N-H82_LACBIscaffold_12	1045508	1050629	-
Chr_1	1224091	1242416	+	Lbic_S238N-H82_LACBIscaffold_1	2948069	2962795	+
Chr_1	1260900	1266879	+	Lbic_S238N-H82_LACBIscaffold_61	33792	42048	-
Chr_1	1266879	1281342	+	Lbic_S238N-H82_LACBIscaffold_1	2971104	3225363	-
Chr_1	1281342	1302259	+	Lbic_S238N-H82_LACBIscaffold_12	1070189	1110186	-
Chr_1	1302259	1306760	+	Lbic_S238N-H82_LACBIscaffold_57	238606	243004	+
Chr_1	1306760	1331776	+	Lbic_S238N-H82_LACBIscaffold_1	161360	169922	+
Chr_1	1331776	1345903	+	Lbic_S238N-H82_LACBIscaffold_1	145648	161360	+
Chr_1	1345903	1360841	+	Lbic_S238N-H82_LACBIscaffold_1	36219	46581	-
Chr_1	1360841	1379930	+	Lbic_S238N-H82_LACBIscaffold_1	4252	31634	-
Chr_1	1379930	1390593	+	Lbic_S238N-H82_LACBIscaffold_1	2534204	2642059	-
Chr_1	1390593	1420841	+	Lbic_S238N-H82_LACBIscaffold_1	2642059	2670099	+
Chr_1	1420841	1440024	+	Lbic_S238N-H82_LACBIscaffold_1	2670099	2693189	+
Chr_1	1440024	1448286	+	Lbic_S238N-H82_LACBIscaffold_1	2693189	2702421	+
Chr_1	1448286	1461254	+	Lbic_S238N-H82_LACBIscaffold_1	46581	56495	+
Chr_1	1461254	1477229	+	Lbic_S238N-H82_LACBIscaffold_1	56495	70717	+
Chr_1	1477229	1491603	+	Lbic_S238N-H82_LACBIscaffold_1	70717	91263	+
Chr_1	1491603	1503278	+	Lbic_S238N-H82_LACBIscaffold_1	91263	97496	+
Chr_1	1503278	1513015	+	Lbic_S238N-H82_LACBIscaffold_1	97496	106343	+
Chr_1	1513015	1531068	+	Lbic_S238N-H82_LACBIscaffold_1	106343	123478	+
Chr_1	1531068	1554895	+	Lbic_S238N-H82_LACBIscaffold_1	123478	145648	+
Chr_1	1554895	1647081	+	Lbic_S238N-H82_LACBIscaffold_1	169922	239748	+
Chr_1	1647081	1668012	+	Lbic_S238N-H82_LACBIscaffold_1	239748	255816	-
Chr_1	1668012	1680241	+	Lbic_S238N-H82_LACBIscaffold_1	255816	278668	+
Chr_1	1680241	1693148	+	Lbic_S238N-H82_LACBIscaffold_1	278668	284774	+
Chr_1	1693148	1708421	+	Lbic_S238N-H82_LACBIscaffold_1	284774	298748	+
Chr_1	1708421	1708982	+	Lbic_S238N-H82_LACBIscaffold_7	468750	471039	-
Chr_1	1708982	1719148	+	Lbic_S238N-H82_LACBIscaffold_1	298748	306014	+
Chr_1	1719148	1736604	+	Lbic_S238N-H82_LACBIscaffold_1	306014	325055	+
Chr_1	1736604	1749429	+	Lbic_S238N-H82_LACBIscaffold_1	325055	338281	+
Chr_1	1749429	1751752	+	Lbic_S238N-H82_LACBIscaffold_1	338281	340758	+
Chr_1	1751752	1764716	+	Lbic_S238N-H82_LACBIscaffold_1	340758	355322	-
Chr_1	1764716	1767421	+	Lbic_S238N-H82_LACBIscaffold_24	119296	122858	+
Chr_1	1767421	1787038	+	Lbic_S238N-H82_LACBIscaffold_1	355322	369938	+
Chr_1	1787038	1829593	+	Lbic_S238N-H82_LACBIscaffold_1	369938	415809	+
Chr_1	1829593	1850682	+	Lbic_S238N-H82_LACBIscaffold_1	415809	427710	+
Chr_1	1850682	1894290	+	Lbic_S238N-H82_LACBIscaffold_1	427710	458203	+
Chr_1	1894290	1902338	+	Lbic_S238N-H82_LACBIscaffold_1	458203	466111	-
Chr_1	1902338	1904340	+	Lbic_S238N-H82_LACBIscaffold_1	466111	471116	+
Chr_1	1904340	1909851	+	Lbic_S238N-H82_LACBIscaffold_40	193834	209450	-
Chr_1	1909851	1931972	+	Lbic_S238N-H82_LACBIscaffold_1	471116	500202	+
Chr_1	1931972	1935766	+	Lbic_S238N-H82_LACBIscaffold_1	824791	832170	-
Chr_1	1935766	1964125	+	Lbic_S238N-H82_LACBIscaffold_1	500202	529494	+
Chr_1	1964125	1995036	+	Lbic_S238N-H82_LACBIscaffold_1	529494	556265	+
Chr_1	1995036	2037244	+	Lbic_S238N-H82_LACBIscaffold_1	556265	600164	+
Chr_1	2037244	2064703	+	Lbic_S238N-H82_LACBIscaffold_1	600164	626271	+
Chr_1	2064703	2100715	+	Lbic_S238N-H82_LACBIscaffold_1	626271	651985	+
Chr_1	2100715	2104517	+	Lbic_S238N-H82_LACBIscaffold_1	651985	654473	+
Chr_1	2115789	2145559	+	Lbic_S238N-H82_LACBIscaffold_1	654473	695063	+
Chr_1	2145559	2169382	+	Lbic_S238N-H82_LACBIscaffold_1	695063	733517	-
Chr_1	2169382	2207460	+	Lbic_S238N-H82_LACBIscaffold_1	733517	765269	+
Chr_1	2207460	2221901	+	Lbic_S238N-H82_LACBIscaffold_1	765269	781698	+
Chr_1	2221901	2233252	+	Lbic_S238N-H82_LACBIscaffold_1	781698	789516	+
Chr_1	2233252	2246208	+	Lbic_S238N-H82_LACBIscaffold_1	789516	795873	+
Chr_1	2246208	2247935	+	Lbic_S238N-H82_LACBIscaffold_6	1897708	1900748	-
Chr_1	2247935	2271233	+	Lbic_S238N-H82_LACBIscaffold_1	795873	816425	-
Chr_1	2271233	2298168	+	Lbic_S238N-H82_LACBIscaffold_1	816425	824791	+
Chr_1	2298168	2422915	+	Lbic_S238N-H82_LACBIscaffold_1	832170	959579	+
Chr_1	2422915	2457353	+	Lbic_S238N-H82_LACBIscaffold_1	959579	993215	+
Chr_1	2457353	2463420	+	Lbic_S238N-H82_LACBIscaffold_1	994929	999013	+
Chr_1	2463420	2468335	+	Lbic_S238N-H82_LACBIscaffold_1	999013	1003019	+
Chr_1	2468335	2474448	+	Lbic_S238N-H82_LACBIscaffold_1	1015477	1021270	-
Chr_1	2474448	2480503	+	Lbic_S238N-H82_LACBIscaffold_1	1021270	1028064	-
Chr_1	2480503	2486737	+	Lbic_S238N-H82_LACBIscaffold_1	1003019	1008890	-
Chr_1	2486737	2493811	+	Lbic_S238N-H82_LACBIscaffold_1	1028064	1036793	+
Chr_1	2493811	2502974	+	Lbic_S238N-H82_LACBIscaffold_1	1008890	1015477	-
Chr_1	2502974	2527418	+	Lbic_S238N-H82_LACBIscaffold_1	1036793	1060436	+
Chr_1	2527418	2542907	+	Lbic_S238N-H82_LACBIscaffold_1	1060436	1072955	+
Chr_1	2542907	2565224	+	Lbic_S238N-H82_LACBIscaffold_1	1072955	1103172	+
Chr_1	2565224	2582918	+	Lbic_S238N-H82_LACBIscaffold_1	1103172	1107511	+
Chr_1	2582918	2587225	+	Lbic_S238N-H82_LACBIscaffold_1	1107511	1110414	+
Chr_1	2587225	2628236	+	Lbic_S238N-H82_LACBIscaffold_1	1110414	1150274	+
Chr_1	2628236	2637543	+	Lbic_S238N-H82_LACBIscaffold_1	1150274	1158818	+
Chr_1	2637543	2699002	+	Lbic_S238N-H82_LACBIscaffold_1	1158818	1213346	+
Chr_1	2699002	2718579	+	Lbic_S238N-H82_LACBIscaffold_1	1213346	1233634	+
Chr_1	2718579	2761553	+	Lbic_S238N-H82_LACBIscaffold_1	1233634	1262705	+
Chr_1	2761553	2766385	+	Lbic_S238N-H82_LACBIscaffold_1	1262705	1266991	-
Chr_1	2766385	2782590	+	Lbic_S238N-H82_LACBIscaffold_1	1266991	1288417	+
Chr_1	2782590	2792291	+	Lbic_S238N-H82_LACBIscaffold_1	1288417	1310650	+
Chr_1	2792291	2799416	+	Lbic_S238N-H82_LACBIscaffold_4	1649594	1652943	+
Chr_1	2799416	2822906	+	Lbic_S238N-H82_LACBIscaffold_1	1310650	1334707	+
Chr_1	2822906	2835219	+	Lbic_S238N-H82_LACBIscaffold_1	1334707	1347240	+
Chr_1	2835219	2842295	+	Lbic_S238N-H82_LACBIscaffold_1	1347240	1351795	+
Chr_1	2842295	2858276	+	Lbic_S238N-H82_LACBIscaffold_1	1351795	1367646	+
Chr_1	2858276	2862458	+	Lbic_S238N-H82_LACBIscaffold_1	1584319	1591057	+
Chr_1	2862458	2875532	+	Lbic_S238N-H82_LACBIscaffold_1	1367646	1379830	+
Chr_1	2875532	2886235	+	Lbic_S238N-H82_LACBIscaffold_1	1750690	1764920	+
Chr_1	2886235	2909165	+	Lbic_S238N-H82_LACBIscaffold_1	1379830	1406453	-
Chr_1	2909165	2920139	+	Lbic_S238N-H82_LACBIscaffold_1	1743096	1750690	-
Chr_1	2920139	3018844	+	Lbic_S238N-H82_LACBIscaffold_1	1406453	1489915	+
Chr_1	3018844	3028750	+	Lbic_S238N-H82_LACBIscaffold_1	1489915	1499020	+
Chr_1	3028750	3043561	+	Lbic_S238N-H82_LACBIscaffold_1	1499020	1513111	+
Chr_1	3043561	3113496	+	Lbic_S238N-H82_LACBIscaffold_1	1513111	1583592	+
Chr_1	3113496	3118505	+	Lbic_S238N-H82_LACBIscaffold_1	1653725	1656644	+
Chr_1	3118505	3131960	+	Lbic_S238N-H82_LACBIscaffold_1	1593627	1620311	-
Chr_1	3131960	3137086	+	Lbic_S238N-H82_LACBIscaffold_1	1591057	1593627	-
Chr_1	3137086	3156010	+	Lbic_S238N-H82_LACBIscaffold_1	1705625	1743096	-
Chr_1	3156010	3177448	+	Lbic_S238N-H82_LACBIscaffold_1	1668091	1695430	+
Chr_1	3177448	3181191	+	Lbic_S238N-H82_LACBIscaffold_1	1703045	1705625	+
Chr_1	3181191	3195230	+	Lbic_S238N-H82_LACBIscaffold_1	1656644	1668091	-
Chr_1	3195230	3208193	+	Lbic_S238N-H82_LACBIscaffold_1	1620311	1632128	+
Chr_1	3208193	3210534	+	Lbic_S238N-H82_LACBIscaffold_42	331755	348359	+
Chr_1	3210534	3225228	+	Lbic_S238N-H82_LACBIscaffold_1	1632128	1653725	+
Chr_1	3225228	3235828	+	Lbic_S238N-H82_LACBIscaffold_1	1764920	1775743	+
Chr_1	3235828	3250565	+	Lbic_S238N-H82_LACBIscaffold_1	1695430	1703045	-
Chr_1	3250565	3296098	+	Lbic_S238N-H82_LACBIscaffold_1	1775743	1869788	+
Chr_1	3296098	3332723	+	Lbic_S238N-H82_LACBIscaffold_1	1869788	1931941	-
Chr_1	3332723	3334499	+	Lbic_S238N-H82_LACBIscaffold_31	64834	124977	+
Chr_1	3334499	3342450	+	Lbic_S238N-H82_LACBIscaffold_1	1955660	1986382	+
Chr_1	3342450	3387075	+	Lbic_S238N-H82_LACBIscaffold_1	2091573	2117516	+
Chr_1	3387075	3397358	+	Lbic_S238N-H82_LACBIscaffold_1	1944605	1955660	-
Chr_1	3397358	3410395	+	Lbic_S238N-H82_LACBIscaffold_1	1931941	1944605	-
Chr_1	3410395	3424635	+	Lbic_S238N-H82_LACBIscaffold_1	2022570	2091573	+
Chr_1	3424635	3435072	+	Lbic_S238N-H82_LACBIscaffold_1	1986382	1993108	+
Chr_1	3435072	3439173	+	Lbic_S238N-H82_LACBIscaffold_1	2945771	2948069	+
Chr_1	3439173	3443842	+	Lbic_S238N-H82_LACBIscaffold_1	2226875	2263734	+
Chr_1	3443842	3449480	+	Lbic_S238N-H82_LACBIscaffold_1	2152790	2188631	+
Chr_1	3449480	3469511	+	Lbic_S238N-H82_LACBIscaffold_1	2442099	2534204	+
Chr_1	3469511	3478848	+	Lbic_S238N-H82_LACBIscaffold_1	2272223	2293153	-
Chr_1	3478848	3482248	+	Lbic_S238N-H82_LACBIscaffold_1	2263734	2267137	-
Chr_1	3482248	3508985	+	Lbic_S238N-H82_LACBIscaffold_1	1995755	2022570	+
Chr_1	3508985	3521258	+	Lbic_S238N-H82_LACBIscaffold_1	2188631	2226875	+
Chr_1	3521258	3533085	+	Lbic_S238N-H82_LACBIscaffold_2	1470628	1478670	+
Chr_1	3533085	3573881	+	Lbic_S238N-H82_LACBIscaffold_1	2117516	2152790	-
Chr_1	3573881	3582914	+	Lbic_S238N-H82_LACBIscaffold_1	1993108	1995755	+
Chr_1	3582914	3601224	+	Lbic_S238N-H82_LACBIscaffold_1	2371502	2442099	+
Chr_1	3601224	3606553	+	Lbic_S238N-H82_LACBIscaffold_28	185741	208976	+
Chr_1	3606553	3636409	+	Lbic_S238N-H82_LACBIscaffold_1	2306064	2371502	-
Chr_1	3636409	3639588	+	Lbic_S238N-H82_LACBIscaffold_28	208976	213609	+
Chr_1	3639588	3648259	+	Lbic_S238N-H82_LACBIscaffold_28	255048	258461	-
Chr_1	3648259	3664190	+	Lbic_S238N-H82_LACBIscaffold_1	2293153	2306064	+
Chr_1	3664190	3782530	+	Lbic_S238N-H82_LACBIscaffold_52	26256	61489	+
Chr_1	3782530	3786823	+	Lbic_S238N-H82_LACBIscaffold_48	81167	88087	-
Chr_1	3786823	3804813	+	Lbic_S238N-H82_LACBIscaffold_28	213609	255048	-
Chr_1	3804813	3817418	+	Lbic_S238N-H82_LACBIscaffold_53	86475	102294	+
Chr_1	3817418	3844450	+	Lbic_S238N-H82_LACBIscaffold_11	1218355	1222375	-
Chr_1	3844450	3853157	+	Lbic_S238N-H82_LACBIscaffold_28	26974	67587	-
Chr_1	3853157	3960210	+	Lbic_S238N-H82_LACBIscaffold_28	23474	26974	+
Chr_2	20760	45355	+	Lbic_S238N-H82_LACBIscaffold_18	185167	192667	+
Chr_2	45355	100555	+	Lbic_S238N-H82_LACBIscaffold_18	375315	494705	-
Chr_2	100555	144593	+	Lbic_S238N-H82_LACBIscaffold_5	1480629	1495041	+
Chr_2	144593	150446	+	Lbic_S238N-H82_LACBIscaffold_18	494705	502334	-
Chr_2	150446	161631	+	Lbic_S238N-H82_LACBIscaffold_18	502334	506503	+
Chr_2	161631	217734	+	Lbic_S238N-H82_LACBIscaffold_18	595148	604734	-
Chr_2	217734	265580	+	Lbic_S238N-H82_LACBIscaffold_35	306357	359764	-
Chr_2	265580	328988	+	Lbic_S238N-H82_LACBIscaffold_18	604734	823465	-
Chr_2	328988	341254	+	Lbic_S238N-H82_LACBIscaffold_35	384487	407454	-
Chr_2	341254	399571	+	Lbic_S238N-H82_LACBIscaffold_20	515163	521779	+
Chr_2	399571	450912	+	Lbic_S238N-H82_LACBIscaffold_35	209747	218621	-
Chr_2	450912	525981	+	Lbic_S238N-H82_LACBIscaffold_35	273018	306357	+
Chr_2	525981	547632	+	Lbic_S238N-H82_LACBIscaffold_35	126473	162650	-
Chr_2	547632	600195	+	Lbic_S238N-H82_LACBIscaffold_35	181141	200028	+
Chr_2	600195	607501	+	Lbic_S238N-H82_LACBIscaffold_1	2818722	2821005	+
Chr_2	607501	640677	+	Lbic_S238N-H82_LACBIscaffold_35	200028	209747	-
Chr_2	640677	666818	+	Lbic_S238N-H82_LACBIscaffold_35	164728	181141	-
Chr_2	666818	720732	+	Lbic_S238N-H82_LACBIscaffold_35	20644	41369	+
Chr_2	720732	733226	+	Lbic_S238N-H82_LACBIscaffold_35	16676	20644	+
Chr_2	733226	742702	+	Lbic_S238N-H82_LACBIscaffold_35	3882	16676	+
Chr_2	742702	744891	+	Lbic_S238N-H82_LACBIscaffold_53	84633	86475	-
Chr_2	744891	764190	+	Lbic_S238N-H82_LACBIscaffold_2	2172730	2211784	+
Chr_2	764190	766441	+	Lbic_S238N-H82_LACBIscaffold_2	2211784	2214320	-
Chr_2	766441	778047	+	Lbic_S238N-H82_LACBIscaffold_35	95172	102218	-
Chr_2	778047	783625	+	Lbic_S238N-H82_LACBIscaffold_2	3056751	3058755	-
Chr_2	783625	786226	+	Lbic_S238N-H82_LACBIscaffold_25	259700	263262	-
Chr_2	786226	787004	+	Lbic_S238N-H82_LACBIscaffold_2	3058755	3061112	+
Chr_2	787004	802775	+	Lbic_S238N-H82_LACBIscaffold_35	56290	74828	-
Chr_2	802775	827997	+	Lbic_S238N-H82_LACBIscaffold_2	2214320	2253962	-
Chr_2	827997	829497	+	Lbic_S238N-H82_LACBIscaffold_35	74828	77016	+
Chr_2	829497	851174	+	Lbic_S238N-H82_LACBIscaffold_35	102218	126473	-
Chr_2	851174	889591	+	Lbic_S238N-H82_LACBIscaffold_35	77016	95172	+
Chr_2	889591	906578	+	Lbic_S238N-H82_LACBIscaffold_2	2801956	2831875	-
Chr_2	906578	918106	+	Lbic_S238N-H82_LACBIscaffold_2	2793032	2801956	-
Chr_2	918106	936030	+	Lbic_S238N-H82_LACBIscaffold_2	2853171	2863050	+
Chr_2	936030	951593	+	Lbic_S238N-H82_LACBIscaffold_2	2863050	2878888	+
Chr_2	951593	954696	+	Lbic_S238N-H82_LACBIscaffold_2	2878888	2880080	+
Chr_2	954696	956090	+	Lbic_S238N-H82_LACBIscaffold_2	2880080	2891501	+
Chr_2	965206	1005849	+	Lbic_S238N-H82_LACBIscaffold_2	2891501	2926842	+
Chr_2	1005849	1020191	+	Lbic_S238N-H82_LACBIscaffold_2	2926842	2932768	+
Chr_2	1020191	1021845	+	Lbic_S238N-H82_LACBIscaffold_2	2932768	2934408	-
Chr_2	1021845	1027430	+	Lbic_S238N-H82_LACBIscaffold_2	2934408	2940667	+
Chr_2	1027430	1055152	+	Lbic_S238N-H82_LACBIscaffold_2	3034910	3054278	+
Chr_2	1055152	1058356	+	Lbic_S238N-H82_LACBIscaffold_2	3054278	3056751	+
Chr_2	1058356	1071447	+	Lbic_S238N-H82_LACBIscaffold_2	2253962	2315689	+
Chr_2	1071447	1100047	+	Lbic_S238N-H82_LACBIscaffold_2	2315689	2339584	+
Chr_2	1100047	1102649	+	Lbic_S238N-H82_LACBIscaffold_2	3011661	3013407	+
Chr_2	1102649	1129494	+	Lbic_S238N-H82_LACBIscaffold_2	2967947	2994462	-
Chr_2	1129494	1137055	+	Lbic_S238N-H82_LACBIscaffold_2	2962464	2967947	-
Chr_2	1137055	1148864	+	Lbic_S238N-H82_LACBIscaffold_2	2952956	2962464	-
Chr_2	1148864	1149935	+	Lbic_S238N-H82_LACBIscaffold_2	2951933	2952956	+
Chr_2	1149935	1160378	+	Lbic_S238N-H82_LACBIscaffold_2	2940667	2951933	-
Chr_2	1160378	1164592	+	Lbic_S238N-H82_LACBIscaffold_2	3004521	3010076	+
Chr_2	1164592	1166636	+	Lbic_S238N-H82_LACBIscaffold_2	3032954	3034910	+
Chr_2	1166636	1172400	+	Lbic_S238N-H82_LACBIscaffold_6	1198146	1221984	-
Chr_2	1172400	1178357	+	Lbic_S238N-H82_LACBIscaffold_2	2994462	2999039	+
Chr_2	1178357	1182455	+	Lbic_S238N-H82_LACBIscaffold_2	2999039	3004521	+
Chr_2	1182455	1211264	+	Lbic_S238N-H82_LACBIscaffold_2	3013407	3032954	+
Chr_2	1211264	1212921	+	Lbic_S238N-H82_LACBIscaffold_2	3010076	3011661	+
Chr_2	1212921	1230444	+	Lbic_S238N-H82_LACBIscaffold_2	2339584	2361783	+
Chr_2	1230444	1231400	+	Lbic_S238N-H82_LACBIscaffold_1	1583592	1584319	+
Chr_2	1231400	1239555	+	Lbic_S238N-H82_LACBIscaffold_2	2361783	2367971	+
Chr_2	1239555	1249414	+	Lbic_S238N-H82_LACBIscaffold_2	2367971	2379587	+
Chr_2	1249414	1256040	+	Lbic_S238N-H82_LACBIscaffold_35	41369	56290	+
Chr_2	1256040	1264397	+	Lbic_S238N-H82_LACBIscaffold_2	2379587	2386773	+
Chr_2	1264397	1265587	+	Lbic_S238N-H82_LACBIscaffold_2	2386773	2389205	+
Chr_2	1265587	1273567	+	Lbic_S238N-H82_LACBIscaffold_2	2831875	2838707	+
Chr_2	1273567	1276350	+	Lbic_S238N-H82_LACBIscaffold_2	923984	940855	-
Chr_2	1276350	1318477	+	Lbic_S238N-H82_LACBIscaffold_2	2790949	2793032	-
Chr_2	1318477	1351526	+	Lbic_S238N-H82_LACBIscaffold_2	2652110	2690116	-
Chr_2	1351526	1364489	+	Lbic_S238N-H82_LACBIscaffold_2	2768733	2788023	+
Chr_2	1364489	1375319	+	Lbic_S238N-H82_LACBIscaffold_2	2838707	2853171	+
Chr_2	1375319	1389363	+	Lbic_S238N-H82_LACBIscaffold_2	2690116	2702492	-
Chr_2	1389363	1401886	+	Lbic_S238N-H82_LACBIscaffold_2	2702492	2713928	+
Chr_2	1401886	1423117	+	Lbic_S238N-H82_LACBIscaffold_2	2713928	2728451	+
Chr_2	1423117	1442247	+	Lbic_S238N-H82_LACBIscaffold_2	2735657	2744151	-
Chr_2	1442247	1449642	+	Lbic_S238N-H82_LACBIscaffold_2	2728451	2735657	-
Chr_2	1449642	1454827	+	Lbic_S238N-H82_LACBIscaffold_2	2744151	2746987	-
Chr_2	1454827	1482673	+	Lbic_S238N-H82_LACBIscaffold_2	2746987	2768733	+
Chr_2	1482673	1519764	+	Lbic_S238N-H82_LACBIscaffold_2	2618124	2652110	-
Chr_2	1519764	1532919	+	Lbic_S238N-H82_LACBIscaffold_2	2606879	2618124	-
Chr_2	1532919	1535403	+	Lbic_S238N-H82_LACBIscaffold_20	525986	585405	-
Chr_2	1535403	1546212	+	Lbic_S238N-H82_LACBIscaffold_2	2595641	2606879	-
Chr_2	1546212	1561077	+	Lbic_S238N-H82_LACBIscaffold_2	2581654	2595641	+
Chr_2	1561077	1636789	+	Lbic_S238N-H82_LACBIscaffold_2	2516886	2581654	-
Chr_2	1636789	1647781	+	Lbic_S238N-H82_LACBIscaffold_2	2505035	2516886	+
Chr_2	1647781	1659620	+	Lbic_S238N-H82_LACBIscaffold_2	2493916	2505035	-
Chr_2	1659620	1663843	+	Lbic_S238N-H82_LACBIscaffold_2	2485612	2493916	-
Chr_2	1663843	1676006	+	Lbic_S238N-H82_LACBIscaffold_2	2481359	2485612	+
Chr_2	1676006	1724679	+	Lbic_S238N-H82_LACBIscaffold_2	2389205	2423299	+
Chr_2	1724679	1726735	+	Lbic_S238N-H82_LACBIscaffold_2	2423299	2424480	+
Chr_2	1726735	1756536	+	Lbic_S238N-H82_LACBIscaffold_2	2424480	2453611	+
Chr_2	1756536	1757733	+	Lbic_S238N-H82_LACBIscaffold_5	1431502	1439789	-
Chr_2	1757733	1789842	+	Lbic_S238N-H82_LACBIscaffold_2	2453611	2481359	+
Chr_2	1789842	1796378	+	Lbic_S238N-H82_LACBIscaffold_6	1669878	1675981	+
Chr_2	1796378	1803258	+	Lbic_S238N-H82_LACBIscaffold_6	1675981	1682697	-
Chr_2	1803258	1818152	+	Lbic_S238N-H82_LACBIscaffold_6	1682697	1703187	+
Chr_2	1818152	1834702	+	Lbic_S238N-H82_LACBIscaffold_6	1703187	1710166	+
