#model	count	dS_inv	dN	scaffold	start_position
Ccin:CC1G_02793T0	13	0.602409638554217	0.74	I	236015
Ccin:CC1G_02794T0	14	0.584795321637427	0.7	I	237324
Ccin:CC1G_02795T0	15	0.531914893617021	0.75	I	239935
Ccin:CC1G_13562T0	14	0.5	0.8	I	243447
Ccin:CC1G_13563T0	14	0.505050505050505	0.79	I	245070
Ccin:CC1G_13564T0	14	0.531914893617021	0.74	I	246562
Ccin:CC1G_13565T0	14	0.555555555555556	0.68	I	249326
Ccin:CC1G_02801T0	12	0.578034682080925	0.66	I	255147
Ccin:CC1G_02802T0	11	0.531914893617021	0.68	I	259162
Ccin:CC1G_02803T0	12	0.54054054054054	0.69	I	261678
Ccin:CC1G_02804T0	11	0.568181818181818	0.69	I	263730
Ccin:CC1G_02806T0	8	0.4149377593361	0.83	I	271967
Ccin:CC1G_02810T0	5	0.469483568075117	0.51	I	284315
Ccin:CC1G_02811T0	5	0.492610837438424	0.52	I	285485
Ccin:CC1G_13567T0	6	0.495049504950495	0.66	I	294971
Ccin:CC1G_13569T0	9	0.512820512820513	0.53	I	311093
Ccin:CC1G_13570T0	9	0.526315789473684	0.67	I	312880
Ccin:CC1G_02821T0	10	0.505050505050505	0.59	I	318938
Ccin:CC1G_13571T0	9	0.531914893617021	0.62	I	321972
Ccin:CC1G_02824T0	9	0.497512437810945	0.66	I	323635
Ccin:CC1G_02825T0	9	0.5	0.65	I	325710
Ccin:CC1G_02829T0	9	0.523560209424084	0.65	I	331172
Ccin:CC1G_02831T0	9	0.531914893617021	0.59	I	333403
Ccin:CC1G_02832T0	10	0.54054054054054	0.62	I	335295
Ccin:CC1G_02835T0	9	0.523560209424084	0.62	I	341683
Ccin:CC1G_02842T0	5	0.363636363636364	0.87	I	359709
Ccin:CC1G_02843T0	4	0.411522633744856	0.84	I	360639
Ccin:CC1G_02846T0	4	0.315457413249211	1.02	I	369367
Ccin:CC1G_02847T0	4	0.315457413249211	1.24	I	372673
Ccin:CC1G_02852T0	3	0.346020761245675	1.05	I	388916
Ccin:CC1G_02857T0	2	0.342465753424658	1.11	I	402744
Ccin:CC1G_02862T0	3	0.571428571428571	0.6	I	416998
Ccin:CC1G_02867T0	3	0.418410041841004	0.92	I	428006
Ccin:CC1G_02870T0	4	0.483091787439614	0.67	I	432470
Ccin:CC1G_02874T0	3	0.465116279069767	0.77	I	447847
Ccin:CC1G_02876T0	2	0.364963503649635	1.14	I	454728
Ccin:CC1G_02882T0	5	0.526315789473684	0.74	I	479779
Ccin:CC1G_02883T0	5	0.515463917525773	0.73	I	484380
Ccin:CC1G_02884T0	5	0.446428571428571	0.94	I	490248
Ccin:CC1G_02886T0	7	0.602409638554217	0.68	I	493166
Ccin:CC1G_02887T0	7	0.632911392405063	0.66	I	494543
Ccin:CC1G_02888T0	7	0.65359477124183	0.72	I	498545
Ccin:CC1G_12155T0	5	0.552486187845304	0.62	I	516614
Ccin:CC1G_12156T0	5	0.492610837438424	0.75	I	517549
Ccin:CC1G_12158T0	3	0.862068965517241	0.65	I	523946
Ccin:CC1G_12164T0	2	0.510204081632653	0.84	I	544626
Ccin:CC1G_12058T0	3	0.476190476190476	0.71	I	558907
Ccin:CC1G_12067T0	6	0.43859649122807	0.9	I	575059
Ccin:CC1G_12069T0	7	0.390625	0.84	I	577627
Ccin:CC1G_12073T0	7	0.395256916996047	0.79	I	586277
Ccin:CC1G_12078T0	7	0.395256916996047	0.77	I	596130
Ccin:CC1G_12079T0	7	0.418410041841004	0.76	I	598101
Ccin:CC1G_12080T0	7	0.4	0.74	I	599536
Ccin:CC1G_12081T0	6	0.432900432900433	0.88	I	602185
Ccin:CC1G_12082T0	5	0.392156862745098	0.87	I	604289
Ccin:CC1G_13585T0	5	1.33333333333333	0.3	I	698729
Ccin:CC1G_13586T0	6	0.99009900990099	0.44	I	703321
Ccin:CC1G_13588T0	6	0.99009900990099	0.45	I	706969
Ccin:CC1G_13589T0	7	0.8	0.44	I	707528
Ccin:CC1G_04351T0	7	0.91743119266055	0.4	I	711029
Ccin:CC1G_04354T0	7	1.02040816326531	0.32	I	717103
Ccin:CC1G_04356T0	6	0.91743119266055	0.33	I	727349
Ccin:CC1G_04358T0	5	0.72463768115942	0.59	I	732438
Ccin:CC1G_04368T0	4	0.392156862745098	0.86	I	756227
Ccin:CC1G_04370T0	4	0.452488687782805	0.75	I	763511
Ccin:CC1G_13592T0	5	0.34965034965035	0.77	I	768285
Ccin:CC1G_13597T0	6	0.363636363636364	0.86	I	780275
Ccin:CC1G_04376T0	5	0.363636363636364	1.02	I	784546
Ccin:CC1G_04379T0	4	0.398406374501992	0.92	I	790946
Ccin:CC1G_04381T0	3	0.307692307692308	0.82	I	799326
Ccin:CC1G_04392T0	1	2.27272727272727	0.02	I	827220
Ccin:CC1G_04396T0	1	0.314465408805031	0.73	I	836452
Ccin:CC1G_04405T0	1	0.50761421319797	1.18	I	870196
Ccin:CC1G_04406T0	1	0.574712643678161	0.93	I	872893
Ccin:CC1G_04442T0	1	0.277008310249307	0.36	I	959734
Ccin:CC1G_08624T0	4	0.520833333333333	0.7	I	981135
Ccin:CC1G_08626T0	4	0.377358490566038	0.52	I	987023
Ccin:CC1G_13610T0	4	0.381679389312977	0.53	I	992165
Ccin:CC1G_08628T0	4	0.444444444444444	0.55	I	993296
Ccin:CC1G_08634T0	3	0.529100529100529	0.46	I	1011233
Ccin:CC1G_08643T0	1	0.380228136882129	0.59	I	1055285
Ccin:CC1G_08645T0	2	0.523560209424084	0.71	I	1063041
Ccin:CC1G_08649T0	1	0.380228136882129	0.59	I	1081742
Ccin:CC1G_13195T0	3	0.476190476190476	0.68	I	1124491
Ccin:CC1G_13434T0	4	0.684931506849315	0.42	I	1128518
Ccin:CC1G_13219T0	4	0.671140939597315	0.54	I	1131372
Ccin:CC1G_13220T0	4	0.735294117647059	0.42	I	1135713
Ccin:CC1G_13615T0	3	0.476190476190476	0.68	I	1152139
Ccin:CC1G_13618T0	1	0.495049504950495	0.44	I	1254756
Ccin:CC1G_11225T0	4	0.352112676056338	0.7	I	1269690
Ccin:CC1G_11229T0	4	0.396825396825397	0.6	I	1283022
Ccin:CC1G_11230T0	5	0.374531835205993	0.72	I	1289881
Ccin:CC1G_11231T0	5	0.425531914893617	0.74	I	1292185
Ccin:CC1G_13622T0	4	0.355871886120996	0.53	I	1306743
Ccin:CC1G_13623T0	3	0.371747211895911	0.66	I	1309767
Ccin:CC1G_13627T0	2	0.454545454545455	1.31	I	1366252
Ccin:CC1G_10286T0	4	0.36231884057971	0.98	I	1387995
Ccin:CC1G_10287T0	5	0.34965034965035	0.99	I	1390594
Ccin:CC1G_10291T0	4	0.40650406504065	1.28	I	1402167
Ccin:CC1G_10292T0	4	0.440528634361233	1.16	I	1403975
Ccin:CC1G_10295T0	3	0.531914893617021	1	I	1414750
Ccin:CC1G_10524T0	1	0.675675675675676	0.64	I	1485891
Ccin:CC1G_10525T0	1	0.383141762452107	1.46	I	1488985
Ccin:CC1G_12662T0	1	0.458715596330275	0.36	I	1555784
Ccin:CC1G_13441T0	1	0.401606425702811	0.93	I	1575092
Ccin:CC1G_11298T0	1	0.434782608695652	0.57	I	1601169
Ccin:CC1G_11300T0	1	0.395256916996047	1.36	I	1606256
Ccin:CC1G_11310T0	1	0.431034482758621	0.9	I	1645321
Ccin:CC1G_06717T0	3	0.434782608695652	1.11	I	1663898
Ccin:CC1G_13643T0	2	0.471698113207547	0.8	I	1676037
Ccin:CC1G_06722T0	2	0.364963503649635	1.16	I	1679302
Ccin:CC1G_06743T0	3	0.45662100456621	0.86	I	1725443
Ccin:CC1G_06744T0	3	0.364963503649635	0.94	I	1728054
Ccin:CC1G_06748T0	3	0.43859649122807	1.08	I	1735308
Ccin:CC1G_06755T0	3	0.418410041841004	0.83	I	1747269
Ccin:CC1G_13656T0	2	0.387596899224806	0.74	I	1775692
Ccin:CC1G_06771T0	2	0.347222222222222	0.84	I	1780448
Ccin:CC1G_06779T0	3	0.326797385620915	0.89	I	1792941
Ccin:CC1G_06787T0	2	0.386100386100386	0.82	I	1813572
Ccin:CC1G_06790T0	1	0.241545893719807	0.76	I	1824971
Ccin:CC1G_06808T0	4	0.401606425702811	0.92	I	1864836
Ccin:CC1G_06811T0	4	0.4149377593361	0.94	I	1870088
Ccin:CC1G_06812T0	5	0.416666666666667	0.88	I	1871756
Ccin:CC1G_03621T0	5	0.383141762452107	0.89	I	1875181
Ccin:CC1G_03628T0	7	0.420168067226891	0.81	I	1888027
Ccin:CC1G_03631T0	5	0.423728813559322	0.9	I	1896712
Ccin:CC1G_03632T0	4	0.377358490566038	1.06	I	1902620
Ccin:CC1G_03633T0	4	0.354609929078014	0.93	I	1904669
Ccin:CC1G_03641T0	4	0.512820512820513	0.65	I	1924213
Ccin:CC1G_03651T0	4	0.421940928270042	1	I	1941902
Ccin:CC1G_03653T0	4	0.442477876106195	1.08	I	1945651
Ccin:CC1G_03658T0	4	0.416666666666667	0.82	I	1960527
Ccin:CC1G_03659T0	4	0.432900432900433	0.98	I	1962378
Ccin:CC1G_03668T0	2	0.471698113207547	1.23	I	1978188
Ccin:CC1G_03675T0	2	0.328947368421053	0.59	I	2004007
Ccin:CC1G_03676T0	2	0.260416666666667	0.8	I	2005586
Ccin:CC1G_03682T0	2	0.561797752808989	0.58	I	2013532
Ccin:CC1G_03701T0	2	0.537634408602151	0.43	I	2056034
Ccin:CC1G_13670T0	3	0.54054054054054	0.55	I	2061378
Ccin:CC1G_03707T0	3	0.543478260869565	0.55	I	2077196
Ccin:CC1G_03710T0	3	0.581395348837209	0.42	I	2081675
Ccin:CC1G_03720T0	2	0.510204081632653	0.96	I	2103547
Ccin:CC1G_03722T0	1	0.704225352112676	0.39	I	2107123
Ccin:CC1G_03741T0	3	0.3584229390681	0.99	I	2157167
Ccin:CC1G_03744T0	3	0.353356890459364	1.02	I	2162569
Ccin:CC1G_03748T0	3	0.386100386100386	1.13	I	2169466
Ccin:CC1G_03753T0	3	0.409836065573771	1.25	I	2177950
Ccin:CC1G_03767T0	2	0.36231884057971	0.86	I	2210148
Ccin:CC1G_03774T0	3	0.374531835205993	1.02	I	2232196
Ccin:CC1G_13679T0	3	0.36101083032491	1.01	I	2234840
Ccin:CC1G_01666T0	3	0.467289719626168	0.64	I	2243633
Ccin:CC1G_01672T0	4	0.364963503649635	0.84	I	2260674
Ccin:CC1G_01683T0	4	0.460829493087558	0.66	I	2279782
Ccin:CC1G_01684T0	4	0.411522633744856	0.73	I	2283188
Ccin:CC1G_13681T0	4	0.446428571428571	0.73	I	2285004
Ccin:CC1G_01688T0	3	0.36101083032491	0.73	I	2290621
Ccin:CC1G_13687T0	2	0.284090909090909	1.06	I	2320123
Ccin:CC1G_01699T0	3	0.377358490566038	1.35	I	2324649
Ccin:CC1G_01700T0	3	0.40650406504065	1.24	I	2327527
Ccin:CC1G_13689T0	4	0.32258064516129	1.06	I	2347331
Ccin:CC1G_13691T0	4	0.384615384615385	1.13	I	2354397
Ccin:CC1G_01711T0	4	0.4	0.97	I	2359653
Ccin:CC1G_01718T0	3	0.334448160535117	1	I	2373970
Ccin:CC1G_01719T0	3	0.416666666666667	0.99	I	2376663
Ccin:CC1G_01738T0	1	0.3584229390681	0.7	I	2422708
Ccin:CC1G_01742T0	1	0.598802395209581	0.8	I	2434479
Ccin:CC1G_01754T0	1	0.334448160535117	1.53	I	2467039
Ccin:CC1G_01760T0	2	0.321543408360129	0.88	I	2482053
Ccin:CC1G_01763T0	1	0.334448160535117	1.53	I	2493812
Ccin:CC1G_01832T0	1	0.5	1.03	I	2660048
Ccin:CC1G_01840T0	2	0.518134715025907	0.82	I	2678200
Ccin:CC1G_01847T0	1	0.5	1.03	I	2696404
Ccin:CC1G_01869T0	1	0.492610837438424	1.02	I	2743224
Ccin:CC1G_01876T0	2	0.423728813559322	1.18	I	2758172
Ccin:CC1G_06538T0	1	0.492610837438424	1.02	I	2770102
Ccin:CC1G_13717T0	1	0.336700336700337	1.5	I	2811301
Ccin:CC1G_13719T0	2	0.4	0.82	I	2821930
Ccin:CC1G_06564T0	1	0.336700336700337	1.5	I	2839064
Ccin:CC1G_06579T0	1	0.338983050847458	0.25	I	2872987
Ccin:CC1G_06586T0	2	0.3690036900369	1.15	I	2890366
Ccin:CC1G_13722T0	2	0.421940928270042	0.5	I	2910809
Ccin:CC1G_06603T0	2	0.387596899224806	0.97	I	2922649
Ccin:CC1G_06609T0	1	0.561797752808989	0.75	I	2937351
Ccin:CC1G_06620T0	2	0.3584229390681	0.55	I	2967532
Ccin:CC1G_06627T0	2	0.537634408602151	0.56	I	2988948
Ccin:CC1G_06628T0	2	0.36231884057971	0.48	I	2991280
Ccin:CC1G_00488T0	1	0.226244343891403	0.68	I	3050213
Ccin:CC1G_00495T0	2	0.253164556962025	0.74	I	3072962
Ccin:CC1G_00499T0	1	0.226244343891403	0.68	I	3082733
Ccin:CC1G_00510T0	2	0.421940928270042	0.88	I	3111043
Ccin:CC1G_00516T0	4	0.366300366300366	0.87	I	3123296
Ccin:CC1G_00520T0	5	0.381679389312977	0.89	I	3131968
Ccin:CC1G_00526T0	4	0.396825396825397	0.97	I	3145232
Ccin:CC1G_00527T0	4	0.467289719626168	0.98	I	3147852
Ccin:CC1G_00528T0	3	0.431034482758621	0.93	I	3150022
Ccin:CC1G_00552T0	2	0.326797385620915	0.64	I	3215220
Ccin:CC1G_13743T0	3	0.411522633744856	0.63	I	3232038
Ccin:CC1G_00558T0	3	0.45662100456621	0.66	I	3236281
Ccin:CC1G_00562T0	2	0.326797385620915	0.64	I	3244938
Ccin:CC1G_00576T0	2	0.50761421319797	0.98	I	3281699
Ccin:CC1G_00577T0	2	0.552486187845304	0.83	I	3283985
Ccin:CC1G_00580T0	2	0.5	0.86	I	3292153
Ccin:CC1G_13748T0	2	0.429184549356223	1.06	I	3328656
Ccin:CC1G_00594T0	3	0.613496932515337	0.89	I	3332466
Ccin:CC1G_00595T0	5	0.497512437810945	0.79	I	3335123
Ccin:CC1G_00602T0	5	0.416666666666667	0.9	I	3354817
Ccin:CC1G_00605T0	4	0.45045045045045	1.01	I	3359044
Ccin:CC1G_00606T0	4	0.434782608695652	1.07	I	3360026
Ccin:CC1G_13750T0	3	0.421940928270042	0.97	I	3367754
Ccin:CC1G_00628T0	4	0.408163265306122	1.11	I	3420849
Ccin:CC1G_00630T0	5	0.427350427350427	0.92	I	3426144
Ccin:CC1G_00632T0	7	0.444444444444444	0.83	I	3436811
Ccin:CC1G_13754T0	9	0.465116279069767	0.76	I	3444095
Ccin:CC1G_00636T0	9	0.467289719626168	0.79	I	3445276
Ccin:CC1G_00640T0	10	0.40650406504065	0.84	I	3450886
Ccin:CC1G_00642T0	9	0.398406374501992	0.83	I	3455163
Ccin:CC1G_13756T0	11	0.380228136882129	0.89	I	3461380
Ccin:CC1G_00647T0	10	0.381679389312977	0.87	I	3464711
Ccin:CC1G_00648T0	10	0.383141762452107	0.81	I	3466871
Ccin:CC1G_13758T0	8	0.37593984962406	0.76	I	3472287
Ccin:CC1G_13759T0	8	0.45662100456621	0.73	I	3473675
Ccin:CC1G_00652T0	6	0.395256916996047	0.77	I	3481551
Ccin:CC1G_00654T0	6	0.386100386100386	0.7	I	3485284
Ccin:CC1G_00678T0	2	0.33112582781457	1.18	I	3557634
Ccin:CC1G_00679T0	3	0.373134328358209	0.92	I	3560190
Ccin:CC1G_13764T0	6	0.454545454545455	0.67	I	3581795
Ccin:CC1G_00686T0	5	0.440528634361233	0.8	I	3584850
Ccin:CC1G_00687T0	4	0.4149377593361	0.57	I	3587694
Ccin:CC1G_00690T0	5	0.363636363636364	0.79	I	3591684
Ccin:CC1G_00696T0	5	0.357142857142857	0.81	I	3601183
Ccin:CC1G_00698T0	2	0.561797752808989	0.25	I	3616185
Ccin:CC1G_00706T0	1	0.571428571428571	0.42	I	3650654
Ccin:CC1G_00711T0	3	0.367647058823529	0.92	I	3672774
Ccin:CC1G_00714T0	6	0.444444444444444	0.86	I	3685358
Ccin:CC1G_00715T0	6	0.490196078431373	0.74	I	3688342
Ccin:CC1G_00718T0	5	0.423728813559322	0.88	I	3699472
Ccin:CC1G_00719T0	5	0.469483568075117	0.74	I	3700403
Ccin:CC1G_00720T0	5	0.478468899521531	0.87	I	3701493
Ccin:CC1G_13770T0	5	0.442477876106195	0.84	I	3707057
Ccin:CC1G_13777T0	1	0.3690036900369	0.98	I	3742937
Ccin:CC1G_13778T0	1	0.546448087431694	0.72	I	3744163
Ccin:CC1G_00739T0	2	0.380228136882129	1.28	I	3770018
Ccin:CC1G_13782T0	3	0.480769230769231	1.18	I	3778893
Ccin:CC1G_13783T0	3	0.537634408602151	0.95	I	3780123
Ccin:CC1G_10101T0	6	0.53475935828877	0.85	I	3803712
Ccin:CC1G_10105T0	5	0.62111801242236	0.62	I	3810492
Ccin:CC1G_10109T0	8	0.666666666666667	0.63	I	3820187
Ccin:CC1G_10110T0	8	0.613496932515337	0.66	I	3823208
Ccin:CC1G_10111T0	8	0.65359477124183	0.6	I	3824187
Ccin:CC1G_10113T0	9	0.641025641025641	0.61	I	3832075
Ccin:CC1G_10114T0	9	0.581395348837209	0.6	I	3835510
Ccin:CC1G_10115T0	9	0.529100529100529	0.64	I	3838130
Ccin:CC1G_10116T0	9	0.606060606060606	0.55	I	3839951
Ccin:CC1G_10119T0	8	0.558659217877095	0.68	I	3850242
Ccin:CC1G_10121T0	9	0.50761421319797	0.7	I	3856222
Ccin:CC1G_10122T0	8	0.558659217877095	0.71	I	3857364
Ccin:CC1G_10124T0	6	0.45662100456621	0.77	I	3865047
Ccin:CC1G_10128T0	11	0.609756097560976	0.51	I	3873894
Ccin:CC1G_10129T0	11	0.680272108843537	0.5	I	3875925
Ccin:CC1G_10133T0	10	0.714285714285714	0.48	I	3882717
Ccin:CC1G_10138T0	9	0.78740157480315	0.44	I	3890309
Ccin:CC1G_13016T0	9	0.632911392405063	0.5	I	3892296
Ccin:CC1G_13017T0	9	0.632911392405063	0.5	I	3894113
Ccin:CC1G_13018T0	9	0.632911392405063	0.5	I	3895142
Ccin:CC1G_13019T0	9	0.75187969924812	0.45	I	3896255
Ccin:CC1G_13020T0	8	0.709219858156028	0.4	I	3899788
Ccin:CC1G_13021T0	7	0.862068965517241	0.28	I	3901172
Ccin:CC1G_08780T0	3	0.505050505050505	0.92	I	3944257
Ccin:CC1G_08785T0	5	0.662251655629139	0.62	I	3955299
Ccin:CC1G_08786T0	5	0.581395348837209	0.71	I	3957492
Ccin:CC1G_08787T0	5	0.72992700729927	0.52	I	3959461
Ccin:CC1G_13796T0	7	0.684931506849315	0.62	I	3972899
Ccin:CC1G_13797T0	8	0.709219858156028	0.55	I	3977147
Ccin:CC1G_08793T0	7	0.757575757575758	0.45	I	3987453
Ccin:CC1G_08795T0	7	0.649350649350649	0.52	I	3992542
Ccin:CC1G_08796T0	7	0.649350649350649	0.52	I	3995004
Ccin:CC1G_08799T0	6	0.649350649350649	0.57	I	4000774
Ccin:CC1G_08801T0	5	0.826446280991736	0.43	I	4005052
Ccin:CC1G_08803T0	7	0.72992700729927	0.43	I	4009395
Ccin:CC1G_13801T0	9	0.632911392405063	0.54	I	4031585
Ccin:CC1G_13802T0	9	0.689655172413793	0.48	I	4032919
Ccin:CC1G_08812T0	9	0.595238095238095	0.54	I	4034681
Ccin:CC1G_08813T0	9	0.62111801242236	0.53	I	4037001
Ccin:CC1G_08814T0	9	0.613496932515337	0.52	I	4038376
Ccin:CC1G_08815T0	9	0.72992700729927	0.49	I	4040042
Ccin:CC1G_08819T0	9	0.699300699300699	0.45	I	4048081
Ccin:CC1G_08820T0	10	0.671140939597315	0.48	I	4051975
Ccin:CC1G_08822T0	11	0.704225352112676	0.51	I	4056130
Ccin:CC1G_08823T0	10	0.584795321637427	0.58	I	4058694
Ccin:CC1G_11410T0	8	0.390625	0.91	I	4075733
Ccin:CC1G_13806T0	8	0.389105058365759	0.84	I	4079577
Ccin:CC1G_11413T0	8	0.442477876106195	0.84	I	4081594
Ccin:CC1G_11414T0	7	0.452488687782805	0.87	I	4084209
Ccin:CC1G_11417T0	9	0.518134715025907	0.69	I	4090173
Ccin:CC1G_11419T0	11	0.495049504950495	0.75	I	4096308
Ccin:CC1G_11421T0	11	0.462962962962963	0.78	I	4101648
Ccin:CC1G_11422T0	11	0.398406374501992	0.71	I	4104775
Ccin:CC1G_11424T0	9	0.425531914893617	0.7	I	4111281
Ccin:CC1G_11425T0	9	0.425531914893617	0.7	I	4113428
Ccin:CC1G_11426T0	9	0.487804878048781	0.54	I	4115353
Ccin:CC1G_13809T0	9	0.505050505050505	0.57	I	4119961
Ccin:CC1G_13811T0	8	0.526315789473684	0.56	I	4125333
Ccin:CC1G_11430T0	7	0.657894736842105	0.55	I	4127988
Ccin:CC1G_13332T0	4	0.342465753424658	0.62	I	4140258
Ccin:CC1G_13093T0	3	1.08695652173913	0.31	X	308
Ccin:CC1G_13094T0	3	2.08333333333333	0.17	X	8965
Ccin:CC1G_13198T0	3	1.01010101010101	0.34	X	18191
Ccin:CC1G_13199T0	3	1.35135135135135	0.27	X	19520
Ccin:CC1G_12175T0	3	12.5	0.04	X	48559
Ccin:CC1G_12179T0	5	2.38095238095238	0.13	X	56879
Ccin:CC1G_12181T0	6	1.51515151515152	0.18	X	62794
Ccin:CC1G_12182T0	8	0.961538461538461	0.34	X	64985
Ccin:CC1G_01479T0	9	0.833333333333333	0.43	X	75008
Ccin:CC1G_01480T0	9	0.78125	0.46	X	76323
Ccin:CC1G_01482T0	8	0.78125	0.47	X	82916
Ccin:CC1G_01484T0	8	0.684931506849315	0.57	X	87847
Ccin:CC1G_01485T0	8	0.72463768115942	0.47	X	89769
Ccin:CC1G_01486T0	8	0.584795321637427	0.58	X	93607
Ccin:CC1G_15236T0	8	0.606060606060606	0.54	X	95891
Ccin:CC1G_01498T0	10	0.591715976331361	0.63	X	110192
Ccin:CC1G_01501T0	10	0.662251655629139	0.58	X	116143
Ccin:CC1G_01503T0	10	0.75187969924812	0.44	X	121876
Ccin:CC1G_01504T0	10	0.714285714285714	0.47	X	125179
Ccin:CC1G_01505T0	11	0.714285714285714	0.45	X	128985
Ccin:CC1G_01507T0	11	0.689655172413793	0.45	X	132357
Ccin:CC1G_01508T0	11	0.826446280991736	0.36	X	133936
Ccin:CC1G_01510T0	10	0.769230769230769	0.41	X	138348
Ccin:CC1G_01511T0	10	0.740740740740741	0.42	X	139998
Ccin:CC1G_01512T0	9	0.757575757575758	0.42	X	141347
Ccin:CC1G_01513T0	10	0.819672131147541	0.41	X	142841
Ccin:CC1G_01517T0	10	0.645161290322581	0.48	X	153301
Ccin:CC1G_01521T0	4	0.462962962962963	0.53	X	166753
Ccin:CC1G_01522T0	3	0.714285714285714	0.44	X	169866
Ccin:CC1G_01527T0	4	0.510204081632653	0.57	X	177581
Ccin:CC1G_01534T0	5	0.505050505050505	0.63	X	201483
Ccin:CC1G_15244T0	5	0.43859649122807	0.72	X	205970
Ccin:CC1G_15245T0	6	0.458715596330275	0.65	X	207485
Ccin:CC1G_01536T0	6	0.487804878048781	0.47	X	210957
Ccin:CC1G_01541T0	7	0.442477876106195	0.57	X	223740
Ccin:CC1G_01542T0	8	0.467289719626168	0.61	X	228738
Ccin:CC1G_01543T0	7	0.40650406504065	0.68	X	231876
Ccin:CC1G_01546T0	6	0.465116279069767	0.57	X	240069
Ccin:CC1G_01548T0	7	0.429184549356223	0.58	X	249916
Ccin:CC1G_01549T0	7	0.458715596330275	0.45	X	252785
Ccin:CC1G_01551T0	5	0.411522633744856	0.7	X	259166
Ccin:CC1G_01553T0	5	0.549450549450549	0.64	X	267763
Ccin:CC1G_01554T0	5	0.471698113207547	0.83	X	271210
Ccin:CC1G_15252T0	6	0.529100529100529	0.6	X	289969
Ccin:CC1G_01563T0	5	0.625	0.62	X	302849
Ccin:CC1G_01564T0	5	0.588235294117647	0.51	X	306579
Ccin:CC1G_01565T0	5	0.465116279069767	0.71	X	308644
Ccin:CC1G_01566T0	5	0.584795321637427	0.54	X	312546
Ccin:CC1G_01568T0	4	0.546448087431694	0.61	X	320550
Ccin:CC1G_01574T0	6	0.467289719626168	0.56	X	352483
Ccin:CC1G_15258T0	6	0.465116279069767	0.59	X	358172
Ccin:CC1G_15259T0	6	0.452488687782805	0.71	X	361105
Ccin:CC1G_01578T0	7	0.471698113207547	0.65	X	365410
Ccin:CC1G_01579T0	7	0.483091787439614	0.56	X	366647
Ccin:CC1G_01581T0	7	0.460829493087558	0.62	X	369214
Ccin:CC1G_01582T0	7	0.478468899521531	0.64	X	371524
Ccin:CC1G_01588T0	6	0.45662100456621	0.64	X	389007
Ccin:CC1G_15263T0	3	0.602409638554217	0.44	X	402569
Ccin:CC1G_01594T0	4	0.4739336492891	0.6	X	410884
Ccin:CC1G_01595T0	3	0.3690036900369	0.94	X	418637
Ccin:CC1G_01598T0	5	0.595238095238095	0.53	X	435639
Ccin:CC1G_15267T0	4	0.442477876106195	0.72	X	448195
Ccin:CC1G_01605T0	4	0.446428571428571	0.66	X	457028
Ccin:CC1G_01606T0	4	0.420168067226891	0.57	X	458924
Ccin:CC1G_01607T0	3	0.555555555555556	0.54	X	460706
