#gene	chrom	chrom_start	chrom_stop	chrom_strand	targets	methods
CC1G_00793	VII	1047476	1048926	+1	CC1G_00747	orthomcl
CC1G_00802	VII	1081438	1083926	+1	CC1G_00613,CC1G_05921,CC1G_08415,CC1G_08416,CC1G_08899,CC1G_14315,CC1G_14900	orthomcl
CC1G_00805	VII	1093459	1095081	-1	CC1G_00812	orthomcl
CC1G_00812	VII	1118848	1120482	+1	CC1G_00805	orthomcl
CC1G_00832	VII	1170520	1171980	-1	CC1G_03494,CC1G_06988,CC1G_08616,CC1G_09607,CC1G_09608,CC1G_09811,CC1G_10797,CC1G_12037,CC1G_12899,CC1G_14931	orthomcl
CC1G_00900	VII	1386898	1388293	+1	CC1G_03653,CC1G_05917,CC1G_05918	orthomcl
CC1G_00902	VII	1390955	1392793	-1	CC1G_00903	orthomcl
CC1G_00903	VII	1393263	1393853	-1	CC1G_00902	orthomcl
CC1G_00954	VII	1537426	1538116	+1	CC1G_04919	orthomcl
CC1G_00977	VII	1596393	1598114	+1	CC1G_06378	orthomcl
CC1G_01001	VII	1638075	1640360	-1	CC1G_05774	orthomcl
CC1G_01007	II	708453	709041	+1	CC1G_01013,CC1G_12843	orthomcl
CC1G_01013	II	723708	724299	-1	CC1G_01007,CC1G_12843	orthomcl
CC1G_01014	II	728201	730081	-1	CC1G_01015,CC1G_08157,CC1G_10637,CC1G_10639	orthomcl
CC1G_01015	II	730328	732196	-1	CC1G_01014,CC1G_08157,CC1G_10637,CC1G_10639	orthomcl
CC1G_01032	II	774049	775110	-1	CC1G_01044	orthomcl
CC1G_01042	II	794852	796304	+1	CC1G_05355	orthomcl
CC1G_01044	II	797725	798768	-1	CC1G_01032	orthomcl
CC1G_01055	II	836918	840236	-1	CC1G_13860	orthomcl
CC1G_01064	II	863336	864376	+1	CC1G_02338,CC1G_06193,CC1G_09283	orthomcl
CC1G_01092	II	928995	931930	-1	CC1G_07730,CC1G_07740,CC1G_08726,CC1G_08761	orthomcl
CC1G_01107	II	962859	964554	+1	CC1G_04166,CC1G_08276,CC1G_08277,CC1G_10605	orthomcl
CC1G_01139	II	1037973	1039141	+1	CC1G_13868	orthomcl
CC1G_01240	II	1280962	1282224	+1	CC1G_04108,CC1G_04818,CC1G_09677,CC1G_09678,CC1G_10238,CC1G_12914	orthomcl
CC1G_01241	II	1283309	1283876	+1	CC1G_13282	orthomcl
CC1G_01310	V	2123554	2125323	+1	CC1G_08171,CC1G_10632,CC1G_10633	orthomcl
CC1G_01416	V	2400815	2401485	-1	CC1G_01417	orthomcl
CC1G_01417	V	2401897	2402447	-1	CC1G_01416	orthomcl
CC1G_01462	V	2521459	2522300	-1	CC1G_10420,CC1G_14520,CC1G_14754,CC1G_15492	orthomcl
CC1G_01464	V	2527323	2528231	-1	CC1G_06849,CC1G_10345,CC1G_14521	orthomcl
CC1G_01467	V	2531627	2534138	-1	CC1G_15475	orthomcl
CC1G_01469	V	2538955	2539546	+1	CC1G_14697,CC1G_15482	orthomcl
CC1G_01473	V	2545670	2547107	-1	CC1G_10231,CC1G_13498	orthomcl
CC1G_01475	V	2550233	2552932	-1	CC1G_04152,CC1G_04153,CC1G_09676,CC1G_09777,CC1G_09778,CC1G_12913,CC1G_14121,CC1G_14522,CC1G_14756,CC1G_15220,CC1G_15281,CC1G_15426	orthomcl
CC1G_01477	V	2557439	2558674	-1	CC1G_13354	orthomcl
CC1G_01479	X	75008	75850	-1	CC1G_01480,CC1G_02565,CC1G_06984,CC1G_08502,CC1G_08505,CC1G_08683,CC1G_08684,CC1G_09979,CC1G_09980,CC1G_09981,CC1G_09982,CC1G_09983,CC1G_09986,CC1G_09987,CC1G_09990,CC1G_09991,CC1G_09992,CC1G_09993,CC1G_09994,CC1G_09996,CC1G_10002,CC1G_10004,CC1G_11902,CC1G_11907,CC1G_11911,CC1G_11912,CC1G_13198,CC1G_15226,CC1G_15229,CC1G_15748	orthomcl
CC1G_01480	X	76323	78421	-1	CC1G_01479,CC1G_02565,CC1G_06984,CC1G_08502,CC1G_08505,CC1G_08683,CC1G_08684,CC1G_09979,CC1G_09980,CC1G_09981,CC1G_09982,CC1G_09983,CC1G_09986,CC1G_09987,CC1G_09990,CC1G_09991,CC1G_09992,CC1G_09993,CC1G_09994,CC1G_09996,CC1G_10002,CC1G_10004,CC1G_11902,CC1G_11907,CC1G_11911,CC1G_11912,CC1G_13198,CC1G_15226,CC1G_15229,CC1G_15748	orthomcl
CC1G_01481	X	79615	80829	-1	CC1G_13051	orthomcl
CC1G_01498	X	110192	111429	+1	CC1G_00739,CC1G_01541,CC1G_03147,CC1G_03161,CC1G_05338,CC1G_05350,CC1G_05367,CC1G_05771,CC1G_05772,CC1G_05773,CC1G_05775,CC1G_05779,CC1G_05785,CC1G_05936,CC1G_07211,CC1G_07241,CC1G_07244,CC1G_07245,CC1G_07259,CC1G_07638,CC1G_07660,CC1G_07661,CC1G_08951,CC1G_08956,CC1G_08961,CC1G_08962,CC1G_08963,CC1G_08969,CC1G_08971,CC1G_08983,CC1G_09201,CC1G_09204,CC1G_09205,CC1G_09221,CC1G_09225,CC1G_09248,CC1G_09249,CC1G_09252,CC1G_09517,CC1G_09594,CC1G_09852,CC1G_10474,CC1G_10479,CC1G_10480,CC1G_10483,CC1G_10494,CC1G_10495,CC1G_10497,CC1G_10498,CC1G_10500,CC1G_10593,CC1G_11263,CC1G_11354,CC1G_12025,CC1G_12027,CC1G_13071,CC1G_15188,CC1G_15369,CC1G_15374,CC1G_15375,CC1G_15744,CC1G_15751,CC1G_15762	orthomcl
CC1G_01499	X	111737	113145	-1	CC1G_01513,CC1G_01521,CC1G_10995,CC1G_12149,CC1G_15634	orthomcl
CC1G_01503	X	121876	123334	-1	CC1G_08358	orthomcl
CC1G_01504	X	125179	126758	-1	CC1G_02647,CC1G_03172,CC1G_03173,CC1G_04167,CC1G_04169,CC1G_04170,CC1G_05353,CC1G_05556,CC1G_05559,CC1G_05959,CC1G_05960,CC1G_05961,CC1G_07232,CC1G_08907,CC1G_08921,CC1G_09617,CC1G_09635,CC1G_10434,CC1G_10476,CC1G_11718,CC1G_12250,CC1G_12254,CC1G_12256,CC1G_12847,CC1G_13557,CC1G_14064,CC1G_14741,CC1G_15224,CC1G_15244,CC1G_15646,CC1G_15757	orthomcl
CC1G_01507	X	132357	133370	+1	CC1G_15240,CC1G_15241	orthomcl
CC1G_01510	X	138348	139745	+1	CC1G_01511,CC1G_01512,CC1G_13257,CC1G_14924	orthomcl
CC1G_01511	X	139998	140801	+1	CC1G_01510,CC1G_01512,CC1G_13257,CC1G_14924	orthomcl
CC1G_01512	X	141347	142138	+1	CC1G_01510,CC1G_01511,CC1G_13257,CC1G_14924	orthomcl
CC1G_01513	X	142841	144016	+1	CC1G_01499,CC1G_01521,CC1G_10995,CC1G_12149,CC1G_15634	orthomcl
CC1G_01517	X	153301	153934	+1	CC1G_01523,CC1G_02862,CC1G_07478,CC1G_08237,CC1G_08238,CC1G_08239,CC1G_08240,CC1G_12614	orthomcl
CC1G_01521	X	166753	168301	-1	CC1G_01499,CC1G_01513,CC1G_10995,CC1G_12149,CC1G_15634	orthomcl
CC1G_01523	X	170749	171349	-1	CC1G_01517,CC1G_02862,CC1G_07478,CC1G_08237,CC1G_08238,CC1G_08239,CC1G_08240,CC1G_12614	orthomcl
CC1G_01526	X	175434	176166	+1	CC1G_01645,CC1G_04950,CC1G_07231,CC1G_07236,CC1G_07238,CC1G_07243,CC1G_07258,CC1G_07260,CC1G_07265,CC1G_07267,CC1G_07269,CC1G_07272,CC1G_13199	orthomcl
CC1G_01528	X	181704	187871	+1	CC1G_02849,CC1G_05170,CC1G_08166	orthomcl
CC1G_01540	X	221401	223679	+1	CC1G_01542,CC1G_01544,CC1G_01545,CC1G_01546,CC1G_01548,CC1G_03941,CC1G_05418,CC1G_06455,CC1G_08425,CC1G_13340,CC1G_15413	orthomcl
CC1G_01541	X	223740	224967	-1	CC1G_00739,CC1G_01498,CC1G_03147,CC1G_03161,CC1G_05338,CC1G_05350,CC1G_05367,CC1G_05771,CC1G_05772,CC1G_05773,CC1G_05775,CC1G_05779,CC1G_05785,CC1G_05936,CC1G_07211,CC1G_07241,CC1G_07244,CC1G_07245,CC1G_07259,CC1G_07638,CC1G_07660,CC1G_07661,CC1G_08951,CC1G_08956,CC1G_08961,CC1G_08962,CC1G_08963,CC1G_08969,CC1G_08971,CC1G_08983,CC1G_09201,CC1G_09204,CC1G_09205,CC1G_09221,CC1G_09225,CC1G_09248,CC1G_09249,CC1G_09252,CC1G_09517,CC1G_09594,CC1G_09852,CC1G_10474,CC1G_10479,CC1G_10480,CC1G_10483,CC1G_10494,CC1G_10495,CC1G_10497,CC1G_10498,CC1G_10500,CC1G_10593,CC1G_11263,CC1G_11354,CC1G_12025,CC1G_12027,CC1G_13071,CC1G_15188,CC1G_15369,CC1G_15374,CC1G_15375,CC1G_15744,CC1G_15751,CC1G_15762	orthomcl
CC1G_01542	X	228738	230856	+1	CC1G_01540,CC1G_01544,CC1G_01545,CC1G_01546,CC1G_01548,CC1G_03941,CC1G_05418,CC1G_06455,CC1G_08425,CC1G_13340,CC1G_15413	orthomcl
CC1G_01543	X	231876	233592	+1	CC1G_04928,CC1G_04948,CC1G_05883,CC1G_05923,CC1G_05925	orthomcl
CC1G_01544	X	233761	235941	-1	CC1G_01540,CC1G_01542,CC1G_01545,CC1G_01546,CC1G_01548,CC1G_03941,CC1G_05418,CC1G_06455,CC1G_08425,CC1G_13340,CC1G_15413	orthomcl
CC1G_01545	X	237565	239808	+1	CC1G_01540,CC1G_01542,CC1G_01544,CC1G_01546,CC1G_01548,CC1G_03941,CC1G_05418,CC1G_06455,CC1G_08425,CC1G_13340,CC1G_15413	orthomcl
CC1G_01546	X	240069	242304	+1	CC1G_01540,CC1G_01542,CC1G_01544,CC1G_01545,CC1G_01548,CC1G_03941,CC1G_05418,CC1G_06455,CC1G_08425,CC1G_13340,CC1G_15413	orthomcl
CC1G_01548	X	249916	252149	+1	CC1G_01540,CC1G_01542,CC1G_01544,CC1G_01545,CC1G_01546,CC1G_03941,CC1G_05418,CC1G_06455,CC1G_08425,CC1G_13340,CC1G_15413	orthomcl
CC1G_01549	X	252785	254140	+1	CC1G_02348,CC1G_02353,CC1G_08826	orthomcl
CC1G_01562	X	295372	302452	+1	CC1G_03339,CC1G_15759	orthomcl
CC1G_01564	X	306579	308135	-1	CC1G_02111,CC1G_02112,CC1G_02119	orthomcl
CC1G_01565	X	308644	311342	-1	CC1G_05049,CC1G_15248,CC1G_15275	orthomcl
CC1G_01577	X	363425	364786	+1	CC1G_01578,CC1G_15259	orthomcl
CC1G_01578	X	365410	366544	+1	CC1G_01577,CC1G_15259	orthomcl
CC1G_01579	X	366647	367864	-1	CC1G_01983	orthomcl
CC1G_01587	X	387421	388190	-1	CC1G_01595	orthomcl
CC1G_01593	X	406516	409023	-1	CC1G_15265	orthomcl
CC1G_01595	X	418637	419133	+1	CC1G_01587	orthomcl
CC1G_01596	X	425283	428417	+1	CC1G_00624,CC1G_03285,CC1G_03476,CC1G_13072,CC1G_13073,CC1G_14642,CC1G_14959,CC1G_15194	orthomcl
CC1G_01603	X	450968	453641	-1	CC1G_10046	orthomcl
CC1G_01605	X	457028	458507	+1	CC1G_01606	orthomcl
CC1G_01606	X	458924	459733	+1	CC1G_01605	orthomcl
CC1G_01624	X	519372	521282	-1	CC1G_02708,CC1G_02717,CC1G_04698,CC1G_04747,CC1G_04793,CC1G_05403,CC1G_05416,CC1G_05419,CC1G_07983,CC1G_07989,CC1G_08624,CC1G_08628,CC1G_08645,CC1G_13610	orthomcl
CC1G_01645	X	572209	572964	-1	CC1G_01526,CC1G_04950,CC1G_07231,CC1G_07236,CC1G_07238,CC1G_07243,CC1G_07258,CC1G_07260,CC1G_07265,CC1G_07267,CC1G_07269,CC1G_07272,CC1G_13199	orthomcl
CC1G_01650	X	580043	581734	+1	CC1G_01654	orthomcl
CC1G_01654	X	591358	593028	-1	CC1G_01650	orthomcl
CC1G_01808	I	2602751	2604371	-1	CC1G_03822,CC1G_10538	orthomcl
CC1G_01828	I	2647743	2649798	-1	CC1G_01831	orthomcl
CC1G_01831	I	2653848	2655978	+1	CC1G_01828	orthomcl
CC1G_01983	III	1746054	1747725	-1	CC1G_01579	orthomcl
CC1G_02031	III	1877662	1878263	-1	CC1G_14199	orthomcl
CC1G_02064	X	1569581	1570505	-1	CC1G_02484,CC1G_05588,CC1G_10450	orthomcl
CC1G_02065	X	1570657	1572116	+1	CC1G_02483,CC1G_05589,CC1G_08110,CC1G_10451	orthomcl
CC1G_02072	X	1592138	1594412	+1	CC1G_05591,CC1G_08112,CC1G_10454	orthomcl
CC1G_02073	X	1594466	1596813	-1	CC1G_05592,CC1G_08113,CC1G_10455,CC1G_15157	orthomcl
CC1G_02077	X	1602693	1603734	-1	CC1G_10418,CC1G_15678	orthomcl
CC1G_02078	X	1604321	1604812	+1	CC1G_00605,CC1G_02457,CC1G_05878,CC1G_06053,CC1G_06117,CC1G_09554,CC1G_10417,CC1G_10787,CC1G_12405,CC1G_12792,CC1G_12890	orthomcl
CC1G_02093	X	1633064	1633752	-1	CC1G_02097,CC1G_02098,CC1G_02099,CC1G_02100,CC1G_02101,CC1G_03062,CC1G_03063,CC1G_03064	orthomcl
CC1G_02096	X	1637536	1639242	+1	CC1G_10109,CC1G_10114,CC1G_11017	orthomcl
CC1G_02097	X	1640083	1641295	-1	CC1G_02093,CC1G_02098,CC1G_02099,CC1G_02100,CC1G_02101,CC1G_03062,CC1G_03063,CC1G_03064	orthomcl
CC1G_02098	X	1641658	1642489	-1	CC1G_02093,CC1G_02097,CC1G_02099,CC1G_02100,CC1G_02101,CC1G_03062,CC1G_03063,CC1G_03064	orthomcl
CC1G_02099	X	1643137	1644066	-1	CC1G_02093,CC1G_02097,CC1G_02098,CC1G_02100,CC1G_02101,CC1G_03062,CC1G_03063,CC1G_03064	orthomcl
CC1G_02100	X	1645489	1648129	-1	CC1G_02093,CC1G_02097,CC1G_02098,CC1G_02099,CC1G_02101,CC1G_03062,CC1G_03063,CC1G_03064	orthomcl
CC1G_02101	X	1649435	1651838	-1	CC1G_02093,CC1G_02097,CC1G_02098,CC1G_02099,CC1G_02100,CC1G_03062,CC1G_03063,CC1G_03064	orthomcl
CC1G_02107	X	1667923	1668552	-1	CC1G_02108,CC1G_02212,CC1G_02213,CC1G_02246	orthomcl
CC1G_02108	X	1669375	1669998	-1	CC1G_02107,CC1G_02212,CC1G_02213,CC1G_02246	orthomcl
CC1G_02109	X	1671300	1672497	+1	CC1G_11720,CC1G_11732	orthomcl
CC1G_02111	X	1674791	1676227	+1	CC1G_01564,CC1G_02112,CC1G_02119	orthomcl
CC1G_02112	X	1676494	1677867	+1	CC1G_01564,CC1G_02111,CC1G_02119	orthomcl
CC1G_02113	X	1678678	1679264	+1	CC1G_05660,CC1G_05677,CC1G_05718,CC1G_06880,CC1G_06881,CC1G_06884,CC1G_06885,CC1G_09691,CC1G_10342,CC1G_11566,CC1G_11576,CC1G_11580,CC1G_14866,CC1G_14867,CC1G_14878	orthomcl
CC1G_02116	X	1685765	1687141	+1	CC1G_02121,CC1G_02123,CC1G_11413,CC1G_11424,CC1G_11425,CC1G_12870,CC1G_13332,CC1G_13806	orthomcl
CC1G_02117	X	1687512	1689213	+1	CC1G_08143	orthomcl
CC1G_02119	X	1691631	1694967	-1	CC1G_01564,CC1G_02111,CC1G_02112	orthomcl
CC1G_02121	X	1702690	1703595	+1	CC1G_02116,CC1G_02123,CC1G_11413,CC1G_11424,CC1G_11425,CC1G_12870,CC1G_13332,CC1G_13806	orthomcl
CC1G_02123	X	1705639	1707228	-1	CC1G_02116,CC1G_02121,CC1G_11413,CC1G_11424,CC1G_11425,CC1G_12870,CC1G_13332,CC1G_13806	orthomcl
CC1G_02139	X	1742704	1745121	+1	CC1G_02142	orthomcl
CC1G_02142	X	1751061	1753474	+1	CC1G_02139	orthomcl
CC1G_02148	X	1768398	1770616	+1	CC1G_15342	orthomcl
CC1G_02154	X	1787785	1788294	-1	CC1G_02155	orthomcl
CC1G_02155	X	1789316	1790023	-1	CC1G_02154	orthomcl
CC1G_02161	X	1808913	1809542	-1	CC1G_09200,CC1G_09206	orthomcl
CC1G_02173	X	1842105	1842589	+1	CC1G_02174,CC1G_02181,CC1G_02182,CC1G_02183,CC1G_02184,CC1G_02185	orthomcl
CC1G_02174	X	1843813	1844260	+1	CC1G_02173,CC1G_02181,CC1G_02182,CC1G_02183,CC1G_02184,CC1G_02185	orthomcl
CC1G_02178	X	1850758	1852346	-1	CC1G_10530	orthomcl
CC1G_02181	X	1860806	1861267	+1	CC1G_02173,CC1G_02174,CC1G_02182,CC1G_02183,CC1G_02184,CC1G_02185	orthomcl
CC1G_02182	X	1862274	1862752	+1	CC1G_02173,CC1G_02174,CC1G_02181,CC1G_02183,CC1G_02184,CC1G_02185	orthomcl
CC1G_02183	X	1865040	1865487	+1	CC1G_02173,CC1G_02174,CC1G_02181,CC1G_02182,CC1G_02184,CC1G_02185	orthomcl
CC1G_02184	X	1867634	1868085	+1	CC1G_02173,CC1G_02174,CC1G_02181,CC1G_02182,CC1G_02183,CC1G_02185	orthomcl
CC1G_02185	X	1869091	1869527	+1	CC1G_02173,CC1G_02174,CC1G_02181,CC1G_02182,CC1G_02183,CC1G_02184	orthomcl
CC1G_02189	X	1877180	1878465	+1	CC1G_04917,CC1G_07179	orthomcl
CC1G_02194	X	1894768	1896009	-1	CC1G_02195,CC1G_07624,CC1G_07634,CC1G_09526,CC1G_13965	orthomcl
CC1G_02195	X	1896868	1898123	-1	CC1G_02194,CC1G_07624,CC1G_07634,CC1G_09526,CC1G_13965	orthomcl
CC1G_02198	X	1902135	1904262	-1	CC1G_12567	orthomcl
CC1G_02200	X	1910528	1911762	-1	CC1G_08387,CC1G_12123,CC1G_12124,CC1G_14916	orthomcl
CC1G_02210	X	1939180	1940720	+1	CC1G_02583	orthomcl
CC1G_02212	X	1943311	1943919	-1	CC1G_02107,CC1G_02108,CC1G_02213,CC1G_02246	orthomcl
CC1G_02213	X	1944263	1944862	-1	CC1G_02107,CC1G_02108,CC1G_02212,CC1G_02246	orthomcl
CC1G_02238	X	2000981	2002245	+1	CC1G_10848,CC1G_15350,CC1G_15351	orthomcl
CC1G_02246	X	2030769	2031428	-1	CC1G_02107,CC1G_02108,CC1G_02212,CC1G_02213	orthomcl
CC1G_02247	X	2032505	2033737	+1	CC1G_10849,CC1G_10851	orthomcl
CC1G_02263	III	2956050	2957404	-1	CC1G_02266,CC1G_02267,CC1G_08886,CC1G_08893,CC1G_08902,CC1G_08903,CC1G_12224,CC1G_14271,CC1G_14531,CC1G_14534,CC1G_14889,CC1G_14918	orthomcl
CC1G_02264	III	2958559	2959724	+1	CC1G_02265,CC1G_10799,CC1G_10904	orthomcl
CC1G_02265	III	2959831	2960847	-1	CC1G_02264,CC1G_10799,CC1G_10904	orthomcl
CC1G_02266	III	2961418	2962867	-1	CC1G_02263,CC1G_02267,CC1G_08886,CC1G_08893,CC1G_08902,CC1G_08903,CC1G_12224,CC1G_14271,CC1G_14531,CC1G_14534,CC1G_14889,CC1G_14918	orthomcl
CC1G_02267	III	2963452	2965202	-1	CC1G_02263,CC1G_02266,CC1G_08886,CC1G_08893,CC1G_08902,CC1G_08903,CC1G_12224,CC1G_14271,CC1G_14531,CC1G_14534,CC1G_14889,CC1G_14918	orthomcl
CC1G_02281	III	3004223	3006802	-1	CC1G_14274	orthomcl
CC1G_02294	III	3042531	3044297	-1	CC1G_02302,CC1G_03321,CC1G_08074,CC1G_08079	orthomcl
CC1G_02295	III	3044949	3045233	-1	CC1G_02301	orthomcl
CC1G_02301	III	3059201	3059693	+1	CC1G_02295	orthomcl
CC1G_02302	III	3060025	3061650	-1	CC1G_02294,CC1G_03321,CC1G_08074,CC1G_08079	orthomcl
CC1G_02311	III	3087247	3088101	-1	CC1G_02324,CC1G_02325,CC1G_02344,CC1G_12965,CC1G_13074,CC1G_13264	orthomcl
CC1G_02314	III	3094049	3095450	-1	CC1G_10883	orthomcl
CC1G_02321	III	3114205	3115075	-1	CC1G_02331,CC1G_02347	orthomcl
CC1G_02324	III	3121714	3122307	+1	CC1G_02311,CC1G_02325,CC1G_02344,CC1G_12965,CC1G_13074,CC1G_13264	orthomcl
CC1G_02325	III	3125791	3126258	+1	CC1G_02311,CC1G_02324,CC1G_02344,CC1G_12965,CC1G_13074,CC1G_13264	orthomcl
CC1G_02326	III	3127115	3128878	-1	CC1G_02343	orthomcl
CC1G_02331	III	3140579	3141880	-1	CC1G_02321,CC1G_02347	orthomcl
CC1G_02336	III	3155982	3157098	-1	CC1G_03078,CC1G_05364,CC1G_05396,CC1G_05400,CC1G_05402,CC1G_05486,CC1G_06128,CC1G_08780,CC1G_08785,CC1G_08786,CC1G_08795,CC1G_08796,CC1G_08801,CC1G_08812,CC1G_08813,CC1G_08815,CC1G_10115,CC1G_10119,CC1G_10122,CC1G_11410,CC1G_11700,CC1G_13020,CC1G_13021,CC1G_13770,CC1G_13796,CC1G_13797,CC1G_13799,CC1G_13801,CC1G_13802,CC1G_14937,CC1G_14940,CC1G_14941,CC1G_15731	orthomcl
CC1G_02338	III	3160713	3161111	+1	CC1G_01064,CC1G_06193,CC1G_09283	orthomcl
CC1G_02342	III	3172536	3174269	-1	CC1G_02352,CC1G_02373	orthomcl
CC1G_02343	III	3175045	3175963	+1	CC1G_02326	orthomcl
CC1G_02344	III	3176613	3177482	-1	CC1G_02311,CC1G_02324,CC1G_02325,CC1G_12965,CC1G_13074,CC1G_13264	orthomcl
CC1G_02347	III	3185102	3186595	+1	CC1G_02321,CC1G_02331	orthomcl
CC1G_02348	III	3188007	3189557	-1	CC1G_01549,CC1G_02353,CC1G_08826	orthomcl
CC1G_02352	III	3196072	3196662	-1	CC1G_02342,CC1G_02373	orthomcl
CC1G_02353	III	3196754	3199151	+1	CC1G_01549,CC1G_02348,CC1G_08826	orthomcl
CC1G_02355	III	3204264	3205101	+1	CC1G_09444	orthomcl
CC1G_02361	III	3215579	3217621	+1	CC1G_02365	orthomcl
CC1G_02362	III	3225448	3231313	-1	CC1G_00715,CC1G_07225,CC1G_07598,CC1G_08470,CC1G_08475,CC1G_15101	orthomcl
CC1G_02365	III	3245893	3247894	-1	CC1G_02361	orthomcl
CC1G_02373	III	3275323	3276984	+1	CC1G_02342,CC1G_02352	orthomcl
CC1G_02382	III	3303766	3304533	+1	CC1G_08790,CC1G_11813	orthomcl
CC1G_02383	III	3306363	3306973	-1	CC1G_02389,CC1G_10617	orthomcl
CC1G_02384	III	3307329	3308190	-1	CC1G_02388,CC1G_11802,CC1G_14287	orthomcl
CC1G_02387	III	3316968	3318811	-1	CC1G_11801,CC1G_11803,CC1G_11809,CC1G_14845	orthomcl
CC1G_02388	III	3319805	3320647	+1	CC1G_02384,CC1G_11802,CC1G_14287	orthomcl
