#gene	src	src_start	src_stop	src_strand	target	method
CC1G_00129	V	1167785	1170110	+1	LACBIDRAFT_191382	orthomcl
CC1G_00130	V	1170478	1172090	+1	LACBIDRAFT_244827	orthomcl
CC1G_00131	V	1172314	1174064	-1	LACBIDRAFT_292173	orthomcl
CC1G_00135	V	1182483	1182935	+1	LACBIDRAFT_305767	orthomcl
CC1G_00137	V	1186115	1187170	-1	LACBIDRAFT_305768	orthomcl
CC1G_00138	V	1187524	1189014	+1	LACBIDRAFT_305769	orthomcl
CC1G_00143	V	1200843	1201853	-1	LACBIDRAFT_305776	orthomcl
CC1G_00145	V	1202746	1208827	+1	LACBIDRAFT_311550	orthomcl
CC1G_00146	V	1209129	1210957	+1	LACBIDRAFT_192524	orthomcl
CC1G_00147	V	1211158	1212216	-1	LACBIDRAFT_311620	orthomcl
CC1G_00148	V	1212432	1215295	+1	LACBIDRAFT_311621	orthomcl
CC1G_00149	V	1215618	1216454	-1	LACBIDRAFT_311622	orthomcl
CC1G_00151	V	1220944	1221516	+1	LACBIDRAFT_292820	orthomcl
CC1G_00153	V	1222956	1224161	-1	LACBIDRAFT_311625	orthomcl
CC1G_00154	V	1224314	1225728	+1	LACBIDRAFT_311626	orthomcl
CC1G_00156	V	1227722	1228433	+1	LACBIDRAFT_292821,LACBIDRAFT_292822,LACBIDRAFT_307632	orthomcl
CC1G_00160	V	1234376	1235418	+1	LACBIDRAFT_231037	orthomcl
CC1G_00164	V	1242246	1243440	+1	LACBIDRAFT_245955	orthomcl
CC1G_00165	V	1243507	1246842	-1	LACBIDRAFT_382719	orthomcl
CC1G_00166	V	1246972	1249622	+1	LACBIDRAFT_292824	orthomcl
CC1G_00167	V	1249651	1250284	-1	LACBIDRAFT_311636	orthomcl
CC1G_00168	V	1250638	1251798	+1	LACBIDRAFT_311637	orthomcl
CC1G_00173	V	1262053	1262529	+1	LACBIDRAFT_183183	orthomcl
CC1G_00176	V	1265994	1267599	-1	LACBIDRAFT_311642	orthomcl
CC1G_00178	V	1269655	1275198	-1	LACBIDRAFT_183121	orthomcl
CC1G_00179	V	1275395	1276228	+1	LACBIDRAFT_183313	orthomcl
CC1G_00180	V	1276881	1279542	-1	LACBIDRAFT_311647	orthomcl
CC1G_00181	V	1280228	1281966	+1	LACBIDRAFT_182837	orthomcl
CC1G_00182	V	1282305	1283236	+1	LACBIDRAFT_399636	orthomcl
CC1G_00183	V	1283843	1284886	+1	LACBIDRAFT_311653	orthomcl
CC1G_00185	V	1287813	1290061	-1	LACBIDRAFT_292833	orthomcl
CC1G_00186	V	1290336	1292690	+1	LACBIDRAFT_188528	orthomcl
CC1G_00187	V	1294198	1295288	+1	LACBIDRAFT_323553	orthomcl
CC1G_00189	V	1298740	1300928	-1	LACBIDRAFT_311668	orthomcl
CC1G_00191	V	1303383	1304786	-1	LACBIDRAFT_152612	orthomcl
CC1G_00192	V	1305326	1307465	+1	LACBIDRAFT_311664	orthomcl
CC1G_00193	V	1307668	1311115	-1	LACBIDRAFT_245820	orthomcl
CC1G_00195	V	1314625	1316691	-1	LACBIDRAFT_311674	orthomcl
CC1G_00196	V	1316975	1318196	+1	LACBIDRAFT_292836	orthomcl
CC1G_00197	V	1318543	1319174	-1	LACBIDRAFT_231169	orthomcl
CC1G_00199	V	1326440	1329072	+1	LACBIDRAFT_292838	orthomcl
CC1G_00201	V	1332121	1333575	+1	LACBIDRAFT_230488	orthomcl
CC1G_00203	V	1338633	1340401	+1	LACBIDRAFT_311682	orthomcl
CC1G_00206	V	1342607	1344361	+1	LACBIDRAFT_292841	orthomcl
CC1G_00209	V	1346853	1347710	-1	LACBIDRAFT_311689	orthomcl
CC1G_00210	V	1348255	1349528	+1	LACBIDRAFT_292843	orthomcl
CC1G_00211	V	1349806	1351325	+1	LACBIDRAFT_311687	orthomcl
CC1G_00212	V	1351539	1351871	+1	LACBIDRAFT_311686	orthomcl
CC1G_00215	V	1355389	1357171	-1	LACBIDRAFT_188577	orthomcl
CC1G_00217	V	1360890	1361802	-1	LACBIDRAFT_323571	orthomcl
CC1G_00220	V	1369612	1371061	-1	LACBIDRAFT_311701	orthomcl
CC1G_00221	V	1371212	1372530	+1	LACBIDRAFT_311702	orthomcl
CC1G_00222	V	1372651	1373911	-1	LACBIDRAFT_246237	orthomcl
CC1G_00223	V	1374715	1375841	+1	LACBIDRAFT_148362	orthomcl
CC1G_00229	V	1389138	1389483	+1	LACBIDRAFT_311710	orthomcl
CC1G_00230	V	1389634	1395096	-1	LACBIDRAFT_311711	orthomcl
CC1G_00231	V	1395422	1396847	+1	LACBIDRAFT_311712	orthomcl
CC1G_00232	V	1397163	1398004	-1	LACBIDRAFT_323583	orthomcl
CC1G_00233	V	1398130	1399316	+1	LACBIDRAFT_311714	orthomcl
CC1G_00235	V	1401531	1402247	-1	LACBIDRAFT_311716	orthomcl
CC1G_00236	V	1402554	1405941	+1	LACBIDRAFT_399415	orthomcl
CC1G_00237	V	1406376	1407089	-1	LACBIDRAFT_183097	orthomcl
CC1G_00238	V	1407319	1408299	-1	LACBIDRAFT_183045	orthomcl
CC1G_00241	V	1411160	1413987	+1	LACBIDRAFT_311722	orthomcl
CC1G_00242	V	1414262	1418872	+1	LACBIDRAFT_311723	orthomcl
CC1G_00244	V	1420300	1421544	-1	LACBIDRAFT_231004	orthomcl
CC1G_00245	V	1421707	1422259	+1	LACBIDRAFT_292861	orthomcl
CC1G_00248	V	1425228	1426548	+1	LACBIDRAFT_311730	orthomcl
CC1G_00249	V	1426595	1427059	-1	LACBIDRAFT_311732	orthomcl
CC1G_00255	V	1438125	1439866	+1	LACBIDRAFT_311738	orthomcl
CC1G_00256	V	1440327	1440920	-1	LACBIDRAFT_311739	orthomcl
CC1G_00257	V	1441585	1443706	+1	LACBIDRAFT_152287	orthomcl
CC1G_00259	V	1446023	1447173	-1	LACBIDRAFT_182845	orthomcl
CC1G_00261	V	1448824	1449573	-1	LACBIDRAFT_182928	orthomcl
CC1G_00262	V	1449879	1451221	+1	LACBIDRAFT_246558	orthomcl
CC1G_00263	V	1451718	1452734	+1	LACBIDRAFT_311749	orthomcl
CC1G_00264	V	1453177	1454566	-1	LACBIDRAFT_311748	orthomcl
CC1G_00268	V	1462953	1466586	+1	LACBIDRAFT_188914	orthomcl
CC1G_00270	V	1468386	1468911	+1	LACBIDRAFT_311745	orthomcl
CC1G_00272	V	1470396	1473676	-1	LACBIDRAFT_188623	orthomcl
CC1G_00276	V	1480485	1481809	-1	LACBIDRAFT_246018	orthomcl
CC1G_00277	V	1481991	1488615	+1	LACBIDRAFT_382832	orthomcl
CC1G_00278	V	1488698	1492682	-1	LACBIDRAFT_311758	orthomcl
CC1G_00279	V	1492972	1494910	+1	LACBIDRAFT_246136	orthomcl
CC1G_00280	V	1495082	1498549	+1	LACBIDRAFT_311760	orthomcl
CC1G_00282	V	1501247	1504725	-1	LACBIDRAFT_246178	orthomcl
CC1G_00283	V	1505181	1507188	-1	LACBIDRAFT_323617	orthomcl
CC1G_00284	V	1507389	1508601	+1	LACBIDRAFT_188794	orthomcl
CC1G_00285	V	1508757	1510655	+1	LACBIDRAFT_292877	orthomcl
CC1G_00286	V	1510862	1511860	+1	LACBIDRAFT_318352	orthomcl
CC1G_00289	V	1519218	1525855	+1	LACBIDRAFT_183224	orthomcl
CC1G_00291	V	1532599	1535472	+1	LACBIDRAFT_292878	orthomcl
CC1G_00294	V	1543636	1544240	+1	LACBIDRAFT_311774	orthomcl
CC1G_00295	V	1544616	1545481	+1	LACBIDRAFT_311775	orthomcl
CC1G_00296	V	1546204	1547136	+1	LACBIDRAFT_311777	orthomcl
CC1G_00297	V	1547342	1549061	+1	LACBIDRAFT_319573	orthomcl
CC1G_00299	V	1550229	1552219	+1	LACBIDRAFT_311779	orthomcl
CC1G_00300	V	1552583	1554811	-1	LACBIDRAFT_292883	orthomcl
CC1G_00301	V	1555257	1557377	+1	LACBIDRAFT_311781	orthomcl
CC1G_00302	V	1557640	1558921	+1	LACBIDRAFT_236329	orthomcl
CC1G_00303	V	1559226	1559784	+1	LACBIDRAFT_188803	orthomcl
CC1G_00304	V	1560456	1562718	+1	LACBIDRAFT_382862	orthomcl
CC1G_00305	V	1563200	1564505	-1	LACBIDRAFT_392408	orthomcl
CC1G_00306	V	1566639	1568193	-1	LACBIDRAFT_311791	orthomcl
CC1G_00308	V	1573598	1576470	-1	LACBIDRAFT_311795	orthomcl
CC1G_00309	V	1578407	1579130	+1	LACBIDRAFT_245726	orthomcl
CC1G_00311	V	1582533	1585461	-1	LACBIDRAFT_311799	orthomcl
CC1G_00312	V	1586077	1588267	+1	LACBIDRAFT_231284	orthomcl
CC1G_00315	V	1599644	1601322	-1	LACBIDRAFT_311810	orthomcl
CC1G_00316	V	1601536	1602195	+1	LACBIDRAFT_311809	orthomcl
CC1G_00317	V	1602389	1604286	-1	LACBIDRAFT_188936	orthomcl
CC1G_00319	V	1605590	1606466	-1	LACBIDRAFT_183149	orthomcl
CC1G_00321	V	1608127	1609340	-1	LACBIDRAFT_292896	orthomcl
CC1G_00323	V	1611552	1614407	-1	LACBIDRAFT_230952	orthomcl
CC1G_00324	V	1614725	1615341	+1	LACBIDRAFT_311801	orthomcl
CC1G_00325	V	1615706	1617693	-1	LACBIDRAFT_166708	orthomcl
CC1G_00326	V	1617921	1618550	-1	LACBIDRAFT_189312	orthomcl
CC1G_00327	V	1618816	1620896	-1	LACBIDRAFT_299945,LACBIDRAFT_318539,LACBIDRAFT_323075,LACBIDRAFT_328163,LACBIDRAFT_328909,LACBIDRAFT_336018	orthomcl
CC1G_00328	V	1621295	1622121	-1	LACBIDRAFT_311836	orthomcl
CC1G_00329	V	1622280	1624035	+1	LACBIDRAFT_311835	orthomcl
CC1G_00330	V	1624783	1626764	-1	LACBIDRAFT_311834	orthomcl
CC1G_00332	V	1638824	1640326	+1	LACBIDRAFT_292906	orthomcl
CC1G_00337	V	1651407	1653331	-1	LACBIDRAFT_311816	orthomcl
CC1G_00340	V	1660194	1664856	-1	LACBIDRAFT_292904	orthomcl
CC1G_00343	V	1671960	1675238	+1	LACBIDRAFT_399442	orthomcl
CC1G_00344	V	1675358	1677035	-1	LACBIDRAFT_311826	orthomcl
CC1G_00345	V	1678860	1679666	-1	LACBIDRAFT_177541	orthomcl
CC1G_00346	V	1680283	1681354	+1	LACBIDRAFT_182940	orthomcl
CC1G_00347	V	1681472	1683667	-1	LACBIDRAFT_311839	orthomcl
CC1G_00348	V	1683869	1686814	+1	LACBIDRAFT_311840	orthomcl
CC1G_00349	V	1687068	1687928	+1	LACBIDRAFT_183282	orthomcl
CC1G_00350	V	1688302	1690122	+1	LACBIDRAFT_311842	orthomcl
CC1G_00351	V	1690535	1695353	+1	LACBIDRAFT_188575	orthomcl
CC1G_00352	V	1695795	1697401	-1	LACBIDRAFT_323678	orthomcl
CC1G_00354	V	1698702	1701608	+1	LACBIDRAFT_183291	orthomcl
CC1G_00355	V	1702087	1702697	-1	LACBIDRAFT_311848	orthomcl
CC1G_00357	V	1706507	1709148	-1	LACBIDRAFT_311870	orthomcl
CC1G_00358	V	1709441	1711455	-1	LACBIDRAFT_311869	orthomcl
CC1G_00359	V	1712262	1713593	+1	LACBIDRAFT_311868	orthomcl
CC1G_00361	V	1719262	1720162	+1	LACBIDRAFT_311866	orthomcl
CC1G_00362	V	1720599	1721874	+1	LACBIDRAFT_183088	orthomcl
CC1G_00363	V	1722149	1723600	+1	LACBIDRAFT_311864	orthomcl
CC1G_00364	V	1723687	1725510	-1	LACBIDRAFT_311863	orthomcl
CC1G_00365	V	1725699	1727177	+1	LACBIDRAFT_311862	orthomcl
CC1G_00366	V	1727331	1728157	-1	LACBIDRAFT_182853	orthomcl
CC1G_00367	V	1728518	1731163	+1	LACBIDRAFT_231720	orthomcl
CC1G_00368	V	1731272	1732663	-1	LACBIDRAFT_188842	orthomcl
CC1G_00369	V	1732826	1733830	+1	LACBIDRAFT_188868	orthomcl
CC1G_00370	V	1734034	1735233	+1	LACBIDRAFT_311859	orthomcl
CC1G_00371	V	1735364	1737269	-1	LACBIDRAFT_311860	orthomcl
CC1G_00372	V	1737585	1739195	+1	LACBIDRAFT_311861	orthomcl
CC1G_00376	V	1748071	1749613	-1	LACBIDRAFT_311852	orthomcl
CC1G_00377	V	1750133	1750627	-1	LACBIDRAFT_183112	orthomcl
CC1G_00379	V	1752815	1754190	-1	LACBIDRAFT_246353	orthomcl
CC1G_00381	V	1754902	1755923	-1	LACBIDRAFT_245826	orthomcl
CC1G_00382	V	1756278	1757042	+1	LACBIDRAFT_292925	orthomcl
CC1G_00383	V	1757307	1758444	+1	LACBIDRAFT_323699	orthomcl
CC1G_00384	V	1758843	1759500	-1	LACBIDRAFT_246331	orthomcl
CC1G_00385	V	1759775	1761379	+1	LACBIDRAFT_311875	orthomcl
CC1G_00386	V	1761587	1763328	-1	LACBIDRAFT_246245	orthomcl
CC1G_00387	V	1763493	1765348	+1	LACBIDRAFT_311877	orthomcl
CC1G_00388	V	1765400	1766922	-1	LACBIDRAFT_311878	orthomcl
CC1G_00389	V	1767099	1769301	+1	LACBIDRAFT_311879	orthomcl
CC1G_00390	V	1781111	1782654	+1	LACBIDRAFT_231771	orthomcl
CC1G_00391	V	1783156	1784855	-1	LACBIDRAFT_311884	orthomcl
CC1G_00392	V	1785123	1787993	-1	LACBIDRAFT_246172	orthomcl
CC1G_00393	V	1788132	1789064	+1	LACBIDRAFT_290932	orthomcl
CC1G_00395	V	1794787	1795524	+1	LACBIDRAFT_311930	orthomcl
CC1G_00396	V	1795636	1796632	-1	LACBIDRAFT_311929	orthomcl
CC1G_00397	V	1796902	1799299	+1	LACBIDRAFT_311928	orthomcl
CC1G_00399	V	1800933	1802655	-1	LACBIDRAFT_188827	orthomcl
CC1G_00400	V	1803330	1804668	+1	LACBIDRAFT_246217	orthomcl
CC1G_00401	V	1805016	1807696	+1	LACBIDRAFT_183094,LACBIDRAFT_187396	orthomcl
CC1G_00404	V	1811708	1813278	-1	LACBIDRAFT_188563	orthomcl
CC1G_00405	V	1813451	1814422	+1	LACBIDRAFT_231608	orthomcl
CC1G_00408	V	1823152	1824696	-1	LACBIDRAFT_311934	orthomcl
CC1G_00409	V	1826179	1828169	+1	LACBIDRAFT_311936	orthomcl
CC1G_00410	V	1828544	1831070	+1	LACBIDRAFT_142282	orthomcl
CC1G_00411	V	1831242	1833763	-1	LACBIDRAFT_245647	orthomcl
CC1G_00412	V	1833928	1836287	+1	LACBIDRAFT_311939	orthomcl
CC1G_00416	V	1842540	1845839	+1	LACBIDRAFT_145192	orthomcl
CC1G_00417	V	1845909	1847870	-1	LACBIDRAFT_183128	orthomcl
CC1G_00418	V	1848079	1849575	+1	LACBIDRAFT_311945	orthomcl
CC1G_00419	V	1849655	1853793	-1	LACBIDRAFT_311946	orthomcl
CC1G_00420	V	1854127	1855865	+1	LACBIDRAFT_292945	orthomcl
CC1G_00421	V	1855944	1857755	-1	LACBIDRAFT_311948	orthomcl
CC1G_00422	V	1858139	1858962	+1	LACBIDRAFT_292946	orthomcl
CC1G_00423	V	1859418	1862655	+1	LACBIDRAFT_311951	orthomcl
CC1G_00424	V	1862944	1868578	+1	LACBIDRAFT_188791	orthomcl
CC1G_00425	V	1868813	1870326	-1	LACBIDRAFT_292948	orthomcl
CC1G_00426	V	1871888	1874271	+1	LACBIDRAFT_304909,LACBIDRAFT_304910	orthomcl
CC1G_00427	V	1874876	1878342	+1	LACBIDRAFT_311954	orthomcl
CC1G_00428	V	1878410	1879396	-1	LACBIDRAFT_311955	orthomcl
CC1G_00429	V	1879669	1880782	-1	LACBIDRAFT_311956	orthomcl
CC1G_00430	V	1880944	1884504	+1	LACBIDRAFT_151181	orthomcl
CC1G_00431	V	1884663	1886757	-1	LACBIDRAFT_311958	orthomcl
CC1G_00433	V	1890756	1892707	-1	LACBIDRAFT_311959	orthomcl
CC1G_00434	V	1892903	1894337	+1	LACBIDRAFT_246167	orthomcl
CC1G_00435	V	1894569	1895653	+1	LACBIDRAFT_399433	orthomcl
CC1G_00436	V	1896029	1899361	+1	LACBIDRAFT_311962	orthomcl
CC1G_00437	V	1899566	1901860	-1	LACBIDRAFT_311963	orthomcl
CC1G_00438	V	1902214	1903566	+1	LACBIDRAFT_311964	orthomcl
CC1G_00439	V	1903941	1905810	+1	LACBIDRAFT_311965	orthomcl
CC1G_00440	V	1906061	1907585	+1	LACBIDRAFT_188795	orthomcl
CC1G_00442	V	1910994	1913198	+1	LACBIDRAFT_311967	orthomcl
CC1G_00444	V	1916577	1918196	-1	LACBIDRAFT_311971	orthomcl
CC1G_00446	V	1921768	1923641	+1	LACBIDRAFT_323780	orthomcl
CC1G_00447	V	1923825	1928438	+1	LACBIDRAFT_312033	orthomcl
CC1G_00448	V	1928862	1931706	-1	LACBIDRAFT_312032	orthomcl
CC1G_00449	V	1933536	1935804	+1	LACBIDRAFT_383084	orthomcl
CC1G_00452	V	1942986	1943886	-1	LACBIDRAFT_231472	orthomcl
CC1G_00453	V	1944233	1948105	+1	LACBIDRAFT_312026	orthomcl
CC1G_00455	V	1949523	1951809	+1	LACBIDRAFT_160940	orthomcl
CC1G_00456	V	1952784	1954576	-1	LACBIDRAFT_188943	orthomcl
CC1G_00458	V	1955453	1955904	-1	LACBIDRAFT_312020	orthomcl
CC1G_00459	V	1956169	1957337	+1	LACBIDRAFT_312019	orthomcl
CC1G_00460	V	1957483	1959527	-1	LACBIDRAFT_312018	orthomcl
CC1G_00461	V	1959972	1960776	-1	LACBIDRAFT_312017	orthomcl
CC1G_00462	V	1963221	1964731	-1	LACBIDRAFT_312016	orthomcl
CC1G_00464	V	1969263	1971045	-1	LACBIDRAFT_188926	orthomcl
CC1G_00465	V	1971278	1973166	+1	LACBIDRAFT_147552	orthomcl
CC1G_00466	V	1973657	1975732	-1	LACBIDRAFT_312013	orthomcl
CC1G_00469	V	1978420	1981137	+1	LACBIDRAFT_292982	orthomcl
CC1G_00470	V	1981364	1983049	+1	LACBIDRAFT_292981	orthomcl
CC1G_00473	I	3000645	3001748	+1	LACBIDRAFT_320903	orthomcl
CC1G_00474	I	3007081	3008735	+1	LACBIDRAFT_181497	orthomcl
CC1G_00475	I	3009431	3010459	+1	LACBIDRAFT_301245	orthomcl
CC1G_00477	I	3012589	3013102	+1	LACBIDRAFT_192425	orthomcl
CC1G_00480	I	3018753	3020627	-1	LACBIDRAFT_301251	orthomcl
CC1G_00482	I	3027719	3028279	+1	LACBIDRAFT_149313	orthomcl
CC1G_00483	I	3028539	3030452	-1	LACBIDRAFT_243353	orthomcl
CC1G_00485	I	3040000	3042029	-1	LACBIDRAFT_301257	orthomcl
CC1G_00486	I	3042552	3044721	+1	LACBIDRAFT_399296	orthomcl
CC1G_00490	I	3055297	3058970	-1	LACBIDRAFT_291737	orthomcl
CC1G_00493	I	3068512	3069127	-1	LACBIDRAFT_301268	orthomcl
CC1G_00494	I	3069823	3072531	-1	LACBIDRAFT_301270	orthomcl
CC1G_00495	I	3072962	3073974	+1	LACBIDRAFT_148181	orthomcl
CC1G_00496	I	3074524	3077075	-1	LACBIDRAFT_301272	orthomcl
CC1G_00497	I	3077470	3078653	+1	LACBIDRAFT_170582	orthomcl
CC1G_00499	I	3082733	3084181	+1	LACBIDRAFT_301274	orthomcl
CC1G_00506	I	3099238	3100632	+1	LACBIDRAFT_227798	orthomcl
CC1G_00507	I	3100750	3103115	-1	LACBIDRAFT_301280	orthomcl
CC1G_00508	I	3104483	3108313	+1	LACBIDRAFT_291746	orthomcl
CC1G_00509	I	3109223	3109456	+1	LACBIDRAFT_301282	orthomcl
CC1G_00510	I	3111043	3113236	-1	LACBIDRAFT_301290	orthomcl
CC1G_00511	I	3113537	3115844	-1	LACBIDRAFT_301333	orthomcl
CC1G_00513	I	3117701	3118360	+1	LACBIDRAFT_181371	orthomcl
CC1G_00515	I	3122017	3122908	-1	LACBIDRAFT_301302	orthomcl
CC1G_00516	I	3123296	3126207	-1	LACBIDRAFT_301301,LACBIDRAFT_310130	orthomcl
CC1G_00520	I	3131968	3134161	-1	LACBIDRAFT_186951	orthomcl
CC1G_00521	I	3134480	3136604	-1	LACBIDRAFT_301296	orthomcl
CC1G_00522	I	3136848	3138575	+1	LACBIDRAFT_301295	orthomcl
CC1G_00523	I	3138751	3140669	-1	LACBIDRAFT_242531,LACBIDRAFT_244654,LACBIDRAFT_248983,LACBIDRAFT_256277	orthomcl
CC1G_00525	I	3142917	3144946	+1	LACBIDRAFT_291769,LACBIDRAFT_296972,LACBIDRAFT_301371,LACBIDRAFT_326769,LACBIDRAFT_326783	orthomcl
CC1G_00526	I	3145232	3147415	-1	LACBIDRAFT_242814	orthomcl
CC1G_00527	I	3147852	3149798	-1	LACBIDRAFT_170335	orthomcl
CC1G_00528	I	3150022	3154540	+1	LACBIDRAFT_301359	orthomcl
CC1G_00529	I	3154829	3156707	+1	LACBIDRAFT_301357	orthomcl
CC1G_00530	I	3157017	3158299	-1	LACBIDRAFT_301341,LACBIDRAFT_320964	orthomcl
CC1G_00531	I	3158729	3160127	+1	LACBIDRAFT_301346	orthomcl
CC1G_00532	I	3160333	3162088	+1	LACBIDRAFT_301347	orthomcl
CC1G_00533	I	3162295	3163656	+1	LACBIDRAFT_301348	orthomcl
CC1G_00534	I	3170229	3172685	+1	LACBIDRAFT_301350	orthomcl
CC1G_00537	I	3181083	3182189	-1	LACBIDRAFT_153769	orthomcl
CC1G_00538	I	3183098	3183922	-1	LACBIDRAFT_301339	orthomcl
