#chrom	start	stop	name
II	3197672	3197770	gy_61
II	3197674	3204115	gy_62
II	3204113	3204223	gy_63
II	3204113	3204526	gy_64
II	3205041	3205434	gy_65
II	3223300	3225472	gy_66
II	3371705	3377882	gy_67
II	3378252	3378300	cp_18
II	3379177	3379235	gy_68
II	3379825	3382055	gy_69
II	3382441	3382746	gy_70
II	3386264	3392437	gy_71
II	3391696	3392437	gy_72
II	3393734	3393792	gy_73
II	3394384	3396615	gy_74
II	3397003	3397311	gy_75
III	325238	332195	gy_76
III	483490	485617	gy_77
III	485618	486597	gy_78
III	488575	492765	cp_19
III	492735	494205	gy_79
III	492740	494489	gy_80
III	838031	838338	gy_81
III	838389	839376	gy_82
III	839515	840059	gy_83
III	839515	840250	gy_84
III	840804	843718	gy_85
III	841453	843696	gy_86
III	844638	844907	gy_87
III	847034	847461	gy_88
III	848167	848406	gy_89
III	848193	848421	gy_90
III	861903	868964	gy_91
III	1418421	1418474	gy_92
III	2145273	2145580	gy_93
III	2147495	2147559	gy_94
III	2164085	2164941	gy_95
III	2164223	2165434	gy_96
III	2170546	2171402	gy_97
III	2170684	2171895	gy_98
III	2177584	2177778	cp_20
III	2177906	2178212	cp_21
III	2179187	2179493	cp_22
III	2179622	2179816	cp_23
III	2191067	2191362	hAT_3
III	2194531	2202650	gy_99
III	2203556	2203960	cp_24
III	2204241	2204391	cp_25
III	2208742	2211082	hAT_4
III	2426022	2428173	Enh_2
III	3252897	3252936	cp_26
III	3378193	3385138	gy_100
IV	111570	111628	gy_101
IV	112223	114458	gy_102
IV	114844	115150	gy_103
IV	559677	566716	gy_104
IV	584974	585220	gy_105
IV	585023	585176	gy_106
IV	590219	592417	gy_107
IV	617531	619816	gy_108
IV	618817	624562	gy_109
IV	935727	935789	gy_110
IV	936257	936447	gy_111
IV	937177	938370	gy_112
IV	1101764	1102121	gy_113
IV	1102423	1102633	gy_114
IV	1103363	1104559	gy_115
IV	1137568	1138660	gy_116
IV	1137670	1138618	gy_117
IV	1139004	1139311	gy_118
IV	1518999	1521974	gy_119
IV	1521963	1522278	gy_120
IV	1523444	1523806	cp_27
IV	1529498	1529638	cp_28
IV	1530145	1530542	cp_29
IV	1542536	1542842	gy_121
IV	1543227	1544498	gy_122
IV	1543332	1544642	gy_123
IV	1545115	1545278	gy_124
IV	1549334	1554238	gy_125
IV	1554508	1555305	Mar_1
IV	1651775	1653946	gy_126
IV	1654292	1654480	gy_127
IV	1896460	1897627	gy_128
IV	1898359	1898598	gy_129
IV	1898385	1898589	gy_130
IV	1911931	1911993	gy_131
IV	1912444	1912648	gy_132
IV	1913630	1914798	gy_133
IV	2049308	2052879	Enh_3
IV	2457187	2457426	gy_134
IV	2457196	2457400	gy_135
IV	2458129	2459319	gy_136
IV	2482288	2483289	Mar_2
IV	2494970	2496139	gy_137
IV	2496867	2497106	gy_138
IV	2496893	2497121	gy_139
IV	2985317	2985440	gy_140
IV	2986355	2986849	cp_30
IV	3541779	3542276	cp_31
IV	3542594	3542751	cp_32
V	385488	386226	hAT_5
V	670901	671055	gy_141
V	671835	672116	gy_142
V	866015	866055	gy_143
V	876678	876768	cp_33
V	876696	876768	cp_34
V	934702	934774	cp_35
V	934702	934792	cp_36
V	1015819	1019109	Enh_4
V	2732514	2738997	gy_144
V	2946897	2947136	gy_145
V	2946906	2947061	gy_146
V	2947839	2948388	gy_147
V	2948845	2949342	gy_148
V	3116498	3117133	gy_149
V	3116498	3123439	gy_150
V	3392655	3392883	gy_151
V	3393615	3394808	gy_152
V	3399433	3399662	gy_153
V	3399448	3399705	gy_154
V	3399488	3399613	gy_155
V	3400394	3401585	gy_156
VI	19985	22160	gy_157
VI	62874	69921	gy_158
VI	86611	86968	gy_159
VI	87271	87482	gy_160
VI	88211	89098	gy_161
VI	90167	91998	gy_162
VI	151729	152887	gy_163
VI	151869	152892	gy_164
VI	152883	156364	gy_165
VI	155365	159905	gy_166
VI	159901	160104	gy_167
VI	198531	203803	cp_37
VI	254512	254815	gy_168
VI	263108	263298	cp_38
VI	263613	264130	cp_39
VI	264857	265914	cp_40
VI	284358	291357	gy_169
VI	294034	294388	gy_170
VI	294708	295734	gy_171
VI	296788	303815	gy_172
VI	303293	310319	gy_173
VI	310675	310794	cp_41
VI	310748	310794	cp_42
VI	383538	383695	gy_174
VI	384473	385664	gy_175
VI	391963	391995	gy_176
VI	391992	393484	gy_177
VI	393602	393852	gy_178
VI	794551	797952	cp_43
VI	1134872	1136083	gy_179
VI	1135055	1136221	gy_180
VI	1137098	1144043	gy_181
VI	1528110	1529344	gy_182
VI	1608565	1611977	gy_183
VI	1624912	1626450	gy_184
VI	1624952	1627338	gy_185
VI	1626854	1627397	gy_186
VI	1646562	1647866	CcNLR5
VI	1747279	1747358	gy_187
VI	1749288	1750423	cp_44
VI	1751702	1752105	cp_45
VI	1752384	1752535	cp_46
VI	1778107	1778237	cp_47
VI	1778672	1778783	cp_48
VI	1789223	1789950	gy_188
VI	1789934	1794459	gy_189
VI	1847104	1852739	gy_190
VI	1852739	1853762	gy_191
VI	1853801	1859687	gy_192
VI	1859688	1861009	gy_193
VI	1885869	1892853	gy_194
VI	1973444	1975736	hAT_6
VII	114507	117793	gy_195
VII	116794	121473	gy_196
VII	255361	259404	hAT_7
VII	329411	334611	gy_197
VII	334611	336418	gy_198
VII	337017	339289	gy_199
VII	337961	339247	gy_200
VII	339633	339940	gy_201
VII	541325	542698	CcNLR1
VII	775319	776054	gy_202
VII	776213	776856	gy_203
VII	793160	798420	gy_204
VII	1866334	1867112	cp_49
VII	1869817	1869993	gy_205
VII	1870592	1871205	gy_206
VII	1870693	1871218	gy_207
VII	1875218	1876397	gy_208
VII	1877127	1877337	gy_209
VII	1877564	1877853	gy_210
VII	1877640	1877997	gy_211
VII	1890881	1891380	gy_212
VII	1891383	1892057	gy_213
VII	1891852	1892172	gy_214
VII	1894310	1895207	gy_215
VII	1895207	1895454	gy_216
VII	1895453	1895620	gy_217
VII	1897700	1897874	cp_50
VII	1897885	1898142	cp_51
VII	1898553	1899377	cp_52
VII	1901514	1901970	gy_218
VII	1907320	1907909	gy_219
VII	1907722	1907941	gy_220
VII	1908632	1909221	gy_221
VII	1909034	1909253	gy_222
VII	1909428	1909924	gy_223
VII	1909569	1909991	gy_224
VII	1910523	1910692	gy_225
VII	1910524	1911056	gy_226
VII	1910933	1911147	gy_227
VII	1911322	1911818	gy_421
VII	1911463	1911885	gy_228
VII	1912093	1912274	gy_229
VII	1912093	1912302	gy_230
VII	1916167	1916686	gy_231
VII	1917041	1917100	gy_232
VII	1917692	1917862	gy_233
VII	1917693	1918225	gy_234
VII	1918102	1918291	gy_235
VII	1918491	1919965	gy_236
VII	1918635	1919923	gy_237
VII	1923724	1923776	gy_238
VII	2128250	2128779	gy_239
VII	2397160	2404105	gy_240
VII	2773107	2779547	gy_241
VII	2792694	2799641	gy_242
VII	2844584	2848024	hAT_8
VII	2851774	2853008	gy_243
VII	2851885	2853146	gy_244
VIII	90288	91694	cp_53
VIII	692586	695741	Enh_5
VIII	961941	961987	cp_54
VIII	1986895	1987252	gy_245
VIII	1987582	1987768	gy_246
VIII	1988497	1989687	gy_247
VIII	2057460	2063911	gy_248
VIII	2063944	2063975	gy_249
VIII	2066842	2067027	cp_55
VIII	2074076	2074271	cp_56
VIII	2074377	2074450	gy_250
VIII	2074466	2075307	gy_251
VIII	2079874	2082854	Enh_6
VIII	2092261	2092319	gy_252
VIII	2371566	2372005	gy_253
VIII	2372395	2379348	gy_254
VIII	2379585	2379680	gy_255
VIII	2379796	2385257	gy_256
IX	73410	78668	cp_57
IX	77669	79211	cp_58
IX	79452	79565	cp_59
IX	81538	82006	gy_257
IX	82495	84369	gy_258
IX	84364	84579	gy_259
IX	86777	86965	gy_260
IX	87313	89488	gy_261
IX	96231	98914	gy_262
IX	98607	99074	gy_263
IX	99266	99312	gy_264
IX	313514	316710	Enh_7
IX	808252	810696	cp_60
IX	914846	916016	gy_265
IX	914984	916222	gy_266
IX	1062205	1062262	gy_267
IX	1062205	1062275	gy_268
IX	1062219	1062262	gy_269
IX	1062788	1063278	gy_270
IX	1064238	1064579	gy_271
IX	1524853	1525374	gy_272
IX	1531253	1532308	Mar_3
IX	1650635	1650683	cp_61
IX	2150450	2150696	gy_273
IX	2150494	2150647	gy_274
IX	2151428	2152617	gy_275
IX	2204713	2211103	gy_276
IX	2240721	2241266	gy_277
IX	2243992	2245155	gy_278
IX	2245959	2246116	gy_279
IX	2246568	2246630	gy_280
IX	2248220	2251423	gy_281
IX	2253766	2254072	gy_282
IX	2254415	2256688	gy_283
IX	2254457	2255744	gy_284
IX	2257279	2257337	gy_285
IX	2258949	2262183	gy_286
IX	2271327	2274294	Enh_8
IX	2283072	2283590	cp_62
IX	2284384	2284615	gy_287
IX	2285003	2285100	cp_63
IX	2285021	2285100	cp_64
IX	2305156	2305235	cp_65
IX	2305156	2305253	cp_66
IX	2305643	2305874	gy_288
IX	2307295	2313267	cp_67
IX	2312913	2318708	cp_68
IX	2332160	2337961	cp_69
IX	2466715	2473734	gy_289
IX	2480866	2481171	gy_290
IX	2481071	2481169	gy_291
IX	2481558	2482509	gy_292
IX	2483073	2485424	gy_293
IX	2485407	2486305	gy_294
X	489314	496349	gy_295
X	726129	726172	cp_70
X	752328	752601	gy_296
X	753731	754261	gy_297
X	1152595	1152901	gy_298
X	1152628	1156291	gy_299
X	1193569	1197280	gy_300
X	1306945	1306978	cp_71
X	1307361	1308303	cp_72
X	1308691	1308735	cp_73
X	1309372	1309680	Mar_4
X	1310854	1311593	cp_74
X	1314210	1314394	cp_75
X	1314860	1315181	cp_76
X	1329457	1330199	gy_301
X	1337833	1344817	gy_302
X	1351203	1351261	gy_303
X	1351717	1351862	gy_304
X	1354543	1354803	gy_305
X	1354815	1355328	gy_306
X	1355315	1355482	gy_307
X	1565554	1569450	gy_308
X	1572131	1572292	gy_309
X	1573251	1578655	gy_310
X	1575729	1580133	gy_311
X	1579609	1586644	gy_312
X	1598011	1600868	gy_313
X	2039577	2040639	gy_314
X	2040523	2040951	gy_315
X	2043959	2045170	gy_316
X	2047694	2053095	gy_317
X	2053096	2056121	gy_318
X	2085314	2087767	gy_319
X	2086042	2088073	gy_320
X	2088599	2089190	gy_321
X	2089221	2090133	gy_322
X	2090134	2097070	gy_323
X	2096435	2097070	gy_324
X	2097084	2097381	gy_325
X	2097084	2097429	gy_326
XI	170252	171441	gy_327
XI	172171	172419	gy_328
XI	172220	172375	gy_329
XI	176195	176239	gy_330
XI	200747	207105	gy_331
XI	273365	273733	gy_332
XI	273769	274267	gy_333
XI	273887	274271	gy_334
XI	275074	275232	gy_335
XI	307427	313225	cp_77
XI	319217	321878	cp_78
XI	569355	573363	gy_336
XI	592221	592335	gy_337
XI	643632	643820	gy_338
XI	644200	645655	gy_339
XI	1130133	1130305	cp_79
XI	1130351	1130426	gy_340
XI	1130749	1130898	gy_341
XI	1131557	1131893	gy_342
XI	1139724	1140075	gy_343
XI	1141481	1142952	gy_344
XI	1144031	1144715	gy_345
XI	1144826	1145393	gy_346
XI	1148903	1150180	gy_347
XI	1149183	1151319	gy_348
XI	1152727	1153455	gy_349
XI	1154883	1157743	hAT_9
XI	1159134	1159348	gy_350
XI	1161240	1161975	gy_351
XI	1162584	1163660	cp_80
XI	1164107	1164367	cp_81
XI	1166111	1167386	cp_82
XI	1183683	1183989	gy_352
XI	1184378	1184682	gy_353
XI	1184681	1185197	gy_354
XI	1185189	1186318	gy_355
XI	1185195	1186167	gy_356
XI	1185195	1187115	gy_357
XI	1187706	1187764	gy_358
XI	1190136	1190182	cp_83
XI	1318503	1319000	cp_84
XI	1319319	1319475	cp_85
XI	1323450	1328449	cp_86
XI	1838045	1841512	Enh_9
XII	9530	10053	gy_359
XII	14103	21191	gy_360
XII	232463	235475	Enh_10
XII	321601	321857	gy_361
XII	414721	421448	gy_362
XII	421446	427642	gy_363
XII	427153	427642	gy_364
XII	493066	493607	Enh_11
XII	567909	574074	gy_365
XII	574446	574494	cp_87
XII	627591	627951	cp_88
XII	633214	634408	gy_366
XII	635143	635350	gy_367
XII	635192	635350	gy_368
XII	647323	647823	gy_369
XII	656030	661144	gy_370
XII	660145	662993	gy_371
XII	663929	671412	gy_372
XII	852047	853209	gy_373
XII	854013	854170	gy_374
XII	854478	854835	gy_375
XII	854621	854683	gy_376
XII	883529	884691	gy_377
XII	885495	885658	gy_378
XII	886103	886317	gy_379
XII	914627	921643	gy_380
XII	921131	921702	gy_381
XII	957719	963841	gy_382
XII	964330	964418	gy_383
XII	964685	970663	cp_89
XII	971107	971575	cp_90
XII	1077380	1084368	gy_384
XII	1083864	1084954	gy_385
XII	1090887	1096366	cp_91
XII	1097980	1098038	gy_386
XII	1098631	1100923	gy_387
XII	1099591	1100881	gy_388
XII	1101282	1101587	gy_389
XII	1107137	1109367	gy_390
XII	1115256	1115446	cp_92
XII	1116874	1117488	cp_93
XII	1117995	1118209	cp_94
XII	1123427	1124794	CcNLR2
XII	1121081	1121323	cp_95
XII	1121865	1122064	cp_96
XII	1123186	1123375	gy_391
XII	1136545	1141575	gy_392
XII	1144684	1144872	gy_393
XII	1145173	1146333	gy_394
XII	1145264	1146289	gy_395
XII	1260024	1261478	CcNLR3
XII	1261482	1267970	gy_396
XII	1799643	1806684	gy_397
XII	1919694	1919813	gy_398
XII	1920152	1920398	gy_399
XII	1920196	1920349	gy_400
XII	1921128	1922318	gy_401
XII	1928545	1928724	gy_402
XII	1928596	1928753	gy_403
XII	1929431	1934498	gy_404
XII	1934916	1934997	gy_405
XII	1980400	1981432	gy_406
XII	1980433	1986568	gy_407
XII	2032404	2039442	gy_408
XII	2096207	2096532	gy_409
XIII	127599	128909	CcNLR4
XIII	130439	136599	gy_410
XIII	203084	207072	gy_411
XIII	207066	214024	gy_412
XIII	214022	216133	gy_413
XIII	599662	600519	gy_414
XIII	599801	601036	gy_415
XIII	961993	966068	gy_416
XIII	966063	967252	gy_417
XIII	966063	966993	gy_418
XIII	970644	970807	gy_419
XIII	971583	972770	gy_420
XIII	977593	977835	cp_97
XIII	977944	978992	cp_98
U351	19519	20856	CcNLR6
U353	1803	2106	gy_422
U353	10321	10421	gy_423
U354	766	924	gy_424
U354	4321	5506	gy_425
U354	4581	5507	gy_426
U354	5507	9585	gy_427
U356	2418	3830	hAT_10
U356	5465	7433	hAT_11
U356	9350	9579	gy_428
U366	8519	9057	gy_429
U377	7198	7875	CcNLR7
U382	6583	6773	cp_100
U383	5697	7193	cp_99
U383	6238	6359	cp_101
U389	1	736	cp_102
U389	712	736	cp_103
U392	2608	2727	cp_104
U398	10	4391	gy_430
U398	4729	4828	gy_431
U403	1984	2214	gy_432
U403	2012	2132	gy_433
U403	2039	2165	gy_434
U403	2971	4115	gy_435
U404	1	400	gy_436
U405	21	717	gy_437
U405	63	579	gy_438
U405	209	600	gy_439
U406	8	3968	gy_440
U410	566	719	gy_441
U412	1	3920	gy_442
U418	3078	3446	gy_443
U419	1522	1602	gy_444
U419	2254	2486	cp_105
U421	643	1838	gy_445
U422	655	1901	gy_446
U422	1533	2041	gy_447
U425	1	511	gy_448
