#chrom	src_start	src_stop	strand	lb	lb_start	lb_stop	lb_strand
I	1390593	1420841	+	Lbic_S238N-H82_LACBIscaffold_1	2642059	2670099	+
I	1420841	1440024	+	Lbic_S238N-H82_LACBIscaffold_1	2670099	2693189	+
I	1440024	1448286	+	Lbic_S238N-H82_LACBIscaffold_1	2693189	2702421	+
I	1448286	1461254	+	Lbic_S238N-H82_LACBIscaffold_1	46581	56495	+
I	1461254	1477229	+	Lbic_S238N-H82_LACBIscaffold_1	56495	70717	+
I	1477229	1491603	+	Lbic_S238N-H82_LACBIscaffold_1	70717	91263	+
I	1491603	1503278	+	Lbic_S238N-H82_LACBIscaffold_1	91263	97496	+
I	1503278	1513015	+	Lbic_S238N-H82_LACBIscaffold_1	97496	106343	+
I	1513015	1531068	+	Lbic_S238N-H82_LACBIscaffold_1	106343	123478	+
I	1531068	1554895	+	Lbic_S238N-H82_LACBIscaffold_1	123478	145648	+
I	1554895	1647081	+	Lbic_S238N-H82_LACBIscaffold_1	169922	239748	+
I	1647081	1668012	+	Lbic_S238N-H82_LACBIscaffold_1	239748	255816	-
I	1668012	1680241	+	Lbic_S238N-H82_LACBIscaffold_1	255816	278668	+
I	1680241	1693148	+	Lbic_S238N-H82_LACBIscaffold_1	278668	284774	+
I	1693148	1708421	+	Lbic_S238N-H82_LACBIscaffold_1	284774	298748	+
I	1708421	1708982	+	Lbic_S238N-H82_LACBIscaffold_7	468750	471039	-
I	1708982	1719148	+	Lbic_S238N-H82_LACBIscaffold_1	298748	306014	+
I	1719148	1736604	+	Lbic_S238N-H82_LACBIscaffold_1	306014	325055	+
I	1736604	1749429	+	Lbic_S238N-H82_LACBIscaffold_1	325055	338281	+
I	1749429	1751752	+	Lbic_S238N-H82_LACBIscaffold_1	338281	340758	+
I	1751752	1764716	+	Lbic_S238N-H82_LACBIscaffold_1	340758	355322	-
I	1764716	1767421	+	Lbic_S238N-H82_LACBIscaffold_24	119296	122858	+
I	1767421	1787038	+	Lbic_S238N-H82_LACBIscaffold_1	355322	369938	+
I	1787038	1829593	+	Lbic_S238N-H82_LACBIscaffold_1	369938	415809	+
I	1829593	1850682	+	Lbic_S238N-H82_LACBIscaffold_1	415809	427710	+
I	1850682	1894290	+	Lbic_S238N-H82_LACBIscaffold_1	427710	458203	+
I	1894290	1902338	+	Lbic_S238N-H82_LACBIscaffold_1	458203	466111	-
I	1902338	1904340	+	Lbic_S238N-H82_LACBIscaffold_1	466111	471116	+
I	1904340	1909851	+	Lbic_S238N-H82_LACBIscaffold_40	193834	209450	-
I	1909851	1931972	+	Lbic_S238N-H82_LACBIscaffold_1	471116	500202	+
I	1931972	1935766	+	Lbic_S238N-H82_LACBIscaffold_1	824791	832170	-
I	1935766	1964125	+	Lbic_S238N-H82_LACBIscaffold_1	500202	529494	+
I	1964125	1995036	+	Lbic_S238N-H82_LACBIscaffold_1	529494	556265	+
I	1995036	2037244	+	Lbic_S238N-H82_LACBIscaffold_1	556265	600164	+
I	2037244	2064703	+	Lbic_S238N-H82_LACBIscaffold_1	600164	626271	+
I	2064703	2100715	+	Lbic_S238N-H82_LACBIscaffold_1	626271	651985	+
I	2100715	2104517	+	Lbic_S238N-H82_LACBIscaffold_1	651985	654473	+
I	2115789	2145559	+	Lbic_S238N-H82_LACBIscaffold_1	654473	695063	+
I	2145559	2169382	+	Lbic_S238N-H82_LACBIscaffold_1	695063	733517	-
I	2169382	2207460	+	Lbic_S238N-H82_LACBIscaffold_1	733517	765269	+
I	2207460	2221901	+	Lbic_S238N-H82_LACBIscaffold_1	765269	781698	+
I	2221901	2233252	+	Lbic_S238N-H82_LACBIscaffold_1	781698	789516	+
I	2233252	2246208	+	Lbic_S238N-H82_LACBIscaffold_1	789516	795873	+
I	2246208	2247935	+	Lbic_S238N-H82_LACBIscaffold_6	1897708	1900748	-
I	2247935	2271233	+	Lbic_S238N-H82_LACBIscaffold_1	795873	816425	-
I	2271233	2298168	+	Lbic_S238N-H82_LACBIscaffold_1	816425	824791	+
I	2298168	2422915	+	Lbic_S238N-H82_LACBIscaffold_1	832170	959579	+
I	2422915	2457353	+	Lbic_S238N-H82_LACBIscaffold_1	959579	993215	+
I	2457353	2463420	+	Lbic_S238N-H82_LACBIscaffold_1	994929	999013	+
I	2463420	2468335	+	Lbic_S238N-H82_LACBIscaffold_1	999013	1003019	+
I	2468335	2474448	+	Lbic_S238N-H82_LACBIscaffold_1	1015477	1021270	-
I	2474448	2480503	+	Lbic_S238N-H82_LACBIscaffold_1	1021270	1028064	-
I	2480503	2486737	+	Lbic_S238N-H82_LACBIscaffold_1	1003019	1008890	-
I	2486737	2493811	+	Lbic_S238N-H82_LACBIscaffold_1	1028064	1036793	+
I	2493811	2502974	+	Lbic_S238N-H82_LACBIscaffold_1	1008890	1015477	-
I	2502974	2527418	+	Lbic_S238N-H82_LACBIscaffold_1	1036793	1060436	+
I	2527418	2542907	+	Lbic_S238N-H82_LACBIscaffold_1	1060436	1072955	+
I	2542907	2565224	+	Lbic_S238N-H82_LACBIscaffold_1	1072955	1103172	+
I	2565224	2582918	+	Lbic_S238N-H82_LACBIscaffold_1	1103172	1107511	+
I	2582918	2587225	+	Lbic_S238N-H82_LACBIscaffold_1	1107511	1110414	+
I	2587225	2628236	+	Lbic_S238N-H82_LACBIscaffold_1	1110414	1150274	+
I	2628236	2637543	+	Lbic_S238N-H82_LACBIscaffold_1	1150274	1158818	+
I	2637543	2699002	+	Lbic_S238N-H82_LACBIscaffold_1	1158818	1213346	+
I	2699002	2718579	+	Lbic_S238N-H82_LACBIscaffold_1	1213346	1233634	+
I	2718579	2761553	+	Lbic_S238N-H82_LACBIscaffold_1	1233634	1262705	+
I	2761553	2766385	+	Lbic_S238N-H82_LACBIscaffold_1	1262705	1266991	-
I	2766385	2782590	+	Lbic_S238N-H82_LACBIscaffold_1	1266991	1288417	+
I	2782590	2792291	+	Lbic_S238N-H82_LACBIscaffold_1	1288417	1310650	+
I	2792291	2799416	+	Lbic_S238N-H82_LACBIscaffold_4	1649594	1652943	+
I	2799416	2822906	+	Lbic_S238N-H82_LACBIscaffold_1	1310650	1334707	+
I	2822906	2835219	+	Lbic_S238N-H82_LACBIscaffold_1	1334707	1347240	+
I	2835219	2842295	+	Lbic_S238N-H82_LACBIscaffold_1	1347240	1351795	+
I	2842295	2858276	+	Lbic_S238N-H82_LACBIscaffold_1	1351795	1367646	+
I	2858276	2862458	+	Lbic_S238N-H82_LACBIscaffold_1	1584319	1591057	+
I	2862458	2875532	+	Lbic_S238N-H82_LACBIscaffold_1	1367646	1379830	+
I	2875532	2886235	+	Lbic_S238N-H82_LACBIscaffold_1	1750690	1764920	+
I	2886235	2909165	+	Lbic_S238N-H82_LACBIscaffold_1	1379830	1406453	-
I	2909165	2920139	+	Lbic_S238N-H82_LACBIscaffold_1	1743096	1750690	-
I	2920139	3018844	+	Lbic_S238N-H82_LACBIscaffold_1	1406453	1489915	+
I	3018844	3028750	+	Lbic_S238N-H82_LACBIscaffold_1	1489915	1499020	+
I	3028750	3043561	+	Lbic_S238N-H82_LACBIscaffold_1	1499020	1513111	+
I	3043561	3113496	+	Lbic_S238N-H82_LACBIscaffold_1	1513111	1583592	+
I	3113496	3118505	+	Lbic_S238N-H82_LACBIscaffold_1	1653725	1656644	+
I	3118505	3131960	+	Lbic_S238N-H82_LACBIscaffold_1	1593627	1620311	-
I	3131960	3137086	+	Lbic_S238N-H82_LACBIscaffold_1	1591057	1593627	-
I	3137086	3156010	+	Lbic_S238N-H82_LACBIscaffold_1	1705625	1743096	-
I	3156010	3177448	+	Lbic_S238N-H82_LACBIscaffold_1	1668091	1695430	+
I	3177448	3181191	+	Lbic_S238N-H82_LACBIscaffold_1	1703045	1705625	+
I	3181191	3195230	+	Lbic_S238N-H82_LACBIscaffold_1	1656644	1668091	-
I	3195230	3208193	+	Lbic_S238N-H82_LACBIscaffold_1	1620311	1632128	+
I	3208193	3210534	+	Lbic_S238N-H82_LACBIscaffold_42	331755	348359	+
I	3210534	3225228	+	Lbic_S238N-H82_LACBIscaffold_1	1632128	1653725	+
I	3225228	3235828	+	Lbic_S238N-H82_LACBIscaffold_1	1764920	1775743	+
I	3235828	3250565	+	Lbic_S238N-H82_LACBIscaffold_1	1695430	1703045	-
I	3250565	3296098	+	Lbic_S238N-H82_LACBIscaffold_1	1775743	1869788	+
I	3296098	3332723	+	Lbic_S238N-H82_LACBIscaffold_1	1869788	1931941	-
I	3332723	3334499	+	Lbic_S238N-H82_LACBIscaffold_31	64834	124977	+
I	3334499	3342450	+	Lbic_S238N-H82_LACBIscaffold_1	1955660	1986382	+
I	3342450	3387075	+	Lbic_S238N-H82_LACBIscaffold_1	2091573	2117516	+
I	3387075	3397358	+	Lbic_S238N-H82_LACBIscaffold_1	1944605	1955660	-
I	3397358	3410395	+	Lbic_S238N-H82_LACBIscaffold_1	1931941	1944605	-
I	3410395	3424635	+	Lbic_S238N-H82_LACBIscaffold_1	2022570	2091573	+
I	3424635	3435072	+	Lbic_S238N-H82_LACBIscaffold_1	1986382	1993108	+
I	3435072	3439173	+	Lbic_S238N-H82_LACBIscaffold_1	2945771	2948069	+
I	3439173	3443842	+	Lbic_S238N-H82_LACBIscaffold_1	2226875	2263734	+
I	3443842	3449480	+	Lbic_S238N-H82_LACBIscaffold_1	2152790	2188631	+
I	3449480	3469511	+	Lbic_S238N-H82_LACBIscaffold_1	2442099	2534204	+
I	3469511	3478848	+	Lbic_S238N-H82_LACBIscaffold_1	2272223	2293153	-
I	3478848	3482248	+	Lbic_S238N-H82_LACBIscaffold_1	2263734	2267137	-
I	3482248	3508985	+	Lbic_S238N-H82_LACBIscaffold_1	1995755	2022570	+
I	3508985	3521258	+	Lbic_S238N-H82_LACBIscaffold_1	2188631	2226875	+
I	3521258	3533085	+	Lbic_S238N-H82_LACBIscaffold_2	1470628	1478670	+
I	3533085	3573881	+	Lbic_S238N-H82_LACBIscaffold_1	2117516	2152790	-
I	3573881	3582914	+	Lbic_S238N-H82_LACBIscaffold_1	1993108	1995755	+
I	3582914	3601224	+	Lbic_S238N-H82_LACBIscaffold_1	2371502	2442099	+
I	3601224	3606553	+	Lbic_S238N-H82_LACBIscaffold_28	185741	208976	+
I	3606553	3636409	+	Lbic_S238N-H82_LACBIscaffold_1	2306064	2371502	-
I	3636409	3639588	+	Lbic_S238N-H82_LACBIscaffold_28	208976	213609	+
I	3639588	3648259	+	Lbic_S238N-H82_LACBIscaffold_28	255048	258461	-
I	3648259	3664190	+	Lbic_S238N-H82_LACBIscaffold_1	2293153	2306064	+
I	3664190	3782530	+	Lbic_S238N-H82_LACBIscaffold_52	26256	61489	+
I	3782530	3786823	+	Lbic_S238N-H82_LACBIscaffold_48	81167	88087	-
I	3786823	3804813	+	Lbic_S238N-H82_LACBIscaffold_28	213609	255048	-
I	3804813	3817418	+	Lbic_S238N-H82_LACBIscaffold_53	86475	102294	+
I	3817418	3844450	+	Lbic_S238N-H82_LACBIscaffold_11	1218355	1222375	-
I	3844450	3853157	+	Lbic_S238N-H82_LACBIscaffold_28	26974	67587	-
I	3853157	3960210	+	Lbic_S238N-H82_LACBIscaffold_28	23474	26974	+
II	20760	45355	+	Lbic_S238N-H82_LACBIscaffold_18	185167	192667	+
II	45355	100555	+	Lbic_S238N-H82_LACBIscaffold_18	375315	494705	-
II	100555	144593	+	Lbic_S238N-H82_LACBIscaffold_5	1480629	1495041	+
II	144593	150446	+	Lbic_S238N-H82_LACBIscaffold_18	494705	502334	-
II	150446	161631	+	Lbic_S238N-H82_LACBIscaffold_18	502334	506503	+
II	161631	217734	+	Lbic_S238N-H82_LACBIscaffold_18	595148	604734	-
II	217734	265580	+	Lbic_S238N-H82_LACBIscaffold_35	306357	359764	-
II	265580	328988	+	Lbic_S238N-H82_LACBIscaffold_18	604734	823465	-
II	328988	341254	+	Lbic_S238N-H82_LACBIscaffold_35	384487	407454	-
II	341254	399571	+	Lbic_S238N-H82_LACBIscaffold_20	515163	521779	+
II	399571	450912	+	Lbic_S238N-H82_LACBIscaffold_35	209747	218621	-
II	450912	525981	+	Lbic_S238N-H82_LACBIscaffold_35	273018	306357	+
II	525981	547632	+	Lbic_S238N-H82_LACBIscaffold_35	126473	162650	-
II	547632	600195	+	Lbic_S238N-H82_LACBIscaffold_35	181141	200028	+
II	600195	607501	+	Lbic_S238N-H82_LACBIscaffold_1	2818722	2821005	+
II	607501	640677	+	Lbic_S238N-H82_LACBIscaffold_35	200028	209747	-
II	640677	666818	+	Lbic_S238N-H82_LACBIscaffold_35	164728	181141	-
II	666818	720732	+	Lbic_S238N-H82_LACBIscaffold_35	20644	41369	+
II	720732	733226	+	Lbic_S238N-H82_LACBIscaffold_35	16676	20644	+
II	733226	742702	+	Lbic_S238N-H82_LACBIscaffold_35	3882	16676	+
II	742702	744891	+	Lbic_S238N-H82_LACBIscaffold_53	84633	86475	-
II	744891	764190	+	Lbic_S238N-H82_LACBIscaffold_2	2172730	2211784	+
II	764190	766441	+	Lbic_S238N-H82_LACBIscaffold_2	2211784	2214320	-
II	766441	778047	+	Lbic_S238N-H82_LACBIscaffold_35	95172	102218	-
II	778047	783625	+	Lbic_S238N-H82_LACBIscaffold_2	3056751	3058755	-
II	783625	786226	+	Lbic_S238N-H82_LACBIscaffold_25	259700	263262	-
II	786226	787004	+	Lbic_S238N-H82_LACBIscaffold_2	3058755	3061112	+
II	787004	802775	+	Lbic_S238N-H82_LACBIscaffold_35	56290	74828	-
II	802775	827997	+	Lbic_S238N-H82_LACBIscaffold_2	2214320	2253962	-
II	827997	829497	+	Lbic_S238N-H82_LACBIscaffold_35	74828	77016	+
II	829497	851174	+	Lbic_S238N-H82_LACBIscaffold_35	102218	126473	-
II	851174	889591	+	Lbic_S238N-H82_LACBIscaffold_35	77016	95172	+
II	889591	906578	+	Lbic_S238N-H82_LACBIscaffold_2	2801956	2831875	-
II	906578	918106	+	Lbic_S238N-H82_LACBIscaffold_2	2793032	2801956	-
II	918106	936030	+	Lbic_S238N-H82_LACBIscaffold_2	2853171	2863050	+
II	936030	951593	+	Lbic_S238N-H82_LACBIscaffold_2	2863050	2878888	+
II	951593	954696	+	Lbic_S238N-H82_LACBIscaffold_2	2878888	2880080	+
II	954696	956090	+	Lbic_S238N-H82_LACBIscaffold_2	2880080	2891501	+
II	965206	1005849	+	Lbic_S238N-H82_LACBIscaffold_2	2891501	2926842	+
II	1005849	1020191	+	Lbic_S238N-H82_LACBIscaffold_2	2926842	2932768	+
II	1020191	1021845	+	Lbic_S238N-H82_LACBIscaffold_2	2932768	2934408	-
II	1021845	1027430	+	Lbic_S238N-H82_LACBIscaffold_2	2934408	2940667	+
II	1027430	1055152	+	Lbic_S238N-H82_LACBIscaffold_2	3034910	3054278	+
II	1055152	1058356	+	Lbic_S238N-H82_LACBIscaffold_2	3054278	3056751	+
II	1058356	1071447	+	Lbic_S238N-H82_LACBIscaffold_2	2253962	2315689	+
II	1071447	1100047	+	Lbic_S238N-H82_LACBIscaffold_2	2315689	2339584	+
II	1100047	1102649	+	Lbic_S238N-H82_LACBIscaffold_2	3011661	3013407	+
II	1102649	1129494	+	Lbic_S238N-H82_LACBIscaffold_2	2967947	2994462	-
II	1129494	1137055	+	Lbic_S238N-H82_LACBIscaffold_2	2962464	2967947	-
II	1137055	1148864	+	Lbic_S238N-H82_LACBIscaffold_2	2952956	2962464	-
II	1148864	1149935	+	Lbic_S238N-H82_LACBIscaffold_2	2951933	2952956	+
II	1149935	1160378	+	Lbic_S238N-H82_LACBIscaffold_2	2940667	2951933	-
II	1160378	1164592	+	Lbic_S238N-H82_LACBIscaffold_2	3004521	3010076	+
II	1164592	1166636	+	Lbic_S238N-H82_LACBIscaffold_2	3032954	3034910	+
II	1166636	1172400	+	Lbic_S238N-H82_LACBIscaffold_6	1198146	1221984	-
II	1172400	1178357	+	Lbic_S238N-H82_LACBIscaffold_2	2994462	2999039	+
II	1178357	1182455	+	Lbic_S238N-H82_LACBIscaffold_2	2999039	3004521	+
II	1182455	1211264	+	Lbic_S238N-H82_LACBIscaffold_2	3013407	3032954	+
II	1211264	1212921	+	Lbic_S238N-H82_LACBIscaffold_2	3010076	3011661	+
II	1212921	1230444	+	Lbic_S238N-H82_LACBIscaffold_2	2339584	2361783	+
II	1230444	1231400	+	Lbic_S238N-H82_LACBIscaffold_1	1583592	1584319	+
II	1231400	1239555	+	Lbic_S238N-H82_LACBIscaffold_2	2361783	2367971	+
II	1239555	1249414	+	Lbic_S238N-H82_LACBIscaffold_2	2367971	2379587	+
II	1249414	1256040	+	Lbic_S238N-H82_LACBIscaffold_35	41369	56290	+
II	1256040	1264397	+	Lbic_S238N-H82_LACBIscaffold_2	2379587	2386773	+
II	1264397	1265587	+	Lbic_S238N-H82_LACBIscaffold_2	2386773	2389205	+
II	1265587	1273567	+	Lbic_S238N-H82_LACBIscaffold_2	2831875	2838707	+
II	1273567	1276350	+	Lbic_S238N-H82_LACBIscaffold_2	923984	940855	-
II	1276350	1318477	+	Lbic_S238N-H82_LACBIscaffold_2	2790949	2793032	-
II	1318477	1351526	+	Lbic_S238N-H82_LACBIscaffold_2	2652110	2690116	-
II	1351526	1364489	+	Lbic_S238N-H82_LACBIscaffold_2	2768733	2788023	+
II	1364489	1375319	+	Lbic_S238N-H82_LACBIscaffold_2	2838707	2853171	+
II	1375319	1389363	+	Lbic_S238N-H82_LACBIscaffold_2	2690116	2702492	-
II	1389363	1401886	+	Lbic_S238N-H82_LACBIscaffold_2	2702492	2713928	+
II	1401886	1423117	+	Lbic_S238N-H82_LACBIscaffold_2	2713928	2728451	+
II	1423117	1442247	+	Lbic_S238N-H82_LACBIscaffold_2	2735657	2744151	-
II	1442247	1449642	+	Lbic_S238N-H82_LACBIscaffold_2	2728451	2735657	-
II	1449642	1454827	+	Lbic_S238N-H82_LACBIscaffold_2	2744151	2746987	-
II	1454827	1482673	+	Lbic_S238N-H82_LACBIscaffold_2	2746987	2768733	+
II	1482673	1519764	+	Lbic_S238N-H82_LACBIscaffold_2	2618124	2652110	-
II	1519764	1532919	+	Lbic_S238N-H82_LACBIscaffold_2	2606879	2618124	-
II	1532919	1535403	+	Lbic_S238N-H82_LACBIscaffold_20	525986	585405	-
II	1535403	1546212	+	Lbic_S238N-H82_LACBIscaffold_2	2595641	2606879	-
II	1546212	1561077	+	Lbic_S238N-H82_LACBIscaffold_2	2581654	2595641	+
II	1561077	1636789	+	Lbic_S238N-H82_LACBIscaffold_2	2516886	2581654	-
II	1636789	1647781	+	Lbic_S238N-H82_LACBIscaffold_2	2505035	2516886	+
II	1647781	1659620	+	Lbic_S238N-H82_LACBIscaffold_2	2493916	2505035	-
II	1659620	1663843	+	Lbic_S238N-H82_LACBIscaffold_2	2485612	2493916	-
II	1663843	1676006	+	Lbic_S238N-H82_LACBIscaffold_2	2481359	2485612	+
II	1676006	1724679	+	Lbic_S238N-H82_LACBIscaffold_2	2389205	2423299	+
II	1724679	1726735	+	Lbic_S238N-H82_LACBIscaffold_2	2423299	2424480	+
II	1726735	1756536	+	Lbic_S238N-H82_LACBIscaffold_2	2424480	2453611	+
II	1756536	1757733	+	Lbic_S238N-H82_LACBIscaffold_5	1431502	1439789	-
II	1757733	1789842	+	Lbic_S238N-H82_LACBIscaffold_2	2453611	2481359	+
II	1789842	1796378	+	Lbic_S238N-H82_LACBIscaffold_6	1669878	1675981	+
II	1796378	1803258	+	Lbic_S238N-H82_LACBIscaffold_6	1675981	1682697	-
II	1803258	1818152	+	Lbic_S238N-H82_LACBIscaffold_6	1682697	1703187	+
II	1818152	1834702	+	Lbic_S238N-H82_LACBIscaffold_6	1703187	1710166	+
II	1834702	1838950	+	Lbic_S238N-H82_LACBIscaffold_6	1729986	1734064	-
II	1838950	1845290	+	Lbic_S238N-H82_LACBIscaffold_6	1722719	1729986	+
II	1845290	1862707	+	Lbic_S238N-H82_LACBIscaffold_6	1710166	1722719	-
II	1862707	1896713	+	Lbic_S238N-H82_LACBIscaffold_6	1734064	1763324	+
II	1896713	1909324	+	Lbic_S238N-H82_LACBIscaffold_6	1763324	1765082	+
II	1909324	1912138	+	Lbic_S238N-H82_LACBIscaffold_6	1765082	1767175	-
II	1912138	1929504	+	Lbic_S238N-H82_LACBIscaffold_6	1767175	1775744	+
II	1929504	1932696	+	Lbic_S238N-H82_LACBIscaffold_5	552823	557203	-
II	1932696	1945943	+	Lbic_S238N-H82_LACBIscaffold_6	1775744	1786883	+
II	1945943	1953285	+	Lbic_S238N-H82_LACBIscaffold_6	1786883	1789795	+
II	1953285	1958270	+	Lbic_S238N-H82_LACBIscaffold_3	1411927	1421467	+
II	1958270	1966803	+	Lbic_S238N-H82_LACBIscaffold_6	1882487	1893405	-
II	1966803	1967720	+	Lbic_S238N-H82_LACBIscaffold_6	1876190	1878591	+
II	1967720	1980568	+	Lbic_S238N-H82_LACBIscaffold_6	1842694	1857157	-
II	1980568	1985278	+	Lbic_S238N-H82_LACBIscaffold_3	2177737	2190845	+
II	1985278	1988803	+	Lbic_S238N-H82_LACBIscaffold_6	1839372	1842694	-
II	1988803	1989375	+	Lbic_S238N-H82_LACBIscaffold_25	161307	162190	+
II	1989375	1996509	+	Lbic_S238N-H82_LACBIscaffold_6	1831766	1839372	+
II	1996509	2000367	+	Lbic_S238N-H82_LACBIscaffold_40	176659	179941	-
II	2000367	2024475	+	Lbic_S238N-H82_LACBIscaffold_6	1809987	1831766	-
II	2024475	2038323	+	Lbic_S238N-H82_LACBIscaffold_6	1795810	1807195	-
II	2038323	2044272	+	Lbic_S238N-H82_LACBIscaffold_6	1878591	1882487	-
II	2044272	2058583	+	Lbic_S238N-H82_LACBIscaffold_6	1857157	1867358	+
II	2058583	2063854	+	Lbic_S238N-H82_LACBIscaffold_6	1867358	1873486	+
II	2063854	2066909	+	Lbic_S238N-H82_LACBIscaffold_6	1873486	1876190	+
II	2066909	2071633	+	Lbic_S238N-H82_LACBIscaffold_6	1789795	1795810	-
II	2071633	2076400	+	Lbic_S238N-H82_LACBIscaffold_6	1893405	1897708	+
