#gene	chrom	chrom_start	chrom_stop
CC1G_01010	II	719317	721153
CC1G_01024	II	753041	754350
CC1G_01034	II	779693	782085
CC1G_01035	II	782918	783136
CC1G_01041	II	790465	792705
CC1G_01043	II	796756	797301
CC1G_01057	II	849525	850350
CC1G_01058	II	850985	851686
CC1G_01059	II	852159	854145
CC1G_01061	II	857410	858566
CC1G_01062	II	859676	862585
CC1G_01066	II	867229	867713
CC1G_01067	II	868171	871818
CC1G_01068	II	873539	874705
CC1G_01072	II	884149	884619
CC1G_01075	II	889863	892049
CC1G_01076	II	892589	895864
CC1G_01078	II	899022	901707
CC1G_01083	II	908579	910193
CC1G_01084	II	910525	912275
CC1G_01085	II	913139	914708
CC1G_01086	II	914971	916254
CC1G_01091	II	925692	928068
CC1G_01093	II	932376	932804
CC1G_01101	II	953273	953972
CC1G_01104	II	958826	959650
CC1G_01110	II	969042	970845
CC1G_01119	II	1001502	1002242
CC1G_01123	II	1008196	1009649
CC1G_01125	II	1011980	1013201
CC1G_01128	II	1017385	1017744
CC1G_01131	II	1022153	1022519
CC1G_01135	II	1028471	1031229
CC1G_01155	II	1075448	1076410
CC1G_01157	II	1079657	1082188
CC1G_01158	II	1085026	1086331
CC1G_01167	II	1108899	1109864
CC1G_01184	II	1146789	1147993
CC1G_01186	II	1153033	1154218
CC1G_01194	II	1171358	1172740
CC1G_01197	II	1177463	1178205
CC1G_01201	II	1183937	1186068
CC1G_01211	II	1210221	1211088
CC1G_01219	II	1221894	1222735
CC1G_01224	II	1231751	1234252
CC1G_01230	II	1248375	1248893
CC1G_01247	II	1305058	1305532
CC1G_01256	V	2002948	2003812
CC1G_01258	V	2005403	2007195
CC1G_01260	V	2008426	2010725
CC1G_01261	V	2013160	2016141
CC1G_01263	V	2023430	2024849
CC1G_01271	V	2040979	2041694
CC1G_01272	V	2042030	2043562
CC1G_01288	V	2075837	2077655
CC1G_01289	V	2077864	2079550
CC1G_01292	V	2085366	2086792
CC1G_01296	V	2091295	2091922
CC1G_01297	V	2093670	2095668
CC1G_01300	V	2100541	2102162
CC1G_01301	V	2103737	2105906
CC1G_01311	V	2126544	2130988
CC1G_01314	V	2135553	2136997
CC1G_01326	V	2179355	2180263
CC1G_01328	V	2183819	2184394
CC1G_01331	V	2195129	2196611
CC1G_01337	V	2210434	2211414
CC1G_01341	V	2215947	2216633
CC1G_01345	V	2222313	2223977
CC1G_01366	V	2279248	2283196
CC1G_01374	V	2295618	2299071
CC1G_01392	V	2334481	2336958
CC1G_01393	V	2338368	2339363
CC1G_01394	V	2340418	2343384
CC1G_01396	V	2344760	2346513
CC1G_01397	V	2347367	2349009
CC1G_01398	V	2349063	2349489
CC1G_01411	V	2386211	2388742
CC1G_01425	V	2426646	2429686
CC1G_01446	V	2476299	2477272
CC1G_01454	V	2490057	2491055
CC1G_01463	V	2523667	2524564
CC1G_01468	V	2534877	2535931
CC1G_01470	V	2540071	2541212
CC1G_01474	V	2547668	2548695
CC1G_01476	V	2554757	2556594
CC1G_01478	X	71689	72086
CC1G_01485	X	89769	92811
CC1G_01486	X	93607	94389
CC1G_01487	X	94953	95561
CC1G_01490	X	98143	98914
CC1G_01492	X	99935	101137
CC1G_01493	X	101691	102497
CC1G_01495	X	105445	106419
CC1G_01496	X	107340	108251
CC1G_01497	X	108759	109936
CC1G_01501	X	116143	117929
CC1G_01508	X	133936	136178
CC1G_01509	X	136403	137770
CC1G_01515	X	148907	149104
CC1G_01516	X	150229	151863
CC1G_01518	X	154356	157430
CC1G_01522	X	169866	170608
CC1G_01536	X	210957	212647
CC1G_01537	X	212950	213575
CC1G_01553	X	267763	268955
CC1G_01554	X	271210	272316
CC1G_01557	X	280928	282407
CC1G_01561	X	293194	294469
CC1G_01572	X	346277	348155
CC1G_01581	X	369214	370660
CC1G_01598	X	435639	436892
CC1G_01607	X	460706	461745
CC1G_01625	X	521857	524856
CC1G_01626	X	525853	527151
CC1G_01628	X	529579	530918
CC1G_01629	X	531084	531617
CC1G_01634	X	538473	540944
CC1G_01640	X	561025	562919
CC1G_01642	X	566066	567441
CC1G_01644	X	570824	571819
CC1G_01649	X	578954	579559
CC1G_01652	X	585322	586351
CC1G_01655	X	593903	594318
CC1G_01656	X	595193	598724
CC1G_01659	X	605596	606562
CC1G_01668	I	2248104	2249381
CC1G_01673	I	2262252	2263124
CC1G_01678	I	2271336	2272876
CC1G_01679	I	2273237	2274327
CC1G_01680	I	2274530	2276052
CC1G_01704	I	2340333	2341060
CC1G_01709	I	2357137	2357457
CC1G_01712	I	2361978	2362562
CC1G_01716	I	2368109	2371278
CC1G_01720	I	2379618	2380600
CC1G_01726	I	2395710	2396247
CC1G_01754	I	2467039	2467982
CC1G_01764	I	2501107	2502970
CC1G_01765	I	2503881	2509117
CC1G_01769	I	2519895	2522018
CC1G_01773	I	2529155	2529963
CC1G_01787	I	2559460	2561006
CC1G_01798	I	2581293	2582123
CC1G_01805	I	2595167	2596733
CC1G_01815	I	2619106	2621082
CC1G_01818	I	2624919	2626437
CC1G_01822	I	2634949	2636780
CC1G_01826	I	2645293	2646122
CC1G_01832	I	2660048	2660864
CC1G_01845	I	2692024	2694125
CC1G_01855	I	2711795	2712643
CC1G_01857	I	2715556	2716661
CC1G_01862	I	2728503	2730295
CC1G_01865	I	2735735	2736011
CC1G_01870	I	2748097	2749043
CC1G_01871	I	2749170	2749920
CC1G_01872	I	2750156	2751673
CC1G_01876	I	2758172	2759385
CC1G_01901	III	1527159	1528388
CC1G_01922	III	1585951	1587587
CC1G_01935	III	1615142	1618028
CC1G_01937	III	1620948	1622048
CC1G_01942	III	1636604	1638326
CC1G_01943	III	1638911	1640980
CC1G_01951	III	1659849	1661698
CC1G_01972	III	1714048	1715796
CC1G_01977	III	1728710	1731118
CC1G_01979	III	1735300	1735999
CC1G_01980	III	1736185	1739233
CC1G_01981	III	1740872	1741589
CC1G_01985	III	1754432	1757389
CC1G_01986	III	1758227	1758700
CC1G_01989	III	1761911	1763245
CC1G_01992	III	1771011	1772080
CC1G_01998	III	1784896	1785710
CC1G_02001	III	1793890	1795864
CC1G_02003	III	1799219	1800185
CC1G_02004	III	1801257	1803575
CC1G_02013	III	1829390	1830910
CC1G_02014	III	1831616	1833253
CC1G_02028	III	1869478	1870798
CC1G_02038	III	1895138	1897080
CC1G_02043	III	1905130	1907062
CC1G_02046	III	1915150	1915730
CC1G_02050	III	1922524	1925026
CC1G_02052	III	1927676	1928144
CC1G_02053	III	1928418	1928890
CC1G_02058	III	1939616	1943506
CC1G_02062	III	1956162	1957147
CC1G_02076	X	1600850	1601907
CC1G_02086	X	1619118	1619909
CC1G_02088	X	1624984	1626338
CC1G_02091	X	1631977	1632799
CC1G_02106	X	1666864	1667723
CC1G_02122	X	1704243	1705314
CC1G_02130	X	1721624	1721776
CC1G_02132	X	1724851	1725033
CC1G_02133	X	1726406	1726564
CC1G_02134	X	1727356	1727547
CC1G_02135	X	1728860	1729042
CC1G_02138	X	1739981	1740558
CC1G_02143	X	1753727	1755484
CC1G_02144	X	1756371	1757710
CC1G_02151	X	1778931	1780379
CC1G_02156	X	1791442	1792393
CC1G_02159	X	1805217	1805597
CC1G_02160	X	1806944	1807519
CC1G_02163	X	1812970	1813989
CC1G_02164	X	1814490	1816832
CC1G_02166	X	1825770	1826985
CC1G_02172	X	1839043	1839505
CC1G_02175	X	1844779	1845731
CC1G_02177	X	1849080	1849876
CC1G_02179	X	1853989	1854703
CC1G_02180	X	1855799	1856791
CC1G_02187	X	1872094	1872736
CC1G_02188	X	1875019	1875658
CC1G_02190	X	1878980	1880983
CC1G_02191	X	1881758	1882056
CC1G_02196	X	1898875	1900716
CC1G_02209	X	1937514	1938153
CC1G_02218	X	1956393	1957808
CC1G_02221	X	1960227	1965047
CC1G_02224	X	1969310	1970349
CC1G_02226	X	1972612	1974120
CC1G_02227	X	1974367	1976392
CC1G_02231	X	1982678	1983385
CC1G_02232	X	1983717	1988279
CC1G_02235	X	1993674	1994663
CC1G_02236	X	1995685	1996769
CC1G_02241	X	2015683	2019242
CC1G_02248	X	2034205	2036358
CC1G_02251	III	2918987	2919673
CC1G_02254	III	2932301	2933097
CC1G_02257	III	2942223	2943531
CC1G_02258	III	2943944	2944809
CC1G_02259	III	2945089	2947727
CC1G_02260	III	2948496	2950091
CC1G_02268	III	2967888	2970405
CC1G_02272	III	2978350	2979118
CC1G_02273	III	2980101	2981202
CC1G_02285	III	3016343	3020087
CC1G_02287	III	3026431	3029717
CC1G_02292	III	3039600	3040232
CC1G_02296	III	3046585	3047053
CC1G_02300	III	3057395	3057955
CC1G_02304	III	3065801	3069999
CC1G_02308	III	3079594	3080550
CC1G_02313	III	3092200	3093481
CC1G_02317	III	3101988	3104193
CC1G_02318	III	3105369	3108510
CC1G_02329	III	3135304	3137316
CC1G_02354	III	3199587	3203101
CC1G_02364	III	3237390	3238598
CC1G_02370	III	3262368	3263231
CC1G_02378	III	3291892	3294802
CC1G_02379	III	3295243	3298660
CC1G_02393	III	3331651	3332675
CC1G_02398	III	3347690	3348019
CC1G_02407	IX	705325	707676
CC1G_02424	IX	766081	766674
CC1G_02426	IX	772723	774858
CC1G_02427	IX	775025	776674
CC1G_02431	IX	788511	789605
CC1G_02433	IX	793722	796870
CC1G_02436	IX	807098	807988
CC1G_02440	IX	818184	818762
CC1G_02443	IX	823006	824550
CC1G_02463	IX	878860	882368
CC1G_02472	IX	911111	912142
CC1G_02478	IX	919313	919642
CC1G_02480	IX	924335	925437
CC1G_02485	IX	936778	937419
CC1G_02491	IX	952373	955142
CC1G_02492	IX	956458	957096
CC1G_02493	IX	957571	959942
CC1G_02495	IX	963622	965656
CC1G_02499	IX	971108	972612
CC1G_02502	IX	980376	980768
CC1G_02503	IX	982070	985518
CC1G_02509	IX	1003114	1003513
CC1G_02510	IX	1004454	1005221
CC1G_02516	IX	1025268	1027227
CC1G_02517	IX	1028370	1029203
CC1G_02518	IX	1030118	1032555
CC1G_02519	IX	1033584	1035414
CC1G_02522	IX	1038765	1040039
CC1G_02523	IX	1042176	1042587
CC1G_02528	IX	1059952	1060711
CC1G_02538	IX	1091372	1092592
CC1G_02544	IX	1108744	1110276
CC1G_02551	IX	1124868	1126289
CC1G_02559	IX	1151352	1153151
CC1G_02576	IV	134126	134485
CC1G_02577	IV	134812	135963
CC1G_02578	IV	137105	137869
CC1G_02579	IV	139774	142394
CC1G_02581	IV	148306	148937
CC1G_02582	IV	150586	151438
CC1G_02590	IV	167950	169663
CC1G_02592	IV	173818	174777
CC1G_02594	IV	176033	177244
CC1G_02596	IV	178628	180275
CC1G_02597	IV	181763	182764
CC1G_02602	IV	197236	198147
CC1G_02607	IV	207502	209235
CC1G_02610	IV	217717	218322
CC1G_02613	IV	225832	227064
CC1G_02619	IV	246398	246814
CC1G_02622	IV	253498	254264
CC1G_02624	IV	258928	262414
CC1G_02628	IV	271761	273065
CC1G_02629	IV	274407	275378
CC1G_02638	IV	293421	294893
CC1G_02644	IV	307163	311372
CC1G_02653	IV	328550	329329
CC1G_02660	IV	343126	344224
CC1G_02664	IV	352811	353332
CC1G_02670	IV	368606	370175
CC1G_02674	IV	377855	379007
CC1G_02679	IV	389325	390109
CC1G_02689	IV	409189	411544
CC1G_02691	IV	416791	418041
CC1G_02694	IV	423483	425289
CC1G_02702	IV	447909	449160
CC1G_02707	IV	458489	459600
CC1G_02711	IV	476697	477844
CC1G_02723	IV	516857	518076
CC1G_02731	IV	546344	548675
CC1G_02741	I	94895	95402
CC1G_02745	I	107490	108066
CC1G_02759	I	139081	140316
CC1G_02761	I	144798	145492
CC1G_02762	I	147212	147823
CC1G_02766	I	154443	156148
CC1G_02767	I	157439	158098
CC1G_02775	I	184781	185294
CC1G_02776	I	186428	187242
CC1G_02777	I	189468	190340
CC1G_02782	I	200677	202068
CC1G_02798	I	251904	252364
CC1G_02801	I	255147	257453
CC1G_02802	I	259162	260619
CC1G_02810	I	284315	285240
CC1G_02815	I	296678	297746
CC1G_02816	I	298016	299775
CC1G_02821	I	318938	319771
CC1G_02823	I	320977	321585
CC1G_02826	I	326929	328022
CC1G_02827	I	328182	329045
CC1G_02830	I	332408	333069
CC1G_02831	I	333403	334059
CC1G_02832	I	335295	337798
CC1G_02834	I	339739	340773
CC1G_02836	I	345235	346647
CC1G_02837	I	348859	349565
CC1G_02839	I	353539	354282
CC1G_02841	I	357766	359370
CC1G_02843	I	360639	362699
CC1G_02846	I	369367	371704
CC1G_02847	I	372673	373908
CC1G_02852	I	388916	390453
CC1G_02864	I	420443	421463
CC1G_02868	I	429194	429780
CC1G_02870	I	432470	434502
CC1G_02874	I	447847	448158
CC1G_02880	I	473066	475438
CC1G_02883	I	484380	488101
CC1G_02885	I	492241	492711
CC1G_02886	I	493166	494446
CC1G_02895	VIII	1187752	1188636
CC1G_02898	VIII	1203959	1205230
CC1G_02905	VIII	1227183	1227539
CC1G_02920	VIII	1264706	1267046
CC1G_02936	VIII	1317698	1319357
CC1G_02950	VIII	1353184	1353875
CC1G_02954	VIII	1363595	1364514
CC1G_02959	VIII	1371819	1372397
CC1G_02967	VIII	1406381	1412118
CC1G_02976	VIII	1446303	1447436
CC1G_02978	VIII	1450605	1454540
CC1G_02980	VIII	1457314	1458814
CC1G_02983	VIII	1465383	1468046
CC1G_02984	VIII	1469585	1470306
CC1G_02993	VIII	1487131	1488876
CC1G_02994	VIII	1489472	1489798
CC1G_02996	VIII	1492796	1494508
CC1G_02998	VIII	1497059	1499738
CC1G_02999	VIII	1503180	1504653
CC1G_03004	VIII	1514147	1520620
CC1G_03005	VIII	1521140	1521663
CC1G_03010	VIII	1535460	1540547
CC1G_03012	VIII	1544817	1546885
CC1G_03015	VIII	1554279	1556699
CC1G_03016	VIII	1557936	1561663
CC1G_03018	VIII	1563686	1564408
CC1G_03019	VIII	1564504	1565776
CC1G_03028	VIII	1590791	1592462
CC1G_03030	VIII	1597266	1598922
CC1G_03037	VIII	2101094	2103142
CC1G_03045	VIII	2121323	2123124
CC1G_03047	VIII	2126184	2127205
CC1G_03048	VIII	2127270	2129757
CC1G_03052	VIII	2135582	2136453
CC1G_03057	VIII	2147743	2152400
CC1G_03060	VIII	2159259	2161146
CC1G_03069	VIII	2177620	2178088
CC1G_03073	VIII	2194706	2195135
CC1G_03077	VIII	2203008	2204984
CC1G_03079	VIII	2207504	2207998
CC1G_03083	VIII	2212792	2215235
CC1G_03086	VIII	2222106	2223099
CC1G_03089	VIII	2231126	2231465
CC1G_03092	VIII	2239076	2240559
CC1G_03097	VIII	2251162	2251881
CC1G_03106	VIII	2278732	2279653
CC1G_03108	VIII	2285584	2286941
CC1G_03111	VIII	2297729	2299474
CC1G_03112	VIII	2299867	2302742
CC1G_03114	VIII	2304756	2307401
CC1G_03121	VIII	2334174	2337691
CC1G_03124	VIII	2343711	2344655
CC1G_03125	VIII	2345105	2346581
CC1G_03126	VIII	2347540	2348290
CC1G_03129	VIII	2359970	2361651
CC1G_03141	VIII	2386120	2386455
CC1G_03142	VIII	2386709	2387460
CC1G_03143	VIII	2387622	2388398
CC1G_03144	VIII	2389134	2390360
CC1G_03149	VIII	2400340	2401074
CC1G_03159	VIII	2424686	2425990
CC1G_03163	VIII	2434973	2435770
CC1G_03164	VIII	2436444	2437670
CC1G_03167	VIII	2446322	2447797
CC1G_03169	VIII	2450489	2451395
CC1G_03196	III	2542601	2544259
CC1G_03202	III	2557011	2557436
CC1G_03205	III	2561243	2562416
CC1G_03207	III	2566317	2568578
CC1G_03215	III	2582363	2585244
CC1G_03222	III	2599941	2601509
CC1G_03224	III	2604443	2605433
CC1G_03226	III	2608739	2610659
CC1G_03238	III	2642324	2643568
CC1G_03240	III	2645937	2646405
CC1G_03243	III	2653695	2654785
CC1G_03244	III	2654934	2655202
CC1G_03246	III	2659450	2660541
CC1G_03247	III	2661057	2661580
CC1G_03252	III	2669406	2671188
CC1G_03253	III	2674939	2676849
CC1G_03261	III	2695375	2697131
CC1G_03264	III	2701548	2704479
CC1G_03274	III	2723320	2724905
CC1G_03279	III	2734679	2735586
CC1G_03280	III	2736103	2737066
CC1G_03284	III	2746993	2748183
CC1G_03292	III	2773962	2774529
CC1G_03294	III	2778614	2778924
CC1G_03301	III	2798894	2800757
CC1G_03309	III	2830508	2832227
CC1G_03310	III	2832540	2834375
CC1G_03322	III	2865608	2866888
CC1G_03324	III	2870606	2871292
CC1G_03325	III	2872567	2873631
CC1G_03326	III	2874570	2878647
CC1G_03342	VIII	557269	558535
CC1G_03345	VIII	561086	563150
CC1G_03350	VIII	573057	574961
CC1G_03357	VIII	599365	600583
CC1G_03359	VIII	605847	607061
CC1G_03367	VIII	633459	635228
CC1G_03380	VIII	668726	670174
CC1G_03389	VIII	696240	697166
CC1G_03391	VIII	701628	701957
CC1G_03396	VIII	714833	717172
CC1G_03398	VIII	723762	727184
CC1G_03404	VIII	740181	740700
CC1G_03415	VIII	767598	769797
CC1G_03420	VIII	778499	780599
CC1G_03422	VIII	781187	782480
CC1G_03429	VIII	803844	804612
CC1G_03434	VIII	811887	812793
CC1G_03451	VIII	859889	860309
CC1G_03477	IX	1619639	1621689
CC1G_03479	IX	1628225	1629298
CC1G_03484	IX	1639998	1640711
CC1G_03485	IX	1641038	1641695
CC1G_03488	IX	1653339	1654885
CC1G_03491	IX	1662202	1662471
CC1G_03493	IX	1665923	1666775
CC1G_03495	IX	1673558	1674480
CC1G_03497	IX	1676781	1677185
CC1G_03499	IX	1678156	1678956
CC1G_03501	IX	1681249	1681758
CC1G_03507	IX	1694096	1695415
CC1G_03509	IX	1697850	1699968
CC1G_03513	IX	1704129	1705334
CC1G_03514	IX	1710027	1710863
CC1G_03515	IX	1711242	1712412
CC1G_03516	IX	1714615	1719217
CC1G_03523	IX	1736339	1736936
CC1G_03524	IX	1738078	1740108
CC1G_03528	IX	1749800	1751466
CC1G_03530	IX	1753569	1755241
CC1G_03535	IX	1765048	1766123
CC1G_03536	IX	1767246	1770541
CC1G_03537	IX	1771280	1772537
CC1G_03538	IX	1772833	1773083
CC1G_03539	IX	1774019	1775030
CC1G_03544	IX	1780721	1783166
CC1G_03545	IX	1784526	1788239
CC1G_03546	IX	1788573	1790244
CC1G_03550	IX	1802743	1803550
CC1G_03560	IX	1829836	1830894
CC1G_03561	IX	1831261	1832369
CC1G_03565	IX	1841286	1845027
CC1G_03567	IX	1847793	1848328
CC1G_03570	IX	1853439	1855149
CC1G_03582	IX	1882568	1885430
CC1G_03583	IX	1886278	1887023
CC1G_03589	IX	1905730	1906192
CC1G_03592	IX	1911862	1912333
CC1G_03594	IX	1913589	1914018
CC1G_03596	IX	1914644	1917960
CC1G_03597	IX	1918884	1919209
CC1G_03599	IX	1926037	1927483
CC1G_03602	IX	1932273	1936233
CC1G_03603	IX	1936868	1940937
CC1G_03604	IX	1941328	1941861
CC1G_03609	IX	1957990	1959148
CC1G_03617	IX	1976762	1977556
CC1G_03619	IX	1984527	1985127
CC1G_03621	I	1875181	1876066
CC1G_03642	I	1925514	1927633
CC1G_03644	I	1929024	1929554
CC1G_03646	I	1931973	1932393
CC1G_03664	I	1969097	1969975
CC1G_03673	I	2000365	2002434
CC1G_03674	I	2002908	2003847
CC1G_03675	I	2004007	2005340
CC1G_03677	I	2006831	2007758
CC1G_03681	I	2011964	2013387
CC1G_03685	I	2019324	2020973
CC1G_03686	I	2021381	2022460
CC1G_03696	I	2042771	2044097
CC1G_03704	I	2069468	2071999
CC1G_03713	I	2087069	2088023
CC1G_03721	I	2105562	2106875
CC1G_03725	I	2120687	2122946
CC1G_03733	I	2135508	2137315
CC1G_03738	I	2147317	2149362
CC1G_03740	I	2150692	2154325
CC1G_03741	I	2157167	2158511
CC1G_03748	I	2169466	2171997
CC1G_03751	I	2174825	2175040
CC1G_03752	I	2175631	2177182
CC1G_03759	I	2195338	2197548
CC1G_03764	I	2203552	2205520
CC1G_03765	I	2205852	2207376
CC1G_03771	I	2224498	2227438
CC1G_03773	I	2229550	2231659
CC1G_03790	II	2255479	2257741
CC1G_03796	II	2267718	2268813
CC1G_03799	II	2274368	2275137
CC1G_03803	II	2287448	2288657
CC1G_03807	II	2295573	2297204
CC1G_03818	II	2325364	2328325
CC1G_03820	II	2331289	2331896
CC1G_03827	II	2343800	2345087
CC1G_03828	II	2345583	2346314
CC1G_03831	II	2350455	2351562
CC1G_03833	II	2353794	2356165
CC1G_03839	II	2369545	2373245
CC1G_03841	II	2375780	2376781
CC1G_03843	II	2379279	2380745
CC1G_03844	II	2381263	2383184
CC1G_03860	II	2425083	2426273
CC1G_03863	II	2432655	2433743
CC1G_03864	II	2434117	2435720
CC1G_03876	II	2461970	2463766
CC1G_03885	II	2475100	2475279
CC1G_03890	II	2484398	2486984
CC1G_03893	II	2499450	2499863
CC1G_03897	II	2509573	2513978
CC1G_03930	VII	437724	438483
CC1G_03943	VII	475153	477414
CC1G_03945	VII	481899	484923
CC1G_03958	VII	523480	524500
CC1G_03964	VII	532814	534026
CC1G_03968	VII	546779	550296
CC1G_03975	VII	567520	570337
CC1G_03980	VII	581424	582544
CC1G_03981	VII	582966	583917
CC1G_03982	VII	585231	585936
CC1G_03985	VII	590500	591457
CC1G_03992	VII	608224	609097
CC1G_03993	VII	609472	610529
CC1G_03994	VII	610740	613721
CC1G_03998	VII	621437	621678
CC1G_04005	VII	643859	645087
