#chrom	src_start	src_stop	strand	pc	pc_start	pc_stop	pc_strand
II	2690706	2711163	+	pchr_scaffold_1	1810399	1823323	+
II	2711163	2729759	+	pchr_scaffold_1	2959686	2961135	+
II	2729759	2773207	+	pchr_scaffold_1	2961135	2962951	+
II	2775171	2789848	+	pchr_scaffold_1	2909027	2918057	-
II	2789848	2821285	+	pchr_scaffold_1	2955512	2959686	-
II	2821285	2850351	+	pchr_scaffold_1	2926063	2955512	-
II	2850351	2859830	+	pchr_scaffold_1	3032944	3041227	+
II	2912509	2929673	+	pchr_scaffold_1	2996591	3032944	+
II	2929673	2943266	+	pchr_scaffold_1	2962951	2996591	+
II	2943266	2969473	+	pchr_scaffold_1	2920082	2926063	+
II	3679320	3725586	+	pchr_scaffold_5	1869721	2026096	-
III	24682	75871	+	pchr_scaffold_5	2026096	2078663	+
III	473533	514782	+	pchr_scaffold_4	1078666	1167556	-
III	514782	552148	+	pchr_scaffold_4	1066365	1078666	+
III	552148	598502	+	pchr_scaffold_4	1388911	1492504	+
III	615162	643907	+	pchr_scaffold_4	1053222	1066365	-
III	678064	713579	+	pchr_scaffold_4	1167556	1259074	-
III	713579	719299	+	pchr_scaffold_4	1380843	1388911	+
III	810311	820058	+	pchr_scaffold_12	975391	983637	-
III	820058	909536	+	pchr_scaffold_12	983637	1005636	+
III	930078	950787	+	pchr_scaffold_6	950000	971390	-
III	950787	964678	+	pchr_scaffold_6	847025	909244	+
III	964678	974715	+	pchr_scaffold_6	1781726	1807340	-
III	974715	990879	+	pchr_scaffold_6	1243995	1263438	+
III	1085240	1087310	+	pchr_scaffold_6	1894685	1918719	+
III	1087310	1105892	+	pchr_scaffold_6	1931890	1959749	+
III	1138668	1169690	+	pchr_scaffold_6	1265386	1276347	-
III	1172494	1193368	+	pchr_scaffold_4	1013972	1022961	+
III	1193368	1212620	+	pchr_scaffold_7	1070278	1089553	-
III	1212620	1249488	+	pchr_scaffold_21	130692	131443	+
III	1251956	1262236	+	pchr_scaffold_6	1713353	1778932	+
III	1298297	1298965	+	pchr_scaffold_6	752241	767981	-
III	1326612	1334114	+	pchr_scaffold_4	1321005	1359133	-
III	1361548	1367711	+	pchr_scaffold_12	1040858	1175488	+
III	1367711	1412566	+	pchr_scaffold_11	1243645	1291124	+
III	1412566	1466825	+	pchr_scaffold_15	568033	695078	-
III	1479547	1505942	+	pchr_scaffold_6	1096018	1146248	-
III	1507479	1525298	+	pchr_scaffold_6	1020688	1096018	+
III	1525298	1559732	+	pchr_scaffold_6	767981	820297	+
III	1559732	1575242	+	pchr_scaffold_6	730813	752241	-
III	1575242	1580877	+	pchr_scaffold_6	1927216	1931890	-
III	1601079	1603957	+	pchr_scaffold_6	845833	847025	-
III	1633043	1643237	+	pchr_scaffold_6	1778932	1781726	+
III	1653329	1668380	+	pchr_scaffold_12	1175488	1227699	+
III	1668380	1672152	+	pchr_scaffold_240	74	2083	-
III	1715429	1721442	+	pchr_scaffold_10	73887	76508	+
III	1721442	1797007	+	pchr_scaffold_6	971390	1020688	-
III	1797007	1829353	+	pchr_scaffold_4	1492504	1549838	-
III	1829353	1832079	+	pchr_scaffold_21	131443	318725	-
III	1832079	1838205	+	pchr_scaffold_11	19475	22138	+
III	1838205	1875540	+	pchr_scaffold_12	970947	975391	+
III	1882524	1893301	+	pchr_scaffold_6	1959749	2026178	-
III	1893301	1945806	+	pchr_scaffold_13	428722	434155	-
III	1945806	1955542	+	pchr_scaffold_15	201005	261059	+
III	1955542	1974586	+	pchr_scaffold_15	261059	401611	-
III	1976614	2009917	+	pchr_scaffold_15	67617	201005	-
III	2009917	2037262	+	pchr_scaffold_3	1062479	1084375	+
III	2050805	2078740	+	pchr_scaffold_15	422858	568033	-
III	2085061	2117892	+	pchr_scaffold_15	401611	422858	-
III	2158522	2224658	+	pchr_scaffold_6	1276347	1369698	+
III	2270456	2278876	+	pchr_scaffold_6	700206	730813	-
III	2282714	2306609	+	pchr_scaffold_4	1022961	1053222	-
III	2327396	2357613	+	pchr_scaffold_6	1263438	1265386	+
III	2357613	2371506	+	pchr_scaffold_6	1228303	1243995	-
III	2393022	2404494	+	pchr_scaffold_16	406539	591483	+
III	2404494	2407725	+	pchr_scaffold_12	1011991	1013981	+
III	2407725	2445725	+	pchr_scaffold_4	1359133	1380843	-
III	2445725	2478706	+	pchr_scaffold_12	1005636	1011991	-
III	2478706	2486951	+	pchr_scaffold_12	1013981	1040858	+
III	2511989	2521886	+	pchr_scaffold_6	820297	845833	+
III	2521886	2585511	+	pchr_scaffold_6	1158086	1228303	-
III	2585511	2589604	+	pchr_scaffold_6	342831	381729	+
III	2591171	2614795	+	pchr_scaffold_6	909244	950000	+
III	2614795	2618362	+	pchr_scaffold_15	65657	67617	+
III	2618362	2647694	+	pchr_scaffold_6	386835	406088	+
III	2647694	2668334	+	pchr_scaffold_6	381729	386835	+
III	2668334	2691274	+	pchr_scaffold_6	142497	182479	-
III	2691274	2702586	+	pchr_scaffold_6	1840586	1894685	+
III	2702586	2716627	+	pchr_scaffold_6	182479	235401	+
III	2716627	2735270	+	pchr_scaffold_6	1146248	1158086	-
III	2767519	2792524	+	pchr_scaffold_6	1570810	1713353	+
III	2905102	3000604	+	pchr_scaffold_6	415661	531843	+
III	3034904	3064106	+	pchr_scaffold_6	406088	415661	+
III	3097945	3125906	+	pchr_scaffold_6	235401	342831	-
III	3125906	3135005	+	pchr_scaffold_6	531843	579018	+
III	3135005	3171326	+	pchr_scaffold_6	579018	700206	+
III	3171326	3193840	+	pchr_scaffold_6	1807340	1840586	+
IV	20138	131925	+	pchr_scaffold_4	66975	295185	+
IV	168791	184683	+	pchr_scaffold_5	475110	598474	+
IV	199449	231277	+	pchr_scaffold_19	131549	380430	+
IV	283132	284822	+	pchr_scaffold_10	378993	426043	-
IV	352238	387163	+	pchr_scaffold_10	659980	680156	+
IV	426233	432852	+	pchr_scaffold_29	63774	70301	-
IV	432852	441624	+	pchr_scaffold_10	716760	875246	+
IV	448626	455023	+	pchr_scaffold_19	422071	426603	+
IV	455023	490327	+	pchr_scaffold_19	38617	97150	-
IV	490327	496401	+	pchr_scaffold_29	70301	71514	+
IV	580308	601861	+	pchr_scaffold_19	24511	33627	+
IV	601861	663691	+	pchr_scaffold_28	64606	78395	-
IV	663691	736344	+	pchr_scaffold_4	408170	448959	+
IV	767463	834644	+	pchr_scaffold_4	295185	324407	-
IV	963275	971401	+	pchr_scaffold_4	458632	497112	+
IV	971401	1084087	+	pchr_scaffold_4	448959	458632	+
IV	1084995	1088871	+	pchr_scaffold_4	843929	877247	-
IV	1158544	1159793	+	pchr_scaffold_1	836330	847687	-
IV	1161828	1196843	+	pchr_scaffold_4	326269	408170	-
IV	1272156	1288635	+	pchr_scaffold_7	201776	288078	-
IV	1288635	1290293	+	pchr_scaffold_16	74831	76288	-
IV	1290293	1303625	+	pchr_scaffold_16	76288	171633	+
IV	1303625	1310683	+	pchr_scaffold_4	324407	326269	-
IV	1388776	1409039	+	pchr_scaffold_16	71728	74831	+
IV	1427654	1458685	+	pchr_scaffold_17	120752	253765	+
IV	1465633	1513769	+	pchr_scaffold_7	490604	654464	-
IV	1513769	1579652	+	pchr_scaffold_7	441524	465130	+
IV	1579652	1605694	+	pchr_scaffold_7	465130	467566	-
IV	1605694	1617473	+	pchr_scaffold_20	125590	177814	+
IV	1697320	1716563	+	pchr_scaffold_4	888832	1013972	-
IV	1716563	1725545	+	pchr_scaffold_4	877247	888832	+
IV	1742228	1746644	+	pchr_scaffold_16	277539	336732	-
IV	1746644	1753219	+	pchr_scaffold_16	195763	209321	+
IV	1795054	1814331	+	pchr_scaffold_16	276270	277539	+
IV	1814331	1819007	+	pchr_scaffold_3	1312109	1333839	-
IV	1819007	1830434	+	pchr_scaffold_7	489442	490604	-
IV	1830434	1833837	+	pchr_scaffold_7	467566	489442	+
IV	1833837	1859928	+	pchr_scaffold_16	337419	380746	+
IV	1864698	1879597	+	pchr_scaffold_16	380746	386744	+
IV	1879597	1889356	+	pchr_scaffold_7	288078	375030	-
IV	1955264	1957078	+	pchr_scaffold_16	43758	70457	+
IV	1960998	1973532	+	pchr_scaffold_4	829821	843929	+
IV	1973532	1987073	+	pchr_scaffold_16	209321	240934	+
IV	1987073	1993470	+	pchr_scaffold_4	806110	829821	-
IV	1993470	2005050	+	pchr_scaffold_7	36072	37853	+
IV	2005050	2015821	+	pchr_scaffold_7	15829	36072	-
IV	2015821	2055470	+	pchr_scaffold_7	37853	75703	+
IV	2055470	2084371	+	pchr_scaffold_8	1345016	1386878	-
IV	2102209	2111843	+	pchr_scaffold_7	78107	103499	+
IV	2111843	2116997	+	pchr_scaffold_7	1141833	1402006	+
IV	2116997	2121649	+	pchr_scaffold_7	140983	144660	+
IV	2121649	2192139	+	pchr_scaffold_7	944403	996767	-
IV	2194739	2205178	+	pchr_scaffold_16	270120	276270	+
IV	2212038	2226133	+	pchr_scaffold_16	386744	392231	-
IV	2226133	2236228	+	pchr_scaffold_16	402790	406539	-
IV	2267583	2275070	+	pchr_scaffold_16	336732	337419	-
IV	2275070	2294470	+	pchr_scaffold_4	559225	718425	-
IV	2294470	2320582	+	pchr_scaffold_4	730286	762173	+
IV	2337230	2362813	+	pchr_scaffold_16	171633	195763	+
IV	2370574	2383016	+	pchr_scaffold_16	240934	270120	-
IV	2383016	2388008	+	pchr_scaffold_4	497112	519564	+
IV	2388008	2430215	+	pchr_scaffold_4	762173	806110	-
IV	2430215	2438304	+	pchr_scaffold_1	2194770	2197072	+
IV	2534814	2544545	+	pchr_scaffold_16	396517	402790	-
IV	2544545	2565368	+	pchr_scaffold_16	392231	396517	-
IV	2600664	2658020	+	pchr_scaffold_9	312185	334649	+
IV	2698912	2738602	+	pchr_scaffold_7	103499	140983	+
IV	2773030	2790239	+	pchr_scaffold_7	176246	185101	+
IV	2790239	2814445	+	pchr_scaffold_7	144660	176246	-
IV	2814445	2852236	+	pchr_scaffold_7	185101	201776	-
IV	2870950	2943044	+	pchr_scaffold_7	379442	441524	+
IV	3139823	3147819	+	pchr_scaffold_7	375030	379442	+
IV	3378251	3393195	+	pchr_scaffold_4	718425	730286	-
V	189078	291890	+	pchr_scaffold_2	2884809	3027300	-
V	291890	313180	+	pchr_scaffold_2	2824298	2884809	-
V	313180	321240	+	pchr_scaffold_2	2507209	2518462	-
V	321240	346525	+	pchr_scaffold_2	2520769	2540771	+
V	350501	352975	+	pchr_scaffold_2	2443798	2507209	+
V	396841	407352	+	pchr_scaffold_2	2719394	2749239	+
V	407352	446208	+	pchr_scaffold_2	2328126	2443798	+
V	449955	459499	+	pchr_scaffold_2	2770350	2773136	+
V	459499	470915	+	pchr_scaffold_2	2749239	2770350	+
V	470915	477871	+	pchr_scaffold_2	2540771	2719394	+
V	477871	510948	+	pchr_scaffold_2	2773136	2788705	-
V	510948	559054	+	pchr_scaffold_2	2518462	2520769	-
V	561150	564023	+	pchr_scaffold_2	910148	929452	+
V	565633	583167	+	pchr_scaffold_2	838715	893013	+
V	586559	590160	+	pchr_scaffold_2	714082	790110	-
V	594654	606019	+	pchr_scaffold_2	790110	819934	+
V	606019	680405	+	pchr_scaffold_2	819934	838715	+
V	724043	763470	+	pchr_scaffold_2	19335	66864	+
V	763470	770244	+	pchr_scaffold_2	930567	936077	-
V	903221	928183	+	pchr_scaffold_2	560197	618996	-
V	928183	954837	+	pchr_scaffold_2	2143522	2245640	+
V	954837	966091	+	pchr_scaffold_2	2245640	2269956	-
V	966091	974889	+	pchr_scaffold_2	985715	992228	+
V	976104	1001422	+	pchr_scaffold_2	2030530	2095168	-
V	1032616	1047176	+	pchr_scaffold_2	1216223	1261534	+
V	1047176	1097133	+	pchr_scaffold_2	503251	560197	+
V	1097133	1099168	+	pchr_scaffold_5	1854166	1869721	-
V	1099168	1125117	+	pchr_scaffold_2	1181003	1191057	+
V	1134950	1143967	+	pchr_scaffold_2	963781	970429	-
V	1157983	1163711	+	pchr_scaffold_19	33627	38617	-
V	1170477	1179062	+	pchr_scaffold_2	929452	930567	-
V	1179062	1183668	+	pchr_scaffold_2	936077	940228	-
V	1183668	1196918	+	pchr_scaffold_9	778100	903745	-
V	1196918	1201283	+	pchr_scaffold_9	1756099	1778966	-
V	1202218	1209079	+	pchr_scaffold_2	1564358	1625028	-
V	1209079	1285481	+	pchr_scaffold_2	1705316	1812336	-
V	1285481	1300569	+	pchr_scaffold_2	1951284	1999836	-
V	1300569	1314610	+	pchr_scaffold_2	1527297	1539705	+
V	1351877	1373528	+	pchr_scaffold_2	262189	387459	-
V	1373528	1406253	+	pchr_scaffold_2	940228	963781	-
V	1406253	1425089	+	pchr_scaffold_2	1017130	1035952	+
V	1446932	1470399	+	pchr_scaffold_2	133041	198976	-
V	1470399	1473617	+	pchr_scaffold_2	129901	133041	+
V	1473617	1499978	+	pchr_scaffold_2	2100581	2143522	-
V	1508277	1526643	+	pchr_scaffold_2	1941283	1951284	-
V	1528592	1536926	+	pchr_scaffold_2	1999836	2030530	-
V	1559221	1563341	+	pchr_scaffold_2	2269956	2283788	-
V	1564506	1585611	+	pchr_scaffold_2	2283788	2315671	+
V	1588292	1615702	+	pchr_scaffold_2	2315671	2328126	+
V	1615702	1617524	+	pchr_scaffold_2	707990	713323	+
V	1617524	1652030	+	pchr_scaffold_2	627301	707990	-
V	1652030	1653336	+	pchr_scaffold_2	713323	714082	+
V	1680382	1686836	+	pchr_scaffold_22	11612	89514	-
V	1688144	1706288	+	pchr_scaffold_2	216012	257717	+
